r (A),g(r)_weighted_Be-Be,g(r)_weighted_Be-F,g(r)_weighted_F-F,g(r)_weighted_Li-F,g(r)_weighted_Li-Li,S_i_Be-F,S_i_Li-F,Average_SCL,SCL_BC
0.5786398180990495,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0994622820301663,1.90187
0.5816224975737869,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0994622820301663,1.90187
0.5846051770485242,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0994622820301663,1.90187
0.5875878565232616,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0994622820301663,1.90187
0.590570535997999,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0994622820301663,1.90187
0.5935532154727363,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0994622820301663,1.90187
0.5965358949474737,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0994622820301663,1.90187
0.5995185744222111,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0994622820301663,1.90187
0.6025012538969484,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0994622820301663,1.90187
0.6054839333716858,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0994622820301663,1.90187
0.6084666128464232,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0994622820301663,1.90187
0.6114492923211605,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0994622820301663,1.90187
0.6144319717958979,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0994622820301663,1.90187
0.6174146512706353,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0994622820301663,1.90187
0.6203973307453726,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0994622820301663,1.90187
0.62338001022011,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0994622820301663,1.90187
0.6263626896948474,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0994622820301663,1.90187
0.6293453691695847,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0994622820301663,1.90187
0.6323280486443221,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0994622820301663,1.90187
0.6353107281190595,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0994622820301663,1.90187
0.6382934075937968,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0994622820301663,1.90187
0.6412760870685342,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0994622820301663,1.90187
0.6442587665432716,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0994622820301663,1.90187
0.6472414460180089,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0994622820301663,1.90187
0.6502241254927463,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0994622820301663,1.90187
0.6532068049674837,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0994622820301663,1.90187
0.6561894844422211,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0994622820301663,1.90187
0.6591721639169584,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0994622820301663,1.90187
0.6621548433916958,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0994622820301663,1.90187
0.6651375228664332,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0994622820301663,1.90187
0.6681202023411705,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0994622820301663,1.90187
0.6711028818159079,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0994622820301663,1.90187
0.6740855612906453,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0994622820301663,1.90187
0.6770682407653826,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0994622820301663,1.90187
0.68005092024012,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0994622820301663,1.90187
0.6830335997148574,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0994622820301663,1.90187
0.6860162791895947,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0994622820301663,1.90187
0.6889989586643321,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0994622820301663,1.90187
0.6919816381390695,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0994622820301663,1.90187
0.6949643176138068,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0994622820301663,1.90187
0.6979469970885442,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0994622820301663,1.90187
0.7009296765632816,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0994622820301663,1.90187
0.7039123560380189,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0994622820301663,1.90187
0.7068950355127563,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0994622820301663,1.90187
0.7098777149874937,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0994622820301663,1.90187
0.712860394462231,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0994622820301663,1.90187
0.7158430739369684,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0994622820301663,1.90187
0.7188257534117058,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0994622820301663,1.90187
0.7218084328864431,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0994622820301663,1.90187
0.7247911123611805,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0994622820301663,1.90187
0.727773791835918,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0994622820301663,1.90187
0.7307564713106554,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0994622820301663,1.90187
0.7337391507853926,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0994622820301663,1.90187
0.73672183026013,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0994622820301663,1.90187
0.7397045097348675,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0994622820301663,1.90187
0.7426871892096047,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0994622820301663,1.90187
0.7456698686843422,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0994622820301663,1.90187
0.7486525481590796,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0994622820301663,1.90187
0.7516352276338168,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0994622820301663,1.90187
0.7546179071085543,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0994622820301663,1.90187
0.7576005865832917,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0994622820301663,1.90187
0.760583266058029,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0994622820301663,1.90187
0.7635659455327664,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0994622820301663,1.90187
0.7665486250075038,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0994622820301663,1.90187
0.769531304482241,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0994622820301663,1.90187
0.7725139839569785,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0994622820301663,1.90187
0.7754966634317159,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0994622820301663,1.90187
0.7784793429064532,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0994622820301663,1.90187
0.7814620223811906,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0994622820301663,1.90187
0.784444701855928,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0994622820301663,1.90187
