r (A),g(r)_weighted_U-U,g(r)_weighted_Na-U,g(r)_weighted_U-Cl,g(r)_weighted_Na-Na,g(r)_weighted_Na-Cl,g(r)_weighted_Cl-Cl,S_i_U-Cl,S_i_Na-Cl,Average_SCL,lambda_BC
0.9341270635317659,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.057260245033009,0
0.9381190595297648,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.057260245033009,0
0.9421110555277639,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.057260245033009,0
0.9461030515257628,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.057260245033009,0
0.9500950475237618,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.057260245033009,0
0.9540870435217609,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.057260245033009,0
0.9580790395197598,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.057260245033009,0
0.9620710355177589,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.057260245033009,0
0.9660630315157578,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.057260245033009,0
0.9700550275137568,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.057260245033009,0
0.9740470235117559,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.057260245033009,0
0.9780390195097548,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.057260245033009,0
0.9820310155077538,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.057260245033009,0
0.9860230115057529,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.057260245033009,0
0.9900150075037518,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.057260245033009,0
0.9940070035017509,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.057260245033009,0
0.9979989994997498,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.057260245033009,0
1.0019909954977488,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.057260245033009,0
1.0059829914957479,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.057260245033009,0
1.009974987493747,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.057260245033009,0
1.0139669834917457,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.057260245033009,0
1.0179589794897448,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.057260245033009,0
1.0219509754877438,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.057260245033009,0
1.0259429714857429,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.057260245033009,0
1.029934967483742,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.057260245033009,0
1.0339269634817407,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.057260245033009,0
1.0379189594797398,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.057260245033009,0
1.0419109554777388,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.057260245033009,0
