r (A),g(r)_weighted_Na-F,g(r)_weighted_Na-Na,g(r)_weighted_F-F,S_i_Na-F,Average_SCL,lambda_BC
1.293056774351427,0.0,0.0,0.0,1.0,3.883435398016441,5.22361
1.2994265121561137,0.0,0.0,0.0,1.0,3.883435398016441,5.22361
1.3057962499608007,0.0,0.0,0.0,1.0,3.883435398016441,5.22361
1.3121659877654874,0.0,0.0,0.0,1.0,3.883435398016441,5.22361
1.3185357255701742,0.0,0.0,0.0,1.0,3.883435398016441,5.22361
1.3249054633748611,0.0,0.0,0.0,1.0,3.883435398016441,5.22361
1.331275201179548,0.0,0.0,0.0,1.0,3.883435398016441,5.22361
1.3376449389842349,0.0,0.0,0.0,1.0,3.883435398016441,5.22361
1.3440146767889216,0.0,0.0,0.0,1.0,3.883435398016441,5.22361
1.3503844145936084,0.0,0.0,0.0,1.0,3.883435398016441,5.22361
1.3567541523982953,0.0,0.0,0.0,1.0,3.883435398016441,5.22361
1.363123890202982,0.0,0.0,0.0,1.0,3.883435398016441,5.22361
1.3694936280076688,0.0,0.0,0.0,1.0,3.883435398016441,5.22361
1.3758633658123558,0.0,0.0,0.0,1.0,3.883435398016441,5.22361
1.3822331036170425,0.0,0.0,0.0,1.0,3.883435398016441,5.22361
1.3886028414217295,0.0,0.0,0.0,1.0,3.883435398016441,5.22361
1.3949725792264163,0.0,0.0,0.0,1.0,3.883435398016441,5.22361
1.401342317031103,0.0,0.0,0.0,1.0,3.883435398016441,5.22361
1.40771205483579,0.0,0.0,0.0,1.0,3.883435398016441,5.22361
1.4140817926404767,0.0,0.0,0.0,1.0,3.883435398016441,5.22361
1.4204515304451635,0.0,0.0,0.0,1.0,3.883435398016441,5.22361
1.4268212682498504,0.0,0.0,0.0,1.0,3.883435398016441,5.22361
1.4331910060545372,0.0,0.0,0.0,1.0,3.883435398016441,5.22361
1.4395607438592242,0.0,0.0,0.0,1.0,3.883435398016441,5.22361
1.445930481663911,0.0,0.0,0.0,1.0,3.883435398016441,5.22361
1.4523002194685977,0.0,0.0,0.0,1.0,3.883435398016441,5.22361
1.4586699572732846,0.0,0.0,0.0,1.0,3.883435398016441,5.22361
1.4650396950779714,0.0,0.0,0.0,1.0,3.883435398016441,5.22361
1.4714094328826584,0.0,0.0,0.0,1.0,3.883435398016441,5.22361
1.477779170687345,0.0,0.0,0.0,1.0,3.883435398016441,5.22361
1.4841489084920318,0.0,0.0,0.0,1.0,3.883435398016441,5.22361
1.4905186462967188,0.0,0.0,0.0,1.0,3.883435398016441,5.22361
1.4968883841014056,0.0,0.0,0.0,1.0,3.883435398016441,5.22361
1.5032581219060923,0.0,0.0,0.0,1.0,3.883435398016441,5.22361
1.5096278597107793,0.0,0.0,0.0,1.0,3.883435398016441,5.22361
1.515997597515466,0.0,0.0,0.0,1.0,3.883435398016441,5.22361
