r (A),g(r)_weighted_Be-Be,g(r)_weighted_Be-F,g(r)_weighted_F-F,g(r)_weighted_Li-F,g(r)_weighted_Li-Li,g(r)_weighted_Th-F,S_i_Be-F,S_i_Li-F,S_i_Th-F,Average_SCL,SCL_BC
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.0029816357358679,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.0059632714717358,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.0089449072076038,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.0119265429434717,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.0149081786793396,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.0178898144152076,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.0208714501510755,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.0238530858869434,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.0268347216228114,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.0298163573586793,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.0327979930945472,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.0357796288304152,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.0387612645662831,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.041742900302151,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.044724536038019,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.0477061717738869,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.0506878075097548,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.0536694432456228,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.0566510789814907,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.0596327147173586,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.0626143504532266,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.0655959861890945,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.0685776219249624,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.0715592576608304,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.0745408933966983,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.0775225291325662,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.0805041648684342,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.0834858006043021,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.0864674363401701,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.089449072076038,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.0924307078119059,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.0954123435477738,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.0983939792836418,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.1013756150195097,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.1043572507553776,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.1073388864912456,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.1103205222271135,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.1133021579629815,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.1162837936988494,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.1192654294347173,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.1222470651705853,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.1252287009064532,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.1282103366423211,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.1311919723781891,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.134173608114057,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.1371552438499249,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.1401368795857929,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.1431185153216608,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.1461001510575287,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.1490817867933967,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.1520634225292646,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.1550450582651325,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.1580266940010005,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.1610083297368684,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.1639899654727363,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.1669716012086043,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.1699532369444722,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.1729348726803402,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.1759165084162081,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.178898144152076,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.181879779887944,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.1848614156238119,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.1878430513596798,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.1908246870955477,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.1938063228314157,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.1967879585672836,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.1997695943031515,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.2027512300390195,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.2057328657748874,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.2087145015107553,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.2116961372466233,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.2146777729824912,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.2176594087183592,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.2206410444542271,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.223622680190095,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.226604315925963,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.2295859516618309,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.2325675873976988,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.2355492231335668,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.2385308588694347,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.2415124946053026,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.2444941303411706,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.2474757660770385,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.2504574018129065,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.2534390375487744,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.2564206732846423,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.2594023090205102,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.2623839447563782,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.2653655804922461,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.2683472162281141,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.271328851963982,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.2743104876998499,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.2772921234357178,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.2802737591715858,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.2832553949074537,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.2862370306433217,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.2892186663791896,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.2922003021150575,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
0.2951819378509255,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0305468802933997,0
