r (A),g(r)_weighted_Be-Be,g(r)_weighted_Be-F,g(r)_weighted_Be-Li,g(r)_weighted_F-F,g(r)_weighted_Li-F,g(r)_weighted_Li-Li,S_i_Be-F,S_i_Li-F,Average_SCL,lambda_BC
0.7618828415797899,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
0.7668301327588795,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
0.771777423937969,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
0.7767247151170585,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
0.7816720062961481,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
0.7866192974752376,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
0.7915665886543272,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
0.7965138798334167,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
0.8014611710125062,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
0.8064084621915958,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
0.8113557533706853,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
0.8163030445497749,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
0.8212503357288644,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
0.826197626907954,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
0.8311449180870435,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
0.836092209266133,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
0.8410395004452226,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
0.8459867916243121,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
0.8509340828034017,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
0.8558813739824912,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
0.8608286651615807,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
0.8657759563406703,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
0.8707232475197599,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
0.8756705386988495,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
0.880617829877939,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
0.8855651210570286,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
0.8905124122361181,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
0.8954597034152076,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
0.9004069945942972,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
0.9053542857733868,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
0.9103015769524764,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
0.9152488681315658,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
0.9201961593106552,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
0.9251434504897448,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
0.9300907416688344,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
0.935038032847924,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
0.9399853240270136,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
0.944932615206103,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
0.9498799063851926,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
0.954827197564282,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
0.9597744887433716,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
0.9647217799224612,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
0.9696690711015508,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
0.9746163622806404,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
0.9795636534597298,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
0.9845109446388194,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
0.9894582358179088,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
0.9944055269969984,0.0,0.00013474363404341667,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
0.999352818176088,0.0,0.00045332382753718336,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
1.0043001093551776,0.0,0.0007719040210309332,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
1.009247400534267,0.0,0.0010904842145246832,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
1.0141946917133566,0.0,0.00140906440801845,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
1.0191419828924462,0.0,0.0017276446015122,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
1.0240892740715355,0.0,0.00204622479500595,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
1.0290365652506253,0.0,0.0023648049884997164,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
1.0339838564297148,0.0,0.0026833851819934662,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
1.0389311476088043,0.0,0.0030019653754872165,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
1.043878438787894,0.0,0.0033205455689809833,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
1.0488257299669834,0.0,0.003639125762474733,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
1.053773021146073,0.0,0.003957705955968483,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
1.0587203123251625,0.0,0.00427628614946225,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
1.063667603504252,0.0,0.004594866342956,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
1.0686148946833416,0.0,0.004913446536449749,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
1.0735621858624311,0.0,0.005232026729943517,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
1.078509477041521,0.0,0.005550606923437267,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
1.0834567682206102,0.0,0.005869187116931017,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
1.0884040593996998,0.0,0.006187767310424783,0.0,0.0,0.0,0.0,1.0,1.0,2.0184194299703178,0
