r (A),g(r)_weighted_F-F,g(r)_weighted_Li-F,g(r)_weighted_Na-F,g(r)_weighted_U-F,S_i_Li-F,S_i_Na-F,S_i_U-F,Average_SCL,SCL_BC
0.6488460886753377,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.207830837251906,0
0.6516794777088544,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.207830837251906,0
0.6545128667423712,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.207830837251906,0
0.6573462557758879,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.207830837251906,0
0.6601796448094047,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.207830837251906,0
0.6630130338429214,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.207830837251906,0
0.6658464228764382,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.207830837251906,0
0.668679811909955,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.207830837251906,0
0.6715132009434718,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.207830837251906,0
0.6743465899769885,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.207830837251906,0
0.6771799790105052,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.207830837251906,0
0.680013368044022,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.207830837251906,0
0.6828467570775387,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.207830837251906,0
0.6856801461110555,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.207830837251906,0
0.6885135351445723,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.207830837251906,0
0.6913469241780891,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.207830837251906,0
0.6941803132116058,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.207830837251906,0
0.6970137022451226,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.207830837251906,0
0.6998470912786393,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.207830837251906,0
0.702680480312156,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.207830837251906,0
0.7055138693456728,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.207830837251906,0
0.7083472583791895,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.207830837251906,0
0.7111806474127064,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.207830837251906,0
0.7140140364462231,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.207830837251906,0
0.7168474254797399,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.207830837251906,0
0.7196808145132566,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.207830837251906,0
0.7225142035467734,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.207830837251906,0
0.7253475925802901,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.207830837251906,0
0.7281809816138068,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.207830837251906,0
0.7310143706473237,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.207830837251906,0
0.7338477596808404,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.207830837251906,0
0.7366811487143572,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.207830837251906,0
0.7395145377478739,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.207830837251906,0
0.7423479267813907,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.207830837251906,0
0.7451813158149074,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.207830837251906,0
0.7480147048484243,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.207830837251906,0
0.750848093881941,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.207830837251906,0
0.7536814829154577,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.207830837251906,0
0.7565148719489745,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.207830837251906,0
0.7593482609824912,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.207830837251906,0
0.762181650016008,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.207830837251906,0
0.7650150390495247,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.207830837251906,0
0.7678484280830415,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.207830837251906,0
0.7706818171165583,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.207830837251906,0
0.7735152061500751,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.207830837251906,0
