r (A),g(r)_weighted_Cl-Cl,g(r)_weighted_Mg-Cl,g(r)_weighted_Mg-Mg,S_i_Mg-Cl,Average_SCL,SCL_BC
1.0898149074537269,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.0950544022011006,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.1002938969484743,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.105533391695848,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.1107728864432216,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.116012381190595,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.121251875937969,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.1264913706853428,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.1317308654327165,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.13697036018009,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.1422098549274635,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.1474493496748377,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.1526888444222112,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.157928339169585,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.1631678339169589,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.1684073286643322,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.173646823411706,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.1788863181590796,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.1841258129064534,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.189365307653827,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.1946048024012006,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.1998442971485743,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.205083791895948,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.2103232866433218,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.2155627813906955,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.220802276138069,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.2260417708854427,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.2312812656328165,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.2365207603801902,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.241760255127564,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.2469997498749374,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.2522392446223112,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.257478739369685,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.2627182341170586,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.2679577288644324,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.273197223611806,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.2784367183591796,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.283676213106553,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.288915707853927,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.2941552026013008,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.2993946973486743,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.304634192096048,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.3098736868434218,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.3151131815907957,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.3203526763381692,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.325592171085543,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.3308316658329165,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.3360711605802902,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.341310655327664,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.3465501500750376,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.3517896448224114,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.3570291395697849,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.3622686343171586,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.3675081290645323,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.372747623811906,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.3779871185592798,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.3832266133066533,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.388466108054027,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.3937056028014008,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.3989450975487745,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.4041845922961482,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.409424087043522,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.4146635817908957,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.4199030765382692,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.425142571285643,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.4303820660330169,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.4356215607803904,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.440861055527764,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.4461005502751376,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.4513400450225111,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.456579539769885,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.4618190345172588,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.4670585292646323,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.472298024012006,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.4775375187593798,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.4827770135067535,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.4880165082541272,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.4932560030015007,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.4984954977488745,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.5037349924962482,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.508974487243622,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.5142139819909957,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.5194534767383692,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.524692971485743,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.5299324662331166,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.5351719609804904,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.540411455727864,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.5456509504752378,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.550890445222611,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.556129939969985,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.5613694347173588,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.5666089294647323,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.5718484242121062,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.5770879189594798,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.5823274137068537,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.5875669084542272,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.592806403201601,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.598045897948975,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.6032853926963482,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.608524887443722,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.6137643821910956,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.6190038769384694,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.624243371685843,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.6294828664332166,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.6347223611805903,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.639961855927964,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.6452013506753378,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.6504408454227115,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.6556803401700853,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.6609198349174588,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.6661593296648325,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.6713988244122062,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.67663831915958,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.6818778139069537,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.6871173086543272,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.692356803401701,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.6975962981490746,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.7028357928964484,0.0,0.0,0.0,1.0,4.556813278862177,4.76796
1.708075287643822,0.0,2.1697827485172937e-06,0.0,1.0,4.556813278862177,4.76796
1.7133147823911956,0.0,8.398151933109379e-06,0.0,1.0,4.556813278862177,4.76796
1.7185542771385691,0.0,1.4626521117701729e-05,0.0,1.0,4.556813278862177,4.76796
1.723793771885943,0.0,2.0854890302294077e-05,0.0,1.0,4.556813278862177,4.76796
1.7290332666333168,0.0,2.7083259486886427e-05,0.0,1.0,4.556813278862177,4.76796
1.7342727613806903,0.0,3.3311628671457144e-05,0.0,1.0,4.556813278862177,4.76796
1.739512256128064,0.0,3.9539997856057144e-05,0.0,1.0,4.556813278862177,4.76796
1.7447517508754378,0.0,4.576836704065715e-05,0.0,1.0,4.556813278862177,4.76796
1.7499912456228115,0.0,5.1996736225228576e-05,0.0,1.0,4.556813278862177,4.76796
1.7552307403701852,0.0,5.822510540982858e-05,0.0,1.0,4.556813278862177,4.76796
1.760470235117559,0.0,6.036366826268572e-05,0.0,1.0,4.556813278862177,4.76796
1.7657097298649325,0.0,5.4135299078085725e-05,0.0,1.0,4.556813278862177,4.76796
1.7709492246123062,0.0,4.790692989351429e-05,0.0,1.0,4.556813278862177,4.76796
1.77618871935968,0.0,4.167856070891429e-05,0.0,1.0,4.556813278862177,4.76796
1.7814282141070537,0.0,3.545019152431429e-05,0.0,1.0,4.556813278862177,4.76796
1.7866677088544274,0.0,2.922182233971429e-05,0.0,1.0,4.556813278862177,4.76796
1.7919072036018011,0.0,2.2993453155148793e-05,0.0,1.0,4.556813278862177,4.76796
1.7971466983491746,0.0,1.6765083970556704e-05,0.0,1.0,4.556813278862177,4.76796
1.8023861930965484,0.0,1.053671478596436e-05,0.0,1.0,4.556813278862177,4.76796
1.807625687843922,0.0,4.308345601372009e-06,0.0,1.0,4.556813278862177,4.76796
1.812865182591296,0.0,3.419581076252699e-06,0.0,1.0,4.556813278862177,4.76796
1.818104677338669,0.0,1.4512368469949642e-05,0.0,1.0,4.556813278862177,4.76796
1.823344172086043,0.0,2.5605155863646116e-05,0.0,1.0,4.556813278862177,4.76796
1.8285836668334168,0.0,3.669794325734286e-05,0.0,1.0,4.556813278862177,4.76796
1.8338231615807905,0.0,4.779073065102858e-05,0.0,1.0,4.556813278862177,4.76796
1.839062656328164,0.0,5.8883518044714296e-05,0.0,1.0,4.556813278862177,4.76796
1.844302151075538,0.0,6.997630543842859e-05,0.0,1.0,4.556813278862177,4.76796
1.8495416458229117,0.0,8.10690928321143e-05,0.0,1.0,4.556813278862177,4.76796
1.8547811405702848,0.0,9.216188022580002e-05,0.0,1.0,4.556813278862177,4.76796
1.860020635317659,0.0,0.00010325466761951429,0.0,1.0,4.556813278862177,4.76796
1.8652601300650329,0.0,0.00010853278516808574,0.0,1.0,4.556813278862177,4.76796
1.8704996248124064,0.0,9.945119631651431e-05,0.0,1.0,4.556813278862177,4.76796
1.87573911955978,0.0,9.036960746494286e-05,0.0,1.0,4.556813278862177,4.76796
