r (A),g(r)_weighted_Cl-Cl,g(r)_weighted_K-Cl,g(r)_weighted_K-K,g(r)_weighted_K-U,g(r)_weighted_U-Cl,g(r)_weighted_U-U,S_i_K-Cl,S_i_U-Cl,Average_SCL,SCL_BC
0.7001807488314157,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
0.7040923731265633,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
0.7080039974217108,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
0.7119156217168584,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
0.715827246012006,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
0.7197388703071536,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
0.7236504946023011,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
0.7275621188974487,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
0.7314737431925963,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
0.7353853674877439,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
0.7392969917828914,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
0.743208616078039,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
0.7471202403731866,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
0.7510318646683342,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
0.7549434889634817,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
0.7588551132586293,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
0.7627667375537769,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
0.7666783618489245,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
0.770589986144072,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
0.7745016104392196,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
0.7784132347343672,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
0.7823248590295148,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
0.7862364833246623,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
0.7901481076198099,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
0.7940597319149575,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
0.7979713562101051,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
0.8018829805052526,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
0.8057946048004002,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
0.8097062290955478,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
0.8136178533906954,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
0.8175294776858429,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
0.8214411019809905,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
