U-Cl,,U-U,,K-U,,K-Cl,,K-K,,Cl-Cl,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
2.946553111,5.104274958,6.528691022,0.343334835,7.475948696,0.728435502,4.38243652,0.706958646,7.627073438,0.792660102,5.399618095,1.052717138
2.955111618,4.915595702,6.548700697,0.342697192,7.595762021,0.736767909,4.53752718,0.685124958,7.682608696,0.807627594,5.451675742,1.054994388
2.96307272,4.800216494,6.608713893,0.350493598,7.712319845,0.79830762,4.57455184,0.67713683,7.764910707,0.815602639,5.507961279,1.059603762
2.972190288,4.62499121,6.64138724,0.355048032,7.856560717,0.835515579,4.594228874,0.675410621,7.799528823,0.829695912,5.55599522,1.054994388
2.980158796,4.492854879,6.690394961,0.363289104,7.932688434,0.869562329,4.747054533,0.671679592,7.842166274,0.841986558,5.602999866,1.038083063
2.985863307,4.369693991,6.740548856,0.420670258,7.977028861,0.889876827,4.921027074,0.684168243,7.910869565,0.856982614,5.641899031,1.034352809
2.992692436,4.258742657,6.795238174,0.487259063,,,5.00790467,0.689553723,7.980003543,0.86578944,5.66468669,1.028613956
2.999522677,4.145277755,6.828520397,0.527434902,,,5.103537365,0.707474185,,,5.74890237,0.995902493
3.006359266,4.017449605,6.861837429,0.546260643,,,5.216551616,0.734363412,,,5.793113521,0.961469375
3.013199346,3.881721668,6.898513323,0.550311703,,,5.304439428,0.763748798,,,5.83575783,0.944498767
3.021719212,3.780466718,6.930192671,0.550920324,,,5.336108237,0.774357358,,,5.868153318,0.935890487
3.027983811,3.668437744,6.966438279,0.541823605,,,5.390406188,0.788156499,,,5.929953036,0.920314254
3.035368901,3.577954436,7.009909256,0.546291055,,,5.454455444,0.808601104,,,5.929957915,0.915824916
3.042197554,3.468080347,7.051863471,0.580606398,,,5.4877882,0.82237466,,,6.008221915,0.893378227
3.049020494,3.371133181,7.088513832,0.600317678,,,5.5644621,0.84617516,,,6.121254197,0.875420875
3.055843434,3.274186014,7.12519279,0.602489513,,,5.668550095,0.895762179,,,6.184290306,0.8664422
3.064374728,3.147077217,7.161866897,0.607636788,,,5.837794248,0.955847267,,,6.260356592,0.8664422
3.072711195,2.895445746,7.198499641,0.63815362,,,5.859463136,0.962411099,,,6.37336936,0.8664422
3.094929823,2.625798428,7.235128809,0.670862883,,,5.941123944,1.000243386,,,6.468985792,0.875420875
3.134857802,2.288747815,7.271761042,0.701692919,,,5.977416181,1.018396051,,,6.581979047,0.893378227
3.170395689,1.88427839,7.308398381,0.729390911,,,6.014446457,1.039329423,,,6.662481937,0.903793902
3.214753487,1.524758978,7.34507019,0.735947607,,,6.051108394,1.058246735,,,6.709981119,0.911541354
3.241372139,1.30005857,7.38176217,0.730132729,,,6.146567262,1.119969129,,,6.747122284,0.920314254
3.285670344,1.075370577,7.420557682,0.749004984,,,6.311716426,1.182738296,,,6.797315331,0.923592945
3.312269131,0.895613975,7.450044835,0.779306585,,,6.409422113,1.218639733,,,6.833313234,0.9308239
3.343416301,0.753637067,7.480009461,0.808947579,,,6.475102565,1.232042699,,,6.899968491,0.95113944
3.375660572,0.665756602,7.513326229,0.827935142,,,6.507774661,1.240025188,,,6.934966608,0.958026063
3.411292931,0.58230501,7.557274453,0.828970805,,,6.554454842,1.246130107,,,6.964965796,0.963191031
3.448612503,0.516521404,7.601662805,0.849340024,,,6.591133272,1.249874055,,,7.033942309,0.974186308
3.485927054,0.462097822,7.638296059,0.879543651,,,6.625225111,1.247066201,,,7.155628853,0.992143659
3.523239354,0.412766664,7.674925585,0.912033671,,,6.651167019,1.242661606,,,7.268631865,1.001122334
3.560546286,0.37557898,7.708603508,0.936771806,,,6.723577644,1.244116178,,,7.399021456,1.01010101
3.597854085,0.336432671,7.757018306,0.9860737,,,6.761210129,1.246697833,,,7.512043981,1.001122334
3.635157555,0.307079487,7.826495703,1.039936992,,,6.816240185,1.240894625,,,7.615056083,0.975816508
3.672460679,0.278509752,7.965479792,1.129696125,,,6.86627722,1.226684898,,,7.703325629,0.974186308
3.709757743,0.26365039,8.000203843,1.165611496,,,6.904638892,1.215841613,,,7.825002416,1.001122334
3.747056711,0.244482055,,,,,6.941328543,1.209261416,,,7.937976157,1.037037037
3.784350832,0.236282018,,,,,6.966343342,1.205578381,,,7.99881943,1.046015713
3.821642529,0.23356613,,,,,7.068248149,1.173552505,,,,
3.858936996,0.224582643,,,,,7.190026333,1.137623795,,,,
3.896231463,0.215599156,,,,,7.346587135,1.101685332,,,,
3.933523159,0.212883269,,,,,7.581428339,1.047777637,,,,
3.970815375,0.208992206,,,,,7.764076106,1.011831858,,,,
4.00810863,0.202750794,,,,,7.901997211,0.975447415,,,,
4.045400154,0.200426631,,,,,7.990211902,0.966900244,,,,
4.082688907,0.204370068,,,,,,,,,,
4.119977141,0.20948868,,,,,,,,,,
4.157265721,0.213823841,,,,,,,,,,
4.194552051,0.223251427,,,,,,,,,,
4.231839217,0.230785676,,,,,,,,,,
4.269126556,0.2379282,,,,,,,,,,
4.306415021,0.242524512,,,,,,,,,,
4.343700485,0.253910723,,,,,,,,,,
4.380986814,0.263338309,,,,,,,,,,
4.418274529,0.269632096,,,,,,,,,,
4.455561205,0.278276232,,,,,,,,,,
4.492845283,0.292796242,,,,,,,,,,
4.530130054,0.305749353,,,,,,,,,,
4.567415691,0.316743839,,,,,,,,,,
4.604699943,0.330872125,,,,,,,,,,
4.641982983,0.347742485,,,,,,,,,,
4.679269659,0.356386621,,,,,,,,,,
4.716553045,0.372473532,,,,,,,,,,
4.753835565,0.390519067,,,,,,,,,,
4.791120336,0.403472178,,,,,,,,,,
4.827385618,0.422026241,,,,,,,,,,
4.865685377,0.439563248,,,,,,,,,,
4.899579104,0.454777278,,,,,,,,,,
4.953809382,0.478405916,,,,,,,,,,
4.988454759,0.497450675,,,,,,,,,,
5.02837096,0.522331486,,,,,,,,,,
5.065651403,0.545077721,,,,,,,,,,
5.102932365,0.566648781,,,,,,,,,,
5.140211942,0.59135364,,,,,,,,,,
5.177492212,0.6144916,,,,,,,,,,
5.214772654,0.637237835,,,,,,,,,,
5.252050846,0.665076494,,,,,,,,,,
5.289326787,0.698007578,,,,,,,,,,
5.32660394,0.728196587,,,,,,,,,,
5.363882652,0.754860071,,,,,,,,,,
5.401166038,0.770946982,,,,,,,,,,
5.438443018,0.801527716,,,,,,,,,,
5.475721902,0.827799475,,,,,,,,,,
5.513001133,0.853287784,,,,,,,,,,
5.55028071,0.877992644,,,,,,,,,,
5.587562018,0.898780254,,,,,,,,,,
5.624841422,0.923876838,,,,,,,,,,
5.662121173,0.948189973,,,,,,,,,,
5.699399364,0.976028632,,,,,,,,,,
5.736678076,1.002692117,,,,,,,,,,
5.773957307,1.028180426,,,,,,,,,,
5.811238442,1.049359761,,,,,,,,,,
5.848519231,1.071322546,,,,,,,,,,
5.885798288,1.09720258,,,,,,,,,,
5.923078385,1.120732265,,,,,,,,,,
5.960356231,1.149354374,,,,,,,,,,
5.997634769,1.176409584,,,,,,,,,,
6.024749373,1.189433897,,,,,,,,,,
6.078989981,1.189691728,,,,,,,,,,
6.131650367,1.183078122,,,,,,,,,,
6.187476025,1.179284975,,,,,,,,,,
6.24694573,1.189809675,,,,,,,,,,
6.317658974,1.201095288,,,,,,,,,,
6.388372218,1.212380901,,,,,,,,,,
6.468832888,1.21747989,,,,,,,,,,
6.506126489,1.210455027,,,,,,,,,,
6.543422168,1.198729466,,,,,,,,,,
6.580721309,1.179169405,,,,,,,,,,
6.618016123,1.169402468,,,,,,,,,,
6.655311801,1.157676906,,,,,,,,,,
6.692603325,1.155352744,,,,,,,,,,
6.729892771,1.157729281,,,,,,,,,,
6.767186026,1.151487869,,,,,,,,,,
6.804480666,1.142112657,,,,,,,,,,
6.841775652,1.131953995,,,,,,,,,,
6.879070465,1.122187058,,,,,,,,,,
6.916364759,1.113595296,,,,,,,,,,
6.953661131,1.100302835,,,,,,,,,,
6.990955424,1.091711073,,,,,,,,,,
7.028249718,1.083119311,,,,,,,,,,
7.065542454,1.078053073,,,,,,,,,,
7.102835882,1.071419936,,,,,,,,,,
7.140129656,1.064003349,,,,,,,,,,
7.177422045,1.059720562,,,,,,,,,,
7.214714088,1.056221224,,,,,,,,,,
7.252005439,1.054288786,,,,,,,,,,
7.289297655,1.050397724,,,,,,,,,,
7.319809709,1.046669782,,,,,,,,,,
7.404991198,1.031725131,,,,,,,,,,
7.426602967,1.031201686,,,,,,,,,,
7.499491295,1.025866652,,,,,,,,,,
7.53678178,1.025892839,,,,,,,,,,
7.574073649,1.022785226,,,,,,,,,,
7.611705372,1.0177584,,,,,,,,,,
7.64865964,1.011477577,,,,,,,,,,
7.685951683,1.007978239,,,,,,,,,,
7.723243726,1.004478902,,,,,,,,,,
7.760532306,1.008814064,,,,,,,,,,
7.797824003,1.006098176,,,,,,,,,,
7.835115353,1.004165738,,,,,,,,,,
7.872406877,1.001841576,,,,,,,,,,
7.909699093,0.997950513,,,,,,,,,,
7.936820311,0.996010934,,,,,,,,,,
