Cl-Cl,,Li-Cl,,Li-Li,
1.496250000,0.000000000,1.496250000,0.000000000,1.496250000,0.000000000
1.548750000,0.000000000,1.548750000,0.000000000,1.548750000,0.000000000
1.601250000,0.000000000,1.601250000,0.000000000,1.601250000,0.000000000
1.653750000,0.000000000,1.653750000,0.000000000,1.653750000,0.000000000
1.706250000,0.000000000,1.706250000,0.000453038,1.706250000,0.000000000
1.758750000,0.000000000,1.758750000,0.000639595,1.758750000,0.000000000
1.811250000,0.000000000,1.811250000,0.003417321,1.811250000,0.000000000
1.863750000,0.000000000,1.863750000,0.007784018,1.863750000,0.000000000
1.916250000,0.000000000,1.916250000,0.055135446,1.916250000,0.000000000
1.968750000,0.000000000,1.968750000,0.204853611,1.968750000,0.000000000
2.021250000,0.000000000,2.021250000,0.585473292,2.021250000,0.001303435
2.073750000,0.000000000,2.073750000,1.244140698,2.073750000,0.000309569
2.126250000,0.000000000,2.126250000,2.159641720,2.126250000,0.001472357
2.178750000,0.000000000,2.178750000,3.002223135,2.178750000,0.003365421
2.231250000,0.000000000,2.231250000,3.662975882,2.231250000,0.005615608
2.283750000,0.000000000,2.283750000,3.987625593,2.283750000,0.013783880
2.336250000,0.000000000,2.336250000,4.033475863,2.336250000,0.027318390
2.388750000,0.000000000,2.388750000,3.824040860,2.388750000,0.031963598
2.441250000,0.000000000,2.441250000,3.444119175,2.441250000,0.054505780
2.493750000,0.000000000,2.493750000,3.019714474,2.493750000,0.087557917
2.546250000,0.000205341,2.546250000,2.587045910,2.546250000,0.131007811
2.598750000,0.000000000,2.598750000,2.193942921,2.598750000,0.183724095
2.651250000,0.000189399,2.651250000,1.862382881,2.651250000,0.247166118
2.703750000,0.000364231,2.703750000,1.590304712,2.703750000,0.315060075
2.756250000,0.003504884,2.756250000,1.338448642,2.756250000,0.380279898
2.808750000,0.006918931,2.808750000,1.161147643,2.808750000,0.492087897
2.861250000,0.014147817,2.861250000,1.001719223,2.861250000,0.587866193
2.913750000,0.031048659,2.913750000,0.895181176,2.913750000,0.671780076
2.966250000,0.065365846,2.966250000,0.790619089,2.966250000,0.787718969
3.018750000,0.122279652,3.018750000,0.736147977,3.018750000,0.877433204
3.071250000,0.222014729,3.071250000,0.670854101,3.071250000,0.980506245
3.123750000,0.331541190,3.123750000,0.631192207,3.123750000,1.073756858
3.176250000,0.492224886,3.176250000,0.590234272,3.176250000,1.133700804
3.228750000,0.688086694,3.228750000,0.576257126,3.228750000,1.215262245
3.281250000,0.906997711,3.281250000,0.550185523,3.281250000,1.283275017
3.333750000,1.153573401,3.333750000,0.537325481,3.333750000,1.328346360
3.386250000,1.403000936,3.386250000,0.523784467,3.386250000,1.394641446
3.438750000,1.631483528,3.438750000,0.518342763,3.438750000,1.423987555
3.491250000,1.837390754,3.491250000,0.510554214,3.491250000,1.460672129
3.543750000,1.991881739,3.543750000,0.506042170,3.543750000,1.501676770
3.596250000,2.112031421,3.596250000,0.506367472,3.596250000,1.482961674
3.648750000,2.236291096,3.648750000,0.518700259,3.648750000,1.527493918
3.701250000,2.273788324,3.701250000,0.520458085,3.701250000,1.498074412
3.753750000,2.279604648,3.753750000,0.530293317,3.753750000,1.495580137
3.806250000,2.298480873,3.806250000,0.547540097,3.806250000,1.488057763
3.858750000,2.233591841,3.858750000,0.550459377,3.858750000,1.492995339
3.911250000,2.194745504,3.911250000,0.567855796,3.911250000,1.471982452
3.963750000,2.064118259,3.963750000,0.587795482,3.963750000,1.462567476
4.016250000,2.005720732,4.016250000,0.607118630,4.016250000,1.416822439
4.068750000,1.898322288,4.068750000,0.633860155,4.068750000,1.421510051
4.121250000,1.785363730,4.121250000,0.650935374,4.121250000,1.395008926
4.173750000,1.717575219,4.173750000,0.682856942,4.173750000,1.356925692
4.226250000,1.612481636,4.226250000,0.695905537,4.226250000,1.321336012
4.278750000,1.513815155,4.278750000,0.729942223,4.278750000,1.301254185
4.331250000,1.430784503,4.331250000,0.753591413,4.331250000,1.272880852
4.383750000,1.330004830,4.383750000,0.786612470,4.383750000,1.230936859
4.436250000,1.251628843,4.436250000,0.818672850,4.436250000,1.186686475
4.488750000,1.155720541,4.488750000,0.837636289,4.488750000,1.156777743
4.541250000,1.088289327,4.541250000,0.878821934,4.541250000,1.118953548
4.593750000,1.005956180,4.593750000,0.908541031,4.593750000,1.080653710
4.646250000,0.961149661,4.646250000,0.932667458,4.646250000,1.056185376
4.698750000,0.886967959,4.698750000,0.975508605,4.698750000,1.007992141
4.751250000,0.837279345,4.751250000,0.991523180,4.751250000,0.973159574
4.803750000,0.790981482,4.803750000,1.030729801,4.803750000,0.952408630
4.856250000,0.740664471,4.856250000,1.063348232,4.856250000,0.906354274
4.908750000,0.720707101,4.908750000,1.088567782,4.908750000,0.869113976
4.961250000,0.703749954,4.961250000,1.124169542,4.961250000,0.861364847
5.013750000,0.655722951,5.013750000,1.150047311,5.013750000,0.844214832
5.066250000,0.629132116,5.066250000,1.164903885,5.066250000,0.822970579
5.118750000,0.619189393,5.118750000,1.195524687,5.118750000,0.803635273
5.171250000,0.605187393,5.171250000,1.214902025,5.171250000,0.789690888
5.223750000,0.592693738,5.223750000,1.243607042,5.223750000,0.776288283
5.276250000,0.599130475,5.276250000,1.256720546,5.276250000,0.774594213
5.328750000,0.593806530,5.328750000,1.281829328,5.328750000,0.775722782
5.381250000,0.587609802,5.381250000,1.287048490,5.381250000,0.774775087
5.433750000,0.589476581,5.433750000,1.297456481,5.433750000,0.771013543
5.486250000,0.603815065,5.486250000,1.301491494,5.486250000,0.772163181
5.538750000,0.597543603,5.538750000,1.303571758,5.538750000,0.784761491
5.591250000,0.620401585,5.591250000,1.305555726,5.591250000,0.790449878
5.643750000,0.632487060,5.643750000,1.288170863,5.643750000,0.793660078
5.696250000,0.645377669,5.696250000,1.281324296,5.696250000,0.810445656
5.748750000,0.658580314,5.748750000,1.274751291,5.748750000,0.823789383
5.801250000,0.694976589,5.801250000,1.258583402,5.801250000,0.843244591
5.853750000,0.713571189,5.853750000,1.242479907,5.853750000,0.855500599
5.906250000,0.732809879,5.906250000,1.211603916,5.906250000,0.874211921
5.958750000,0.766373508,5.958750000,1.198019415,5.958750000,0.880810220
6.011250000,0.789557584,6.011250000,1.160411962,6.011250000,0.915709949
6.063750000,0.815339544,6.063750000,1.142988221,6.063750000,0.910241619
6.116250000,0.847134857,6.116250000,1.109716716,6.116250000,0.947247882
6.168750000,0.879098740,6.168750000,1.079140570,6.168750000,0.968523517
6.221250000,0.917503986,6.221250000,1.051802657,6.221250000,0.983307799
6.273750000,0.961575378,6.273750000,1.028609537,6.273750000,1.000304934
6.326250000,0.993318650,6.326250000,0.995722435,6.326250000,1.014342675
6.378750000,1.016725111,6.378750000,0.975914597,6.378750000,1.027948254
6.431250000,1.062124043,6.431250000,0.949012320,6.431250000,1.040911820
6.483750000,1.087905348,6.483750000,0.931807749,6.483750000,1.061398106
6.536250000,1.122291555,6.536250000,0.905753594,6.536250000,1.078040597
6.588750000,1.146738301,6.588750000,0.895478704,6.588750000,1.084696913
6.641250000,1.178122936,6.641250000,0.869908184,6.641250000,1.089016636
6.693750000,1.200719675,6.693750000,0.856124799,6.693750000,1.096366112
6.746250000,1.229698491,6.746250000,0.847604847,6.746250000,1.121931304
6.798750000,1.236875704,6.798750000,0.842869019,6.798750000,1.127540534
6.851250000,1.256197441,6.851250000,0.823200749,6.851250000,1.121416447
6.903750000,1.272472166,6.903750000,0.821050887,6.903750000,1.126129766
6.956250000,1.282501632,6.956250000,0.811716553,6.956250000,1.135883637
7.008750000,1.282792732,7.008750000,0.813859829,7.008750000,1.132183634
7.061250000,1.283921359,7.061250000,0.807622715,7.061250000,1.125690768
7.113750000,1.301503979,7.113750000,0.820768360,7.113750000,1.133945635
7.166250000,1.291577788,7.166250000,0.814360053,7.166250000,1.136446388
7.218750000,1.292991941,7.218750000,0.829236889,7.218750000,1.133415034
7.271250000,1.263081769,7.271250000,0.828819086,7.271250000,1.122924012
7.323750000,1.259781925,7.323750000,0.840144215,7.323750000,1.113162312
7.376250000,1.236921250,7.376250000,0.844506447,7.376250000,1.123750908
7.428750000,1.223480678,7.428750000,0.854254775,7.428750000,1.111180519
7.481250000,1.201421597,7.481250000,0.870976580,7.481250000,1.106914935
7.533750000,1.187644106,7.533750000,0.886395641,7.533750000,1.091588279
7.586250000,1.164646941,7.586250000,0.892631043,7.586250000,1.082084125
7.638750000,1.141620031,7.638750000,0.914774568,7.638750000,1.073672705
7.691250000,1.121991934,7.691250000,0.924135919,7.691250000,1.066627158
7.743750000,1.091599626,7.743750000,0.943883370,7.743750000,1.052835151
7.796250000,1.080167372,7.796250000,0.955367260,7.796250000,1.045712587
7.848750000,1.050961258,7.848750000,0.972188089,7.848750000,1.033671801
7.901250000,1.025355030,7.901250000,0.988257136,7.901250000,1.017379265
7.953750000,1.013126412,7.953750000,0.999137754,7.953750000,1.017693172
8.006250000,0.978178587,8.006250000,1.018847103,8.006250000,1.004535574
8.058750000,0.960944615,8.058750000,1.031328395,8.058750000,0.996881382
8.111250000,0.951095194,8.111250000,1.038540522,8.111250000,0.979283436
8.163750000,0.943915862,8.163750000,1.053586938,8.163750000,0.966568884
8.216250000,0.917396142,8.216250000,1.059079510,8.216250000,0.962696977
8.268750000,0.901967157,8.268750000,1.074698138,8.268750000,0.963946852
8.321250000,0.891525485,8.321250000,1.084534351,8.321250000,0.951783441
8.373750000,0.876185472,8.373750000,1.089845313,8.373750000,0.940247053
8.426250000,0.858532219,8.426250000,1.103244205,8.426250000,0.942611599
8.478750000,0.858100389,8.478750000,1.100917280,8.478750000,0.934437711
8.531250000,0.841754746,8.531250000,1.109700410,8.531250000,0.932484335
8.583750000,0.848998610,8.583750000,1.111223124,8.583750000,0.928810189
8.636250000,0.825230970,8.636250000,1.093765977,8.636250000,0.919908244
8.688750000,0.820737796,8.688750000,1.076150393,8.688750000,0.898473340
8.741250000,0.802771754,8.741250000,1.051420392,8.741250000,0.880604355
8.793750000,0.792388670,8.793750000,1.027825062,8.793750000,0.866815529
8.846250000,0.787740941,8.846250000,1.005969846,8.846250000,0.854175694
8.898750000,0.776035682,8.898750000,0.988196851,8.898750000,0.841587983
8.951250000,0.769318811,8.951250000,0.957106837,8.951250000,0.830415685
9.003750000,0.756054162,9.003750000,0.937777387,9.003750000,0.825735892
9.056250000,0.756582732,9.056250000,0.908923651,9.056250000,0.806515114
9.108750000,0.748769022,9.108750000,0.884510208,9.108750000,0.805572964
9.161250000,0.747841823,9.161250000,0.859911435,9.161250000,0.789212336
9.213750000,0.744283753,9.213750000,0.836140569,9.213750000,0.776088204
9.266250000,0.739269554,9.266250000,0.822038100,9.266250000,0.769520716
9.318750000,0.732159080,9.318750000,0.786714205,9.318750000,0.753990777
9.371250000,0.731467633,9.371250000,0.767012468,9.371250000,0.749417015
9.423750000,0.726698397,9.423750000,0.745924812,9.423750000,0.737852079
9.476250000,0.720047467,9.476250000,0.723831301,9.476250000,0.724984478
9.528750000,0.718410675,9.528750000,0.711308396,9.528750000,0.718997193
9.581250000,0.707629728,9.581250000,0.682865660,9.581250000,0.700305870
9.633750000,0.699995557,9.633750000,0.663398417,9.633750000,0.691230729
9.686250000,0.691860512,9.686250000,0.641654889,9.686250000,0.683318149
9.738750000,0.687621750,9.738750000,0.625034155,9.738750000,0.667056968
9.791250000,0.677379026,9.791250000,0.607376817,9.791250000,0.657006412
9.843750000,0.668606629,9.843750000,0.589440245,9.843750000,0.643188503
9.896250000,0.662686994,9.896250000,0.573472019,9.896250000,0.632983805
9.948750000,0.652523509,9.948750000,0.555881456,9.948750000,0.621155679
10.001250000,0.644426397,10.001250000,0.537599091,10.001250000,0.614225565
10.053750000,0.631154252,10.053750000,0.523797484,10.053750000,0.597184829
10.106250000,0.617392431,10.106250000,0.508664436,10.106250000,0.580529290
10.158750000,0.603751636,10.158750000,0.496486705,10.158750000,0.569758354
10.211250000,0.590294167,10.211250000,0.484070149,10.211250000,0.558386029
10.263750000,0.576574223,10.263750000,0.470635165,10.263750000,0.543576211
10.316250000,0.559074132,10.316250000,0.460397654,10.316250000,0.526198456
10.368750000,0.548547903,10.368750000,0.449177297,10.368750000,0.514914562
10.421250000,0.528532563,10.421250000,0.442416083,10.421250000,0.500827326
10.473750000,0.514302780,10.473750000,0.427897818,10.473750000,0.491814094
