Li-Li,,Li-Ca,,Li-Cl,,Ca-Ca,,Ca-Cl,,Cl-Cl,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
2.877606264703039,0.2965310836537771,4.211917115142922,2.0281816134342154,2.0288582385356584,2.2755503199300797,4.327188940092166,1.4682395060181257,2.2551910455136266,0.43894387973099214,2.60521736328188,0.015362164849783255
2.9210305823209053,0.35693758372892237,4.294818085140666,2.0934141220635896,2.040701234249622,2.438188760081579,4.354033063710483,1.5467434893747747,2.2578228223389516,0.5220427046935283,2.692065998517612,0.022959834535256185
2.9644548999387714,0.4219355746928617,4.373771389900423,2.1076250662956673,2.052544229963585,2.5315884945430582,4.37771905513841,1.6141153495414038,2.269227188582027,0.7261354685295025,2.7789146337533435,0.04947409144147574
3.0078792175566376,0.4892781567489495,4.436934033708228,2.0350072193447133,2.0670190025028736,2.6359745960009127,4.401968998743193,1.6854638045076262,2.2657181528149275,0.6380882525106788,2.8578679385131,0.09775857540920008
3.0473558699365153,0.5507651166967724,4.484306016564082,1.9788342364601386,2.0828096634548245,2.719477231170281,4.436056774766453,1.7672413315780275,2.2630863759896025,0.5841665611393267,2.926294135971556,0.16897172367885016
3.0907801875543814,0.614688503410143,4.550977696138987,1.881369683654464,2.0986003244067764,2.8024914098621183,4.472463020850118,1.8457962588470185,2.2736134832909025,0.8186100553619191,2.970771164319552,0.2402203960559559
3.122361509458284,0.6869332171078648,4.579049982275789,1.8120602631946783,2.1143909853587273,2.8874594144640793,4.507992007992009,1.913956505335248,2.285017849533979,0.9644788070762003,2.9999838870806617,0.3113521511783004
3.2352647352647352,0.8840044719425872,4.6072475911185595,1.7446114434231985,2.130181646310678,2.9714505061109793,4.537599497276918,1.9791215279198244,2.2788770369415534,0.8889399806302398,3.0315652089845644,0.37640957670663866
3.2842157842157844,0.9553441992434779,4.638264960845607,1.671610971069681,2.14597230726263,3.052022402415161,4.594840643227741,2.050961837715696,2.2894041442428543,1.0559764809535528,3.0649010487720165,0.451093970293301
3.3149198471779124,1.0290555836231503,4.6729166890457225,1.592999488250495,2.1630788566272443,3.1369884551430864,4.660874316299537,2.1083241329390763,2.2990539926023796,1.203476023424984,3.0956051117341445,0.532132201835938
3.34737842802359,1.098368257206329,4.7093229351293875,1.5218913508039869,2.1801854059918577,3.2219545078710117,4.698357198357199,2.1849710027867046,2.2946676978935043,1.125329493266812,3.129692887757405,0.6017215768003279
3.3789597499274926,1.1649957214124447,4.745729181213052,1.4548211202384014,2.1959760669438095,3.3000841217875387,4.7361670587477045,2.255122396643191,2.3069493230783555,1.3395808505860742,3.1556346878927526,0.6703461218394038
3.407157358770262,1.230581512271372,4.783451315709381,1.3867068973133803,2.2117667278957605,3.3782137357040662,4.788276239889144,2.334101783319754,2.2894041442428543,1.2816433735728765,3.1792078888853093,0.7442913779071523
3.4412451347935225,1.2994730922678608,4.815909896555058,1.315995380671005,2.2246624343398542,3.449313870467026,4.855386548934937,2.4035665810856206,2.3165991714378817,1.5020597250351226,3.202630702630703,0.8148440228467351
3.4745809745809746,1.3674819139949328,4.847491218458961,1.2485415417948618,2.3249331313847446,3.445941324913772,4.9825890954923215,2.3437862096700166,2.310458358845456,1.4281490868475997,3.258950726692662,0.9865451984914486
3.512303109077304,1.4367867800819676,4.888283759251502,1.189377799918491,2.3545406206696535,3.373361620834606,4.9918629757339446,2.2569202399339168,2.321972382456254,1.6543484141063285,3.288522328111771,1.0776739563464428
3.5437747736134835,1.5028852457602602,4.946182849408657,1.1179772717413776,2.366383616383617,3.2934814198919624,5.009345493216462,2.181741789850167,2.322959298765751,1.5746674873035573,3.3079017756437112,1.1515987899815006
3.5802906770648715,1.5662083092154067,5.0211884889304255,1.0300770643687027,2.372305114240598,3.2480461840484165,5.025136154168413,2.100024021494674,2.3338153781702173,1.7545254821935519,3.3355354323096256,1.2278267906183693
3.6092402221434483,1.63039739478194,5.100141793690182,0.9663273944445443,2.419677097096452,3.069200845806771,5.043997221416578,2.0154523693141657,2.3385306449822583,1.8709746531629374,3.36675787555553,1.318944218731799
3.651348651348652,1.7011611240547797,5.179095098449938,0.8963610057154456,2.422308873921777,2.9973938398616413,5.0586913086913095,1.935852872256337,2.3486191228126714,2.0570290429694706,3.390802745641456,1.3938200142693944
3.718458960394445,1.7628291203194513,5.26594373368567,0.8330880810246022,2.4354677580484037,2.9314326966545954,5.08435113273823,1.8661574280418733,2.3407237923366955,1.9658947755064027,3.4184364023073703,1.4599997673684815
3.805307595630177,1.8087928260582675,5.352792368921402,0.7999218374033958,2.4512584190003546,2.854233150716264,5.102510392832974,1.7970906580560069,2.355950501111792,2.1624410319932466,3.4460700589732856,1.5294068221941144
3.8921562308659086,1.821452681056333,5.57386162224872,0.6858279684349302,2.463101414714318,2.7614088531190486,5.130144049498889,1.71733357156819,2.3675679159550125,2.4889918447117694,3.478090010348075,1.5963999781336993
3.9592665399117015,1.8066994411545627,5.6607102574844514,0.6595889257678014,2.470996745190294,2.6744518888743136,5.154422190712514,1.646300410483093,2.3644097837646223,2.405958928029186,3.5131803680190785,1.659725156119051
4.081644162289324,1.730318706374371,5.747558892720184,0.662390840946605,2.47889207566627,2.6001947930453855,5.183042763687926,1.5831249575019264,2.36309389535196,2.3317154953185097,3.5487093551609687,1.7261269592881705
4.132963810383166,1.6652778717753396,5.818616867003964,0.6697455023145844,2.4883664722374403,2.5198784946462283,5.207292707292708,1.5134490494552697,2.3565144532886473,2.276529672727687,3.592133672778835,1.7930787761622327
4.184283458477007,1.601632627112111,5.929151493667623,0.7052832728896368,2.498066449679353,2.4393943908477977,5.241380483315968,1.4312912787333616,2.3486191228126714,2.2252534538311486,3.6324875841004873,1.8586349055067908
4.239550771808837,1.5379117473299857,6.016000128903356,0.7232717440062224,2.5104733975701716,2.3384748351054823,5.270455351100513,1.3504900139933431,2.372305114240598,2.623212657990759,3.702668299442494,1.9272403500642268
4.28692275466469,1.4814875582569664,6.102848764139088,0.743924523182069,2.517052839633485,2.248937981353548,5.300908768650705,1.2740595528984215,2.3823935920710113,2.8588942259144416,3.7895169346782254,1.9505574372993326
4.346137733234508,1.3943567796293186,6.189697399374819,0.7669751796112498,2.525136154168412,2.159678014875591,5.325722664432343,1.203033738063045,2.380200444716574,2.7791162543744385,3.8763655699139576,1.9128618699773847
4.405352711804325,1.3253965819658227,6.2765460346105515,0.7870950971752437,2.5420547194740744,2.0579144130322407,5.368583029873353,1.0944909570273422,2.3762527794785866,2.714059707189417,3.9513712094357265,1.8565337131069413
4.460620025136155,1.2633504101066597,6.363394669846284,0.8074814455451644,2.5499500499500503,1.9635329103290342,5.428361960620026,1.014895527535585,2.3953331614621938,3.3924974523064555,4.0049466662369895,1.7898846040119611
4.519835003705972,1.201036709512426,6.450243305082016,0.8313313943921221,2.5644248224893387,1.8810599863074051,5.475169991299024,0.9530712419284528,2.3920434404305375,3.2528316912163953,4.05401050562341,1.7240097615212253
4.5908929779897525,1.1381402281278676,6.537091940317747,0.8549149124331548,2.5802154834412896,1.8043488968466042,5.526489639392866,0.8824480475862106,2.395991105668525,3.150319754809567,4.105330153717251,1.656177747050589
4.673793947987497,1.0758855961216502,6.6126615320163715,0.8737194063163995,2.5960061443932414,1.7227532426104935,5.574848538558217,0.827634300983517,2.380200444716574,3.0399520133759936,4.16059746704908,1.5870140665188313
4.754501770630803,1.019430567438861,6.710789210789212,0.9010162252915146,2.6117968053451923,1.6426229578069762,5.652814927008476,0.7738994527542715,2.411781766620477,3.682323127647901,4.21586478038091,1.5191064169292972
4.847491218458961,0.9653255950955222,6.789742515548968,0.9242562135021952,2.627587466297144,1.5634695859585213,5.7337420643872266,0.7295852025680771,2.4078341013824884,3.5873730440379825,4.267184428474752,1.4540655823302657
4.934339853694693,0.9180385187602376,6.8765911507847,0.9570633123007619,2.6446940156617575,1.4787319024928172,5.82651219747994,0.6937125636037074,2.4078341013824884,3.5228967890038905,4.310608746092618,1.3941164063417748
5.0211884889304255,0.8728828888723621,7.050288421256163,0.9892341001635634,2.679236086494151,1.3887697841852713,5.913360832715672,0.6714699830254682,2.4052023245571634,3.4756181057269613,4.357980728948472,1.3242108184889005
5.104653411105025,0.8395313566373019,7.137137056491896,1.0216098348001532,2.723647320421514,1.3108927915658644,6.000209467951405,0.662282511937601,2.4174839497420146,3.8018888152266674,4.413248042280301,1.2609086156875149
5.194885759401889,0.8028203703469856,7.223985691727628,1.0502555381537793,2.745754245754246,1.2528313705513758,6.087058103187136,0.672544489682334,2.424611678643937,4.035604667074223,4.472463020850118,1.1959781839636499
5.281734394637621,0.788037852334674,7.31083432696336,1.0781019490896275,2.775530920692211,1.1888133597731265,6.173906738422868,0.68653649871003,2.4236247623344402,3.9513473886056523,4.535625664657924,1.1295765271850842
5.361815603751088,0.7847218971865093,7.3976829621990925,1.0998204514891778,2.8144436208952337,1.107584640428355,6.260755373658601,0.6999956461258741,2.4183612086837893,3.8976249835733863,4.602735973703716,1.0668731430723533
5.455431665109085,0.7976381447811729,7.484531597434825,1.1180753534116903,2.845460990622281,1.040916657408543,6.347604008894332,0.734769258015799,2.432507009119912,4.13340636545559,4.681689278463472,1.001273259218153
5.534384969868841,0.8134476738488061,7.571380232670557,1.1318009316334612,2.8894492604170026,0.9724395903948517,6.434452644130064,0.7684771466820193,2.4411699411699415,4.505882284442035,4.7685379136992045,0.9366681804976791
5.637024266056525,0.8354683914116112,7.646385872192325,1.1231305851730307,2.928925912796881,0.9055601880475281,6.5213012793657965,0.8000535889008313,2.439415423286391,4.413794559043572,4.855386548934937,0.8851182112675788
5.723872901292257,0.8433324919030092,7.8161354774258,1.129040005809414,2.9723502304147464,0.8376003258275277,6.608149914601529,0.8263014150011232,2.442047200111716,4.3415967879164175,4.942235184170669,0.8481838748197053
5.810721536527989,0.848532284335147,7.902984112661533,1.1150567802148803,3.019722213270601,0.7676807820752956,6.69499854983726,0.855479979966602,2.4354677580484037,4.286899421803126,4.994870720677173,0.8232960169540577
5.897570171763721,0.8521334919317294,7.989832747897265,1.1013399854262715,3.084463923173601,0.6937301304700325,6.7818471850729924,0.8907864534683787,2.4354677580484037,4.222423166769033,5.069167804899815,0.8183710258645771
5.984418806999453,0.8605304540349801,8.076681383132996,1.0881560522495164,3.1612742096613067,0.6242832887834675,6.868695820308725,0.9297563505516369,2.4490652716459174,4.632869257355879,5.155409107022011,0.7828966161236188
6.071267442235185,0.8747888938686019,8.163530018368728,1.0779028579379473,3.2368438013599308,0.5859193440237336,6.955544455544456,0.9680601706200811,2.4585897972994752,4.749712526796939,5.242257742257743,0.7646504976342685
6.158116077470917,0.8991717043274123,8.25037865360446,1.059656739448597,3.323692436595663,0.5492894999254903,7.042393090780188,1.0158888920003788,2.4650752473333117,4.805010136002201,5.329106377493475,0.7501344104278829
6.244964712706649,0.9254195304277051,8.337227288840193,1.043275636600729,3.457913054687249,0.4947385243649043,7.129241726015921,1.0626518901569737,2.470996745190294,4.870356829262686,5.415955012729207,0.7353518924155713
6.331813347942381,0.9575288342583681,8.43723480820255,1.0136422849848419,3.5447616899229812,0.4807552987703714,7.216090361251653,1.1056848570306048,2.47889207566627,4.936579816371673,5.502803647964939,0.7189707895677042
6.421293760003438,0.991232819176517,8.510924559311656,1.0003890602798053,3.6316103251587126,0.47956075186028535,7.302938996487385,1.1351298528020086,2.490171119203378,5.022643073263113,5.589652283200671,0.7103161800916897
6.505510618413845,1.0249446115908096,8.589877864071413,0.9899699566751679,3.718458960394445,0.4847605442924232,7.389787631723116,1.1576476476193367,2.498066449679353,5.104273373263364,5.676500918436403,0.7101873564053083
6.594181252990187,1.0562513348466656,8.692517160259095,0.968148004951705,3.805307595630177,0.49262464478382206,7.441107279816959,1.1640990792771158,2.512227915453722,5.194500516562799,5.7633495536721355,0.7169857336730017
6.684673886907139,1.074931805366707,8.779365795494828,0.9530990561334667,3.888208565627921,0.5137628550324429,7.56348490219458,1.1858980964806554,2.52175244110728,5.2976670046329914,5.850198188907867,0.7341749123718104
6.742370532693114,1.1038830821078918,8.86621443073056,0.9369843840915255,4.0263768489574945,0.5637001859339277,7.6503335374303125,1.1871014268239035,2.5399014475260815,5.432796625672592,5.937046824143599,0.7590905844424727
6.884486481260676,1.115768238301034,8.949115400728305,0.9156801669561343,4.113225484193227,0.5918130276757019,7.737182172666045,1.2002941434338217,2.530211723760111,5.34622098663727,6.0238954593793315,0.7880027186020246
6.971335116496408,1.1313588321642865,9.703119461183977,0.9274836372208677,4.200074119428959,0.6241887623122926,7.824030807901777,1.2124211368200362,2.640182398246915,5.438585478479413,6.110744094615063,0.8195791608208376
7.05818375173214,1.1392229326556853,9.78996809641971,0.9505342936500467,4.28692275466469,0.6725503453044421,7.910879443137509,1.223748837788472,2.659356772259998,5.359008410545552,6.197592729850795,0.8514220338455756
7.1450323869678725,1.1470870331470824,9.872869066417454,0.9900207054001058,4.369823724662435,0.7351984751163343,7.99772807837324,1.2430694629346881,2.6710117839150103,5.282024337558848,6.284441365086527,0.8824656144525358
7.231881022203603,1.1509546715495915,9.939979375463247,1.0329053298469937,4.452724694660179,0.7953954415137083,8.084576713608971,1.2581271951860895,2.6762753375656603,5.1958039617784815,6.37129000032226,0.9143084874772738
7.302938996487385,1.1578145328494216,5.434565434565435,0.7558448967596068,4.539573329895911,0.846421332565118,8.171425348844704,1.2473411392626668,2.688907866327222,5.123835584647419,6.458138635557991,0.9474835145316423
7.429264284102994,1.1461325667434359,5.494505494505495,0.7186731686113639,4.626421965131644,0.8939836231394906,8.258273984080436,1.2258978511022054,2.6960136637555996,5.0509473380799985,6.544987270793723,0.9865200193163828
7.500322258386775,1.1462174732640058,5.864135864135865,0.6810420728838524,4.700863652476556,0.9439621943509655,8.345122619316168,1.1921987458691463,2.699961328993587,4.984902166695699,6.805533176500919,1.1084252881772718
7.705600850762143,1.1110866684254779,6.953046953046955,0.9760894235554307,4.792223905127131,1.0011093017991222,8.4319712545519,1.1566346249946076,2.7113656952366636,4.90445275048728,6.8923818117366515,1.1471953621560864
7.7924494859978735,1.0936398423539053,7.732267732267734,1.1232648686295157,4.879072540362864,1.036415775300898,8.518819889787633,1.1130775799422876,2.723647320421514,4.797885893364182,6.979230446972384,1.1721110342267487
7.879298121233606,1.0700651077460357,9.030969030969032,0.8988415786932471,4.965921175598596,1.070922956384897,8.605668525023363,1.0663233652188548,2.7354903161354773,4.721669116003021,7.066079082208115,1.1914316593729648
7.966146756469338,1.0446253574966837,9.110889110889111,0.8913064685623393,5.04882214559634,1.1201696166587114,8.692517160259095,1.0291606595087588,2.7368062045481407,4.658167822049954,7.1529277174438475,1.201160775505845
8.05299539170507,1.0167877299939976,9.21078921078921,0.8689085944957382,5.131723115594084,1.1871072824460116,8.79515645644678,0.9906423772806008,2.751280977087429,4.576207777329731,7.23977635267958,1.2010319518194628
8.10431503979891,1.000459327745105,9.31068931068931,0.8539272840879759,5.218571750829816,1.235468865438162,8.882005091682512,0.9683997967023599,2.754100737971706,4.4842516628473,7.326624987915312,1.199038112491599
8.313541297412266,0.9689765754800241,9.38061938061938,0.8538235559249152,5.305420386065548,1.2644698098663572,8.968853726918244,0.9357664146930063,2.7631239728013925,4.4086252158463966,7.413473623151044,1.190916364627438
8.400389932647997,0.9555262114973422,9.490509490509492,0.8684936818434954,5.3922690213012805,1.2908952565039327,9.024121040250073,0.918011192523732,2.7631239728013925,4.344735108585342,7.500322258386775,1.175334554197347
8.487238567883729,0.9527330797517006,9.600399600399601,0.8905803714209144,5.475169991299024,1.3094490879350715,9.150446327865684,0.8750172631308244,2.76707163803938,4.276149963517881,7.587170893622507,1.1544241276487375
8.574087203119461,0.950206378811985,2.9270729270729277,0.010491362778137336,5.589652283200671,1.3015261384414858,9.237294963101416,0.8671619460725877,2.7683875264520426,4.203856452969257,7.674019528858239,1.1407073328601296
8.666401836377021,0.9569119369620553,2.8571428571428577,0.0031785272823583455,5.676500918436403,1.2864771896232483,9.324143598337146,0.8579744749847222,2.777598745340681,4.129597405266291,7.760868164093972,1.1264576764596699
8.747784473590926,0.9371600527547734,2.757242757242757,0.0107432740312845,5.7633495536721355,1.2613038701798214,9.410992233572879,0.8583785129101926,2.7789146337533435,4.060430016173865,7.847716799329704,1.103415803463652
8.806999452160742,0.9320100331105552,2.6573426573426575,0.003474893462532158,5.850198188907867,1.2401270128252868,9.497840868808611,0.8665090442075165,2.7762828569280185,3.993808456386709,7.934565434565436,1.081439653691338
9.024121040250073,0.9354180051775645,2.557442557442558,0.0036230765526186204,5.937046824143599,1.2133551085463044,9.584689504044343,0.8799681916233615,2.7868099642293194,3.8965900023657505,8.021414069801168,1.0549341802182823
9.110969675485805,0.9315591502082192,2.417582417582418,-0.003586030780097893,6.0238954593793315,1.1852510502376923,9.671538139280075,0.8950259238747611,2.7868099642293194,3.8083747625236515,8.108262705036898,1.0238993830444842
9.197818310721537,0.9338282037751702,2.2877122877122877,0.004023170895852246,6.110744094615063,1.1432925900209288,9.758386774515808,0.9103500869320875,2.7937183783957984,3.7262305584881243,8.19511134027263,0.9880688313640178
9.28466694595727,0.9376958421776793,2.187812187812188,0.0041713539859395965,6.197592729850795,1.0970712369093478,9.84523540975154,0.9256742499894131,2.80147272082756,3.6196134301521274,8.281959975508363,0.9494141131407368
9.371515581193,0.9439613578335209,2.067932067932068,0.004349173694043529,6.284441365086527,1.050317022185916,9.93208404498727,0.9354033661222942,2.7999688483559453,3.5370665161625725,8.471447906931779,0.9054650341882686
9.458364216428732,0.9491611502656596,1.9180819180819182,0.004571448329173222,6.37129000032226,1.0024970842387795,9.070929070929072,0.8913657417983742,2.811482871966743,3.4510810972193005,8.551529116045245,0.9024535713897324
9.545212851664465,0.9564923891452066,1.7582417582417584,0.004808541273312095,6.446859592020883,0.9694236940538623,7.492507492507495,1.1829530173164287,2.807864178831921,3.3646296683499117,8.645145177403242,0.8834932761325351
9.60837549547227,0.9636456171126611,1.6483516483516485,0.004971542672406848,6.544987270793723,0.9260402263711809,5.334665334665336,1.1490709537681107,2.8201458040167724,3.267978477720692,8.731993812638974,0.8846966064757842
9.670329670329672,0.9720588435050725,1.4885114885114887,0.00520863561654572,6.631835906029456,0.8896768130788626,4.975024975024977,2.417836798553733,2.815759509307897,3.176366830665248,8.818842447874706,0.887232090848662
9.780219780219783,0.9867289694236536,1.3486513486513492,0.005416091942667123,6.7252639833285,0.8564564049531551,4.955044955044956,2.469782380783617,2.8252997002997002,3.092045091556635,8.905691083110439,0.8913661600570961
9.89010989010989,0.9939825316833959,1.2387612387612388,0.005579093341762764,6.805533176500919,0.8430602054749743,4.905094905094906,2.4401902176933072,2.834181947085173,2.9806638395298224,8.99253971834617,0.8917701979825665
7.572427572427574,1.1383350888913304,1.1288711288711288,0.0057420947408584055,6.8923818117366515,0.8328070111634052,4.305694305694306,1.417593531314174,2.831550170259848,2.8922571208447834,9.079388353581903,0.8956378363850748
7.642357642357644,1.1308147970694327,1.038961038961039,0.005875459521935689,6.979230446972384,0.8246852632992434,2.697302697302698,0.01083218388533691,2.844709054386474,2.8184806739972417,9.166236988817634,0.9003047672053608
8.871128871128871,0.9361614899315756,0.9390609390609392,0.006023642612023039,7.066079082208115,0.8202935467180446,2.6073926073926073,0.0035489850075753893,2.839445500735824,2.744243096908673,9.253085624053366,0.9031066823841645
8.941058941058941,0.9434743254273528,0.7692307692307694,0.0062755538651702025,7.14898005220586,0.8154813964694743,2.5274725274725283,0.0036675314796443814,2.849972608037125,2.67467127951597,9.339934259289098,0.9080400440103773
8.161838161838164,0.996546099141896,0.6493506493506496,0.006453373573274135,7.287148335535433,0.8460758508607302,2.407592407592408,0.0038453511877483137,2.849972608037125,2.6101950244818775,9.42678289452483,0.9185684525610363
8.221778221778223,0.9742074983113298,0.4995004995004997,0.006675648208403828,7.373996970771166,0.8550056745758328,2.277722277722278,0.004037989204861425,2.8539202732751123,2.5493274917594064,9.513631529760563,0.9274982762761379
6.803196803196805,1.1023932803908076,0.3896103896103895,0.00683864960749947,7.460845606006898,0.8673990987679723,2.1778221778221782,0.0041861722949478875,2.8618156037510882,2.479466504228257,9.600480164996295,0.9382931156327219
3.196803196803198,0.8407463982247672,0.2697302697302699,-0.00040009434323451387,7.54769424124263,0.875529630065297,2.0079920079920086,0.004438083548095051,2.8697109342270632,2.414978537949948,9.687328800232027,0.9530844170781965
3.1668331668331673,0.7814583438810878,0.1298701298701299,0.007223925641724804,7.634542876478361,0.8911202239285494,1.8981018981018984,0.004601084947190692,2.880238041528364,2.33729834303023,9.774177435467758,0.9737371962540431
3.1568431568431574,0.7369737802370677,,,7.721391511714093,0.9061779561799499,1.7882117882117885,0.004764086346286334,2.89339692565499,2.243202106717398,9.86102607070349,0.987729205281739
2.4275724275724277,0.011232278228570536,,,7.808240146949825,0.9204363960135717,1.6583416583416588,0.004956724363398557,2.9052399213689535,2.157606964987642,9.945003676675233,1.0061659863757946
2.5174825174825175,0.03334860442400611,,,7.8950887821855575,0.9354941282649722,1.5184815184815188,0.005164180689519959,2.9131352518449294,2.0960497375745195,3.2167832167832175,0.8703830162421013
2.5874125874125875,0.06291113089629707,,,7.98193741742129,0.9508182913222987,1.3786213786213788,0.005371637015641362,2.927171394913331,2.001007850822436,3.2367632367632373,0.929685888894789
