Cl-Cl,,K-Cl,,K-K,,K-Li,,K-Na,,Li-Cl,,Li-Li,,Li-Na,,Na-Cl,,Na-Na,
5.69625,0.7224612872799748,5.69625,1.004503400204337,5.69625,0.8728591521588861,5.69625,0.8643758564884629,5.69625,1.0340942087513265,5.69625,1.3317863077469265,5.69625,0.6675728359284361,5.69625,0.6175854979724421,5.69625,1.2510371482152656,5.69625,0.7092289508917644
5.748749999999999,0.7380270444120008,5.748749999999999,1.0500070813226157,5.748749999999999,0.8983103597266286,5.748749999999999,0.8473861039125538,5.748749999999999,1.014546479571585,5.748749999999999,1.319886287189978,5.748749999999999,0.6969314009859783,5.748749999999999,0.6232442095777286,5.748749999999999,1.226307792367456,5.748749999999999,0.7652024588380241
5.80125,0.773185382515117,5.80125,1.0995712071717407,5.80125,0.8844342571647402,5.80125,0.8118699010128426,5.80125,1.0659102407207361,5.80125,1.323959393192649,5.80125,0.7085942716449732,5.80125,0.6177152834570961,5.80125,1.3099675201613221,5.80125,0.864127714064352
5.85375,0.7933589487147882,5.85375,1.1381363466826198,5.85375,0.8670212169382955,5.85375,0.7910043574974398,5.85375,0.9849568383753432,5.85375,1.2953554971954144,5.85375,0.7496234376949669,5.85375,0.6260255767199606,5.85375,1.2756425719664204,5.85375,0.8782171810002375
5.90625,0.8144577705065298,5.90625,1.1375013132973866,5.90625,0.887640014458374,5.90625,0.7744804814521019,5.90625,1.0191540264009538,5.90625,1.2920110615448235,5.90625,0.7734581069138157,5.90625,0.6094462548217625,5.90625,1.2670271536871909,5.90625,0.8191777592497602
5.95875,0.8295900106267325,5.95875,1.1795607651668027,5.95875,0.8958315545577344,5.95875,0.7272532750185857,5.95875,0.9588889240175866,5.95875,1.2773265432685792,5.95875,0.7834658966453326,5.95875,0.6262608508623106,5.95875,1.3057334080070397,5.95875,0.6196298536178861
6.0112499999999995,0.8618182006682134,6.0112499999999995,1.2181061909246562,6.0112499999999995,0.9373995393507443,6.0112499999999995,0.7320868021692879,6.0112499999999995,0.9879581437346786,6.0112499999999995,1.2514526917904716,6.0112499999999995,0.8208992823816751,6.0112499999999995,0.6501199199775409,6.0112499999999995,1.3141292286603679,6.0112499999999995,0.6858354909339907
6.06375,0.8831262923478901,6.06375,1.2420054043417883,6.06375,0.9209359359584571,6.06375,0.718215498727127,6.06375,0.9830026565968232,6.06375,1.2256075657065293,6.06375,0.8675592259832663,6.06375,0.6687934986214235,6.06375,1.293510220567219,6.06375,0.6740110365539309
6.11625,0.9168464090781688,6.11625,1.2573235702617267,6.11625,0.8882770908460059,6.11625,0.7005146130443347,6.11625,0.9180545052957942,6.11625,1.1854650568145078,6.11625,0.8904192204189385,6.11625,0.6988544371900294,6.11625,1.3107082052479964,6.11625,0.7030503610957733
6.168749999999999,0.926895389067628,6.168749999999999,1.2809113271958084,6.168749999999999,0.9592895561256545,6.168749999999999,0.6839133319219522,6.168749999999999,0.873967505851164,6.168749999999999,1.1727059063166798,6.168749999999999,0.9131022935276085,6.168749999999999,0.7012174056334226,6.168749999999999,1.2675722528607078,6.168749999999999,0.7310076875720974
6.2212499999999995,0.9333821086279956,6.2212499999999995,1.291787501587615,6.2212499999999995,0.9497650076439512,6.2212499999999995,0.6917075473035702,6.2212499999999995,0.8516299541678035,6.2212499999999995,1.1435717827204188,6.2212499999999995,0.9346115137607974,6.2212499999999995,0.7417032196852208,6.2212499999999995,1.2484469690869626,6.2212499999999995,0.6925867853318253
6.27375,0.953853820163439,6.27375,1.2961146897529598,6.27375,0.9539629773111012,6.27375,0.6817356092062958,6.27375,0.8913432904503489,6.27375,1.109595014508617,6.27375,0.9622722022311142,6.27375,0.7421916735981099,6.27375,1.2571471502149878,6.27375,0.6681940559916117
6.32625,0.9755674299379962,6.32625,1.2964734982676516,6.32625,0.9645491583299828,6.32625,0.67773752509277,6.32625,0.8205125297908202,6.32625,1.0835563177584895,6.32625,1.0080180377297534,6.32625,0.796598008792487,6.32625,1.2464315265624724,6.32625,0.707699762734682
6.37875,0.9960526684554798,6.37875,1.2882064703402933,6.37875,0.9626531382971286,6.37875,0.6848807758293064,6.37875,0.7767439343402758,6.37875,1.0522558727813867,6.37875,1.032642198252955,6.37875,0.8311174733656033,6.37875,1.2467158981977642,6.37875,0.5780102696408024
6.4312499999999995,1.0184463971755444,6.4312499999999995,1.2943514502126918,6.4312499999999995,0.9566638607555351,6.4312499999999995,0.7026234922980057,6.4312499999999995,0.8219745604945301,6.4312499999999995,1.023831789715119,6.4312499999999995,1.0624564484113332,6.4312499999999995,0.8264585816693415,6.4312499999999995,1.2090080183148697,6.4312499999999995,0.739806929356561
6.48375,1.021809491309678,6.48375,1.2899567466484532,6.48375,0.919842450800479,6.48375,0.7151507089742455,6.48375,0.7916977485117211,6.48375,1.009911620155522,6.48375,1.0834440336440758,6.48375,0.8566893724309818,6.48375,1.176363345947735,6.48375,0.8000607528974084
6.53625,1.0441111868097153,6.53625,1.2820226111273467,6.53625,0.9633360444829203,6.53625,0.723601998009319,6.53625,0.8229199193047156,6.53625,0.9709948916367156,6.53625,1.0742308116924788,6.53625,0.8613527189237866,6.53625,1.12904185159968,6.53625,0.7280675707111721
6.588749999999999,1.051057288942957,6.588749999999999,1.2787231181157732,6.588749999999999,0.893060225692056,6.588749999999999,0.7589442175520237,6.588749999999999,0.7734854061135854,6.588749999999999,0.9484851156020796,6.588749999999999,1.1128743542082855,6.588749999999999,0.8966935631035298,6.588749999999999,1.1380898862983082,6.588749999999999,0.809715894460199
6.641249999999999,1.0644415168472663,6.641249999999999,1.2732230566077558,6.641249999999999,0.9066854737301802,6.641249999999999,0.7643523982526915,6.641249999999999,0.7870358822495919,6.641249999999999,0.9310113885624001,6.641249999999999,1.1659000125189787,6.641249999999999,0.9636333633155952,6.641249999999999,1.1148587331479156,6.641249999999999,0.8313660838617312
6.69375,1.078016649617259,6.69375,1.25599074046923,6.69375,0.928199733103455,6.69375,0.7922259997178817,6.69375,0.7934601740535556,6.69375,0.9246062288294176,6.69375,1.1577624553269295,6.69375,0.9633680054809228,6.69375,1.1225237522898923,6.69375,0.9030358677639356
6.74625,1.0932575947230885,6.74625,1.2465923386578484,6.74625,0.8811210091340316,6.74625,0.8145162419754868,6.74625,0.7692326270217736,6.74625,0.8992543942373403,6.74625,1.182772309262588,6.74625,1.0039970935661215,6.74625,1.0880396266386658,6.74625,0.8279143971945058
6.79875,1.105617194602191,6.79875,1.2153159268136182,6.79875,0.9083978373578732,6.79875,0.8267498689350908,6.79875,0.7920925968852951,6.79875,0.8935007013055606,6.79875,1.1847125943177927,6.79875,1.0432611911643912,6.79875,1.039285465373938,6.79875,0.837061465677469
6.85125,1.118142355259499,6.85125,1.2079747837197572,6.85125,0.8815206824825805,6.85125,0.8571914522072779,6.85125,0.7694876899230826,6.85125,0.8723049001871773,6.85125,1.2004171654358893,6.85125,1.044053570237874,6.85125,1.0290058230511714,6.85125,0.8943191969973532
6.90375,1.132870870223781,6.90375,1.173366741142854,6.90375,0.8711927761523871,6.90375,0.8808316414610987,6.90375,0.7655936517702795,6.90375,0.8667117450192862,6.90375,1.185927093916845,6.90375,1.0381147186235296,6.90375,1.0098779006983332,6.90375,1.0293326413422588
6.95625,1.1335487672765576,6.95625,1.1569546223007003,6.95625,0.8502915418042798,6.95625,0.9049290670448062,6.95625,0.8020079122492847,6.95625,0.8558112029843368,6.95625,1.1923367573180719,6.95625,1.1025169382729358,6.95625,0.9627550656721388,6.95625,1.0504366186977678
7.00875,1.1610544584563849,7.00875,1.1200573959801008,7.00875,0.819745904345393,7.00875,0.9483156179301542,7.00875,0.8292133002936272,7.00875,0.8478311556752277,7.00875,1.2098579741988074,7.00875,1.089967189247466,7.00875,0.9621139985000525,7.00875,1.1325717699346636
7.061249999999999,1.1505531520247823,7.061249999999999,1.1263903874448606,7.061249999999999,0.8378840264654631,7.061249999999999,0.9638273006882768,7.061249999999999,0.8243510131345921,7.061249999999999,0.8593181936111145,7.061249999999999,1.23390789596822,7.061249999999999,1.110896339842841,7.061249999999999,0.9454187486848212,7.061249999999999,1.136080387849354
7.11375,1.1553659473010092,7.11375,1.1006442697194627,7.11375,0.8442105278267564,7.11375,0.9995079838740327,7.11375,0.8517185216639775,7.11375,0.8421724196325503,7.11375,1.203790998600044,7.11375,1.12695559086009,7.11375,0.9344770900969829,7.11375,1.0544099786655794
7.16625,1.1596385984729733,7.16625,1.0781311905273994,7.16625,0.8608555278006893,7.16625,1.013692085681582,7.16625,0.8652273037385131,7.16625,0.8409152707585291,7.16625,1.2272918911453465,7.16625,1.1587276989276845,7.16625,0.9108044468591292,7.16625,1.103032698158593
7.21875,1.171133494861909,7.21875,1.0531162345335408,7.21875,0.8279264315879526,7.21875,1.033089736897243,7.21875,0.8403782330123039,7.21875,0.8321866880212613,7.21875,1.2345536680529197,7.21875,1.169044078527354,7.21875,0.9037156597757979,7.21875,1.1307229943614845
7.27125,1.166531165655127,7.27125,1.0350861306073988,7.27125,0.8174839452571516,7.27125,1.0592092926491947,7.27125,0.8805503922711676,7.27125,0.847619393104773,7.27125,1.2207490122830822,7.27125,1.1502443938730702,7.27125,0.9052391248343066,7.27125,1.1670675840329574
7.3237499999999995,1.1798882761636074,7.3237499999999995,1.0225226478038767,7.3237499999999995,0.8558969936576984,7.3237499999999995,1.0851901673328312,7.3237499999999995,0.9098289686711957,7.3237499999999995,0.844886030790999,7.3237499999999995,1.201461794602574,7.3237499999999995,1.1786838888877347,7.3237499999999995,0.877464672838647,7.3237499999999995,1.1645396822210818
7.37625,1.1737224568187443,7.37625,0.9876893569171482,7.37625,0.8251880442502837,7.37625,1.088232740916717,7.37625,0.9304791003415662,7.37625,0.8469791763704358,7.37625,1.1972754979050366,7.37625,1.2334461475993834,7.37625,0.8564114255837619,7.37625,1.227035304836393
7.42875,1.1637866586687324,7.42875,0.9692333268240192,7.42875,0.8626534259407876,7.42875,1.12764020190005,7.42875,0.9535861098319341,7.42875,0.8452946500654056,7.42875,1.1925881200838164,7.42875,1.189211615364472,7.42875,0.8618304982323151,7.42875,1.2097534051594998
7.481249999999999,1.1631061033322239,7.481249999999999,0.9489922078444952,7.481249999999999,0.8956173654663094,7.481249999999999,1.1500374052457374,7.481249999999999,0.9565594601018291,7.481249999999999,0.8590503353081713,7.481249999999999,1.1625261115375396,7.481249999999999,1.1872251172930774,7.481249999999999,0.8429159840495369,7.481249999999999,1.084394595322811
7.5337499999999995,1.1544752042683246,7.5337499999999995,0.9308855037730928,7.5337499999999995,0.8698769674879872,7.5337499999999995,1.1503882261197105,7.5337499999999995,0.9784838986659967,7.5337499999999995,0.8726747128530511,7.5337499999999995,1.1651080738205988,7.5337499999999995,1.1968549318882515,7.5337499999999995,0.8348394613809598,7.5337499999999995,1.2609227761241182
7.58625,1.1457793452178235,7.58625,0.9241190585311448,7.58625,0.9145949306123107,7.58625,1.1611295822820649,7.58625,0.9757051077239303,7.58625,0.8729364488051337,7.58625,1.1819577566401767,7.58625,1.2197422535160112,7.58625,0.8526186350077805,7.58625,1.2215605028380225
7.63875,1.1306240360077582,7.63875,0.9069147721194758,7.63875,0.9075842379367285,7.63875,1.1773728872821942,7.63875,1.0337961620103895,7.63875,0.8782893371748729,7.63875,1.144152316728063,7.63875,1.193469226931859,7.63875,0.8497674473566732,7.63875,1.265501804865888
7.69125,1.1200359674278884,7.69125,0.8789011836503582,7.69125,0.9068725405232548,7.69125,1.19817868058115,7.69125,1.0768694350768229,7.69125,0.8879358580944836,7.69125,1.1349168154732652,7.69125,1.2235191536787937,7.69125,0.8456477384835104,7.69125,1.2140847891203066
7.7437499999999995,1.1086579390298,7.7437499999999995,0.8779615560259872,7.7437499999999995,0.9362751817724236,7.7437499999999995,1.1967988760888528,7.7437499999999995,1.0738374637690444,7.7437499999999995,0.9024275714344918,7.7437499999999995,1.1242643889977924,7.7437499999999995,1.202913606527279,7.7437499999999995,0.8351573920451835,7.7437499999999995,1.1470723559341363
7.79625,1.1075676557184602,7.79625,0.8753099786991658,7.79625,0.967911462553045,7.79625,1.1886709347437752,7.79625,1.078095592267257,7.79625,0.9138672973550204,7.79625,1.1054587536326654,7.79625,1.1838979990748522,7.79625,0.8595434019422732,7.79625,1.3438648275974479
7.84875,1.0677093297962084,7.84875,0.8474192067504921,7.84875,0.9760923590369655,7.84875,1.1799068869171692,7.84875,1.0705296552214874,7.84875,0.9209576719032948,7.84875,1.1052922514673515,7.84875,1.1879306459594914,7.84875,0.8494513604239253,7.84875,1.3300519958812418
7.901249999999999,1.0703510800901364,7.901249999999999,0.8490719789731417,7.901249999999999,1.0083347239236542,7.901249999999999,1.1958605760040857,7.901249999999999,1.0942891830470698,7.901249999999999,0.9357180256986996,7.901249999999999,1.093740503227895,7.901249999999999,1.1744315808441061,7.901249999999999,0.8653553907696169,7.901249999999999,1.336740036712428
7.953749999999999,1.0501408170830495,7.953749999999999,0.8423200631205321,7.953749999999999,1.0177064529899764,7.953749999999999,1.1760712136698481,7.953749999999999,1.1263000272978299,7.953749999999999,0.9474366473617859,7.953749999999999,1.0702082633535748,7.953749999999999,1.145194519827602,7.953749999999999,0.8661096412594406,7.953749999999999,1.2072235922785433
8.00625,1.0352092366738248,8.00625,0.8314377995608138,8.00625,1.072818414651272,8.00625,1.2034014138715152,8.00625,1.1258184848616837,8.00625,0.9619653871432816,8.00625,1.0645530869279847,8.00625,1.1435568450740932,8.00625,0.8815276343336247,8.00625,1.3808115604927487
8.05875,1.024215543570173,8.05875,0.8357409502621426,8.05875,1.0558087422865472,8.05875,1.1782821791151235,8.05875,1.1298126077864823,8.05875,0.962631340526593,8.05875,1.0311380752140622,8.05875,1.1407903106982125,8.05875,0.9093072311136162,8.05875,1.2460609796703639
8.111249999999998,1.0039832014263932,8.111249999999998,0.8304572706279704,8.111249999999998,1.0752601367293964,8.111249999999998,1.1717488891767784,8.111249999999998,1.197733443786598,8.111249999999998,0.9868360357357485,8.111249999999998,1.0143174219689093,8.111249999999998,1.1385295207803479,8.111249999999998,0.9015604544386512,8.111249999999998,1.2338266948712757
8.16375,0.9922229377459443,8.16375,0.841404785965355,8.16375,1.09212644526709,8.16375,1.1659175306424294,8.16375,1.1420276874954147,8.16375,0.9906487570973797,8.16375,1.001974628383622,8.16375,1.1105873008156941,8.16375,0.8919696231282469,8.16375,1.1724755893743446
8.216249999999999,0.9795599870391175,8.216249999999999,0.8370212399065102,8.216249999999999,1.0729514053564164,8.216249999999999,1.154581368615155,8.216249999999999,1.142829567596401,8.216249999999999,1.0010008723433927,8.216249999999999,1.002590634936878,8.216249999999999,1.089464418627058,8.216249999999999,0.901973657678974,8.216249999999999,1.2399536346219027
8.26875,0.9653401332809088,8.26875,0.8364997774525881,8.26875,1.1316292157941716,8.26875,1.1488695379866904,8.26875,1.1456841441132937,8.26875,1.0083539544376843,8.26875,1.001096470436813,8.26875,1.12184346184209,8.26875,0.9189128573554708,8.26875,1.205764903166794
8.32125,0.9565198487992685,8.32125,0.8430509282300616,8.32125,1.1307031235777594,8.32125,1.1596855877052976,8.32125,1.1583525098478906,8.32125,1.0210255250831646,8.32125,0.9823797661270492,8.32125,1.070455376282072,8.32125,0.9422526029814663,8.32125,1.2307718108711398
8.373750000000001,0.9510574376388384,8.373750000000001,0.8521287205666408,8.373750000000001,1.1369945719118044,8.373750000000001,1.1051694905924516,8.373750000000001,1.1410584711847565,8.373750000000001,1.028803288650351,8.373750000000001,0.9854948552982647,8.373750000000001,1.0506080484952252,8.373750000000001,0.9259330929647961,8.373750000000001,1.251452271781185
8.42625,0.9481862724094637,8.42625,0.8630293758161117,8.42625,1.1719698002753152,8.42625,1.1243318200796333,8.42625,1.1595473199966575,8.42625,1.0422242279798009,8.42625,0.9543261106343939,8.42625,1.0198715518671064,8.42625,0.9838179680516375,8.42625,1.1789194395920466
8.47875,0.9420912356121647,8.47875,0.8748539121815165,8.47875,1.1652230449170162,8.47875,1.1036348521679233,8.47875,1.1644508626473562,8.47875,1.0400925353226216,8.47875,0.9418549588656432,8.47875,1.0494933367090002,8.47875,0.951868766039463,8.47875,1.2487903261002262
8.53125,0.9284753881546324,8.53125,0.8849952377345386,8.53125,1.1545870073678923,8.53125,1.0707364942292206,8.53125,1.1454175651843361,8.53125,1.0531703506873378,8.53125,0.9299202474564999,8.53125,1.0016310800037327,8.53125,1.0019594545382016,8.53125,1.0944856358653228
8.583749999999998,0.9174734237508467,8.583749999999998,0.890470748410763,8.583749999999998,1.1703417534374074,8.583749999999998,1.0629787203963044,8.583749999999998,1.1123629328981781,8.583749999999998,1.05314835240033,8.583749999999998,0.9197011201485993,8.583749999999998,1.0145066782913559,8.583749999999998,1.0029608590408268,8.583749999999998,1.1154602709864707
8.63625,0.9228513989820045,8.63625,0.9071051891825871,8.63625,1.170297182535901,8.63625,1.0620026801405187,8.63625,1.144197957656147,8.63625,1.0667672724773105,8.63625,0.9211065244079025,8.63625,0.9835031103566504,8.63625,1.0167983826111557,8.63625,1.0307374489900414
8.688749999999999,0.9242343414875087,8.688749999999999,0.909711447262298,8.688749999999999,1.1707564750011326,8.688749999999999,1.0438322720427304,8.688749999999999,1.1356414606286023,8.688749999999999,1.0688538538650398,8.688749999999999,0.9222650038349187,8.688749999999999,1.008154367162054,8.688749999999999,1.0283682780526773,8.688749999999999,1.1724068316561467
8.74125,0.9163620038523252,8.74125,0.9312403210078021,8.74125,1.1715562375319688,8.74125,1.034788581889506,8.74125,1.0874919475815923,8.74125,1.0707374138330472,8.74125,0.9116525195070038,8.74125,0.9547676482824444,8.74125,1.015317167773356,8.74125,1.1186507875286302
8.79375,0.9266025090570069,8.79375,0.9453056909546991,8.79375,1.1741199178565223,8.79375,1.0134595271772404,8.79375,1.056998257617635,8.79375,1.0711843293268253,8.79375,0.916254538088615,8.79375,0.9567079059575877,8.79375,1.043684009741472,8.79375,1.1151443283845575
8.846250000000001,0.9292072882356968,8.846250000000001,0.9523256158824682,8.846250000000001,1.178242851894754,8.846250000000001,1.0225511050802032,8.846250000000001,1.0943022112319731,8.846250000000001,1.0777296987971963,8.846250000000001,0.9109712688796406,8.846250000000001,0.9580892590306697,8.846250000000001,1.072504792910673,8.846250000000001,1.2118191081598666
8.89875,0.9251202005795915,8.89875,0.96625450210235,8.89875,1.151622909325317,8.89875,0.9881371856166575,8.89875,1.065538606144681,8.89875,1.076594992694879,8.89875,0.9028969809019965,8.89875,0.9269960260323725,8.89875,1.0607151803555486,8.89875,1.1113380725491453
8.951249999999998,0.9245650662351538,8.951249999999998,0.9860017119291222,8.951249999999998,1.1583839401272131,8.951249999999998,0.9840816544654382,8.951249999999998,1.0558475626518378,8.951249999999998,1.0798748255211192,8.951249999999998,0.9108270148456391,8.951249999999998,0.9198544050765445,8.951249999999998,1.0715712897616336,8.951249999999998,1.0825593666938462
9.00375,0.9340082591341664,9.00375,0.9959670787681115,9.00375,1.1707983449491575,9.00375,0.9593216217785983,9.00375,1.0195278084713424,9.00375,1.079760231082987,9.00375,0.9123968857359621,9.00375,0.9328233436891475,9.00375,1.0698560745279984,9.00375,1.0169409468677584
9.056249999999999,0.9325280001833701,9.056249999999999,1.0119278806359888,9.056249999999999,1.1284298161889823,9.056249999999999,0.9576137434276332,9.056249999999999,1.0654986161605287,9.056249999999999,1.0734089287286643,9.056249999999999,0.9053409581257108,9.056249999999999,0.9226773219705501,9.056249999999999,1.072333877689007,9.056249999999999,0.9373499965997197
9.10875,0.929994236663285,9.10875,1.0287441625809974,9.10875,1.12148105657216,9.10875,0.9443919861781946,9.10875,1.0250023736240004,9.10875,1.0685682813592121,9.10875,0.9077461910880231,9.10875,0.9454942715754373,9.10875,1.0612500937261826,9.10875,1.0241102914885574
9.161249999999999,0.93185008923152,9.161249999999999,1.0198533479630092,9.161249999999999,1.0931871532681126,9.161249999999999,0.9138934395853487,9.161249999999999,0.9715455366115715,9.161249999999999,1.0476458823265002,9.161249999999999,0.8904818199415944,9.161249999999999,0.9164022561152811,9.161249999999999,1.0571566246460977,9.161249999999999,0.8979079702208911
9.213750000000001,0.9178274046896042,9.213750000000001,1.0114852901419464,9.213750000000001,1.0635017658073809,9.213750000000001,0.9037789782615177,9.213750000000001,0.9657365600311326,9.213750000000001,1.0211889715191138,9.213750000000001,0.8870450116919245,9.213750000000001,0.8874991413695259,9.213750000000001,1.038523890233321,9.213750000000001,0.9532398185080094
9.26625,0.908704401562862,9.26625,1.0065931411600773,9.26625,1.0252365927921063,9.26625,0.8752416627095233,9.26625,0.9628698651774353,9.26625,0.99764933095794,9.26625,0.8632313486634944,9.26625,0.8843770316235232,9.26625,1.018717211298382,9.26625,0.8982906344407512
9.31875,0.8985487799799883,9.31875,0.9989766501214001,9.31875,0.9850789562876499,9.31875,0.8546506140926124,9.31875,0.8946610810728414,9.31875,0.9769169287893875,9.31875,0.868690061937059,9.31875,0.8660052005838185,9.31875,1.0148210207367094,9.31875,0.9114945739447263
9.37125,0.8865356858765445,9.37125,0.9797849518935873,9.37125,0.9750839693999733,9.37125,0.8285796486176626,9.37125,0.8765178513989129,9.37125,0.9504453864902601,9.37125,0.8492635670972483,9.37125,0.8636771748733907,9.37125,0.9778860379823776,9.37125,0.881153282343811
9.423749999999998,0.870369239667714,9.423749999999998,0.9735287940329176,9.423749999999998,0.9161185849191552,9.423749999999998,0.8160107991047417,9.423749999999998,0.8398309322569766,9.423749999999998,0.9319804720975312,9.423749999999998,0.8488818114301065,9.423749999999998,0.843279654531179,9.423749999999998,0.9651223560861399,9.423749999999998,0.7346784321381326
9.47625,0.8609625498795858,9.47625,0.9606653091422127,9.47625,0.9040176743587416,9.47625,0.8034983168263413,9.47625,0.8129675110708474,9.47625,0.9084919752209968,9.47625,0.8259477940846165,9.47625,0.8298832152465009,9.47625,0.9478871689794047,9.47625,0.7997797988263727
9.528749999999999,0.8608201580679907,9.528749999999999,0.946304506133374,9.528749999999999,0.873052009726457,9.528749999999999,0.7853504652354384,9.528749999999999,0.8062076915214434,9.528749999999999,0.8855751687481735,9.528749999999999,0.8193584848578245,9.528749999999999,0.7988664350995726,9.528749999999999,0.9282901535909208,9.528749999999999,0.8411243374130868
9.58125,0.8458857359370455,9.58125,0.9281013934180725,9.58125,0.8615755155462326,9.58125,0.7633389918758468,9.58125,0.8164783879934664,9.58125,0.8679175983688333,9.58125,0.8129236001269526,9.58125,0.824332527897492,9.58125,0.8934543650489181,9.58125,0.7547990627648619
9.63375,0.8387795801672141,9.63375,0.9078895895904067,9.63375,0.8453920147385788,9.63375,0.7660556889335156,9.63375,0.7749061280011815,9.63375,0.8416652205836141,9.63375,0.8106152096111079,9.63375,0.7725273719804056,9.63375,0.8625501229816087,9.63375,0.7493196049068029
9.686250000000001,0.824875280848478,9.686250000000001,0.9036844797128853,9.686250000000001,0.8104563400758791,9.686250000000001,0.7380656768062038,9.686250000000001,0.7425994725505045,9.686250000000001,0.8256884580747438,9.686250000000001,0.7974493334650548,9.686250000000001,0.7827643690492647,9.686250000000001,0.8771839398323649,9.686250000000001,0.6819214172066558
9.73875,0.8181321827063962,9.73875,0.8759316725515672,9.73875,0.7953035570545419,9.73875,0.7276672735081781,9.73875,0.7411179256364734,9.73875,0.8020992235858049,9.73875,0.7945074378329086,9.73875,0.74823569320153,9.73875,0.8528400824124773,9.73875,0.7812433872122635
9.791249999999998,0.8006879915492978,9.791249999999998,0.873168838938799,9.791249999999998,0.7717427132633194,9.791249999999998,0.7166501807045333,9.791249999999998,0.7252137408216733,9.791249999999998,0.7858800565375316,9.791249999999998,0.7892272284363304,9.791249999999998,0.7751619254012821,9.791249999999998,0.8325813272828586,9.791249999999998,0.7095796972606667
9.84375,0.7993246543569217,9.84375,0.8460145677401513,9.84375,0.7478358852269913,9.84375,0.712542604991932,9.84375,0.704513523116996,9.84375,0.7643508154990543,9.84375,0.7704300418529101,9.84375,0.7273189251619893,9.84375,0.7827409378999143,9.84375,0.6837625826999251
9.896249999999998,0.7890161228228926,9.896249999999998,0.8206874156671227,9.896249999999998,0.7184966858181876,9.896249999999998,0.6963243851796703,9.896249999999998,0.6849663366430532,9.896249999999998,0.7491244708497644,9.896249999999998,0.7699817357066874,9.896249999999998,0.7367182098032033,9.896249999999998,0.7834478001885756,9.896249999999998,0.7333346840632321
9.94875,0.7718757757985879,9.94875,0.8082473633623625,9.94875,0.701062670611147,9.94875,0.6897683092418531,9.94875,0.6637972948755502,9.94875,0.7290074047106495,9.94875,0.7536414378532169,9.94875,0.7300205880031957,9.94875,0.7613852186246219,9.94875,0.7511652828041571
10.001249999999999,0.7546728489317135,10.001249999999999,0.798941374442239,10.001249999999999,0.6879500025594223,10.001249999999999,0.6711399280568521,10.001249999999999,0.6413072341093894,10.001249999999999,0.7088489777061721,10.001249999999999,0.7446487513567862,10.001249999999999,0.7141815097307322,10.001249999999999,0.7385242036048822,10.001249999999999,0.6902069107102303
10.05375,0.7406076689309492,10.05375,0.7725160017991088,10.05375,0.6917678508751219,10.05375,0.6595281253648393,10.05375,0.6402410193166947,10.05375,0.6974966782832763,10.05375,0.7316067542000211,10.05375,0.6837937708969364,10.05375,0.732499243041038,10.05375,0.6154661571509897
10.10625,0.7382089432500833,10.10625,0.7533990617442832,10.10625,0.651228108213696,10.10625,0.6564045281162114,10.10625,0.6328817832377767,10.10625,0.6815744482070084,10.10625,0.7282853298114168,10.10625,0.6980524475185396,10.10625,0.7062013257042651,10.10625,0.6660356094779999
10.158750000000001,0.7191784736943743,10.158750000000001,0.7353522205842776,10.158750000000001,0.6416098039947173,10.158750000000001,0.6462246343340489,10.158750000000001,0.6308995725248002,10.158750000000001,0.6664784058416323,10.158750000000001,0.718695979965843,10.158750000000001,0.6661826626504506,10.158750000000001,0.6679727695854341,10.158750000000001,0.664070211284867
10.21125,0.7047455251598177,10.21125,0.7150132465434207,10.21125,0.628214716090491,10.21125,0.6405880860099823,10.21125,0.6019503720279507,10.21125,0.649802160219455,10.21125,0.6997572588297389,10.21125,0.6717275296616396,10.21125,0.6601337374991622,10.21125,0.5966265185017601
10.263749999999998,0.6943685128623184,10.263749999999998,0.694192132297826,10.263749999999998,0.6007263018956699,10.263749999999998,0.6258746746066078,10.263749999999998,0.6082207430889103,10.263749999999998,0.6334175712385975,10.263749999999998,0.6890618418789486,10.263749999999998,0.6484831747364315,10.263749999999998,0.6571319471148176,10.263749999999998,0.6193453042351263
10.31625,0.6768668624767277,10.31625,0.6704725745702013,10.31625,0.5946276103633605,10.31625,0.6234416887602785,10.31625,0.5825727816152535,10.31625,0.6184381620843814,10.31625,0.6716128298768288,10.31625,0.6573039265434228,10.31625,0.6340912903017419,10.31625,0.6011766279043995
10.368749999999999,0.662804773470355,10.368749999999999,0.6519392298527915,10.368749999999999,0.5940944678200344,10.368749999999999,0.6206340607680179,10.368749999999999,0.5929814801347969,10.368749999999999,0.6082440112254608,10.368749999999999,0.6753305324908092,10.368749999999999,0.6438513083221373,10.368749999999999,0.6213267564254967,10.368749999999999,0.6445001884514617
10.42125,0.6454364951549336,10.42125,0.6339904863706909,10.42125,0.5631798316715081,10.42125,0.6022348535797876,10.42125,0.5663489321946188,10.42125,0.5911172812857084,10.42125,0.6636749450203655,10.42125,0.635292829621135,10.42125,0.6058543595970758,10.42125,0.5798090903304114
10.473749999999999,0.6389103691426681,10.473749999999999,0.6162180183093983,10.473749999999999,0.5666566895701612,10.473749999999999,0.5998420395472056,10.473749999999999,0.5633843374305944,10.473749999999999,0.5793900002438255,10.473749999999999,0.6414243674441553,10.473749999999999,0.6084310429707638,10.473749999999999,0.5935631125397988,10.473749999999999,0.5555689259632438
