Cl-Cl,,Li-Cl,,Li-Li,,Li-Mg,,Mg-Cl,,Mg-Mg,
R (A),RDF,R (A),RDF,R (A),RDF,R (A),RDF,R (A),RDF,R (A),RDF
8.688749999999999,0.8640704553944234,8.688749999999999,1.1039699873477309,8.688749999999999,0.9521365578452371,8.688749999999999,0.9101755094910142,8.688749999999999,1.1265023099215696,8.688749999999999,0.8588315761255737
8.74125,0.8687745619789702,8.74125,1.0961486961377538,8.74125,0.9371844011871894,8.74125,0.911256239071419,8.74125,1.1264733094598944,8.74125,0.8538022563423319
8.79375,0.8673696985905218,8.79375,1.100393271201255,8.79375,0.9473839544834806,8.79375,0.9079584758400058,8.79375,1.1217101312074684,8.79375,0.8583526819321443
8.846250000000001,0.8789174734411933,8.846250000000001,1.0906235967910067,8.846250000000001,0.9471884193760898,8.846250000000001,0.9093722691301498,8.846250000000001,1.1170596404719744,8.846250000000001,0.8775608527046946
8.89875,0.8906161700569908,8.89875,1.0898206320452486,8.89875,0.9447909547255327,8.89875,0.9252995849635723,8.89875,1.1067783641183766,8.89875,0.8759710801647272
8.951249999999998,0.8991276781405515,8.951249999999998,1.0886411826496993,8.951249999999998,0.9529621276437296,8.951249999999998,0.9178061357796216,8.951249999999998,1.1093241151656308,8.951249999999998,0.86447286085039
9.00375,0.9178702552698108,9.00375,1.0795782634219837,9.00375,0.9383565616933657,9.00375,0.9242951274329804,9.00375,1.087870535868627,9.00375,0.876713797148145
9.056249999999999,0.9237117907117839,9.056249999999999,1.0693752860363182,9.056249999999999,0.9516012975203638,9.056249999999999,0.9349229207972692,9.056249999999999,1.087589916511368,9.056249999999999,0.8974548554469806
9.10875,0.9410223375790165,9.10875,1.0634296688822644,9.10875,0.9549062208972591,9.10875,0.9397716040704736,9.10875,1.0789784449468,9.10875,0.9026018141156351
9.161249999999999,0.9523654204445164,9.161249999999999,1.053379679736901,9.161249999999999,0.9562265479381248,9.161249999999999,0.9468099267367801,9.161249999999999,1.0614899573403356,9.161249999999999,0.904382123416028
9.213750000000001,0.9691314878447124,9.213750000000001,1.0439968185100217,9.213750000000001,0.9601361688302932,9.213750000000001,0.9587218821108786,9.213750000000001,1.0562626977483558,9.213750000000001,0.90934858056664
9.26625,0.9853539276718883,9.26625,1.0370533964707713,9.26625,0.9556045896874455,9.26625,0.9640495199260541,9.26625,1.0484473607225986,9.26625,0.9415586889859932
9.31875,0.9966433385760192,9.31875,1.0326935333126783,9.31875,0.9789434842397562,9.31875,0.9651292060859686,9.31875,1.0288955239494255,9.31875,0.9529468546086723
9.37125,1.0067576885970704,9.37125,1.0226627897841676,9.37125,0.9724174900048206,9.37125,0.9685456160444944,9.37125,1.0218338347586498,9.37125,0.9641484658505876
9.423749999999998,1.0126290486320266,9.423749999999998,1.0076248443629365,9.423749999999998,0.979773067167232,9.423749999999998,0.9738959861780082,9.423749999999998,1.0012561014465418,9.423749999999998,0.9636108226785243
9.47625,1.014950910772037,9.47625,0.9862045645801313,9.47625,0.9781693723983139,9.47625,0.9813563926040403,9.47625,0.9699958817251966,9.47625,0.9712250117915033
9.528749999999999,1.0101067203690195,9.528749999999999,0.9585359675946818,9.528749999999999,0.9618730485421493,9.528749999999999,0.9585846000366506,9.528749999999999,0.9414807016352567,9.528749999999999,0.9585864902551157
9.58125,1.0020324074062836,9.58125,0.9314464630495534,9.58125,0.9493561268518804,9.58125,0.9576487379278148,9.58125,0.9156599928432689,9.58125,0.9573458691192585
9.63375,0.9944665773656609,9.63375,0.9088258178491335,9.63375,0.9370019948788036,9.63375,0.9444435655303146,9.63375,0.8905118444631053,9.63375,0.9527096658160298
9.686250000000001,0.9916983509683074,9.686250000000001,0.888324165089386,9.686250000000001,0.9119028072782619,9.686250000000001,0.9375755006354306,9.686250000000001,0.8649276246759612,9.686250000000001,0.9422913016071232
9.73875,0.9783058436937497,9.73875,0.8625833903706277,9.73875,0.8993911011182245,9.73875,0.9296602070196562,9.73875,0.8472029899357661,9.73875,0.9539194192640921
9.791249999999998,0.9670355638009225,9.791249999999998,0.8437870176932323,9.791249999999998,0.9051294833050458,9.791249999999998,0.9196422229368458,9.791249999999998,0.8209231991096421,9.791249999999998,0.9392953142687865
9.84375,0.9521123304226518,9.84375,0.8272056659350797,9.84375,0.8991990942115757,9.84375,0.9124253281205632,9.84375,0.7989169364203291,9.84375,0.9206684014661901
9.896249999999998,0.9421733997220975,9.896249999999998,0.8078257209848115,9.896249999999998,0.8846397853021101,9.896249999999998,0.9011140704278957,9.896249999999998,0.7865658410070201,9.896249999999998,0.9096729770139134
9.94875,0.9269715809494574,9.94875,0.7852509627099737,9.94875,0.8673031788608987,9.94875,0.8776094272827745,9.94875,0.7679095450596574,9.94875,0.8927714474956495
10.001249999999999,0.9132367251133863,10.001249999999999,0.7680707339089253,10.001249999999999,0.8573984356067088,10.001249999999999,0.8733923726255279,10.001249999999999,0.743660010688131,10.001249999999999,0.9098555720555395
10.05375,0.8953549741079856,10.05375,0.7503120430333295,10.05375,0.8424779895215507,10.05375,0.8644015896742305,10.05375,0.7204110101013458,10.05375,0.8849265471780945
10.10625,0.8831070088014865,10.10625,0.7373918669430949,10.10625,0.8371143922094203,10.10625,0.8470456709975966,10.10625,0.715072287219175,10.10625,0.8569699132526806
10.158750000000001,0.862306655872185,10.158750000000001,0.7197850684739875,10.158750000000001,0.8221959388382138,10.158750000000001,0.8396404273780753,10.158750000000001,0.7065879970173057,10.158750000000001,0.8697548082808646
10.21125,0.8479431439273056,10.21125,0.7083670042044866,10.21125,0.8072141123621447,10.21125,0.8252563329501905,10.21125,0.6798789072215384,10.21125,0.838794569476773
10.263749999999998,0.8275708290262068,10.263749999999998,0.691308372117251,10.263749999999998,0.7962648559343506,10.263749999999998,0.8067083748032033,10.263749999999998,0.6758132808414409,10.263749999999998,0.8196457771412647
10.31625,0.8095323745794477,10.31625,0.6794295657182704,10.31625,0.791685056569949,10.31625,0.7858188884273967,10.31625,0.6635438775672777,10.31625,0.8184524881889664
10.368749999999999,0.793197587549957,10.368749999999999,0.6700273429895133,10.368749999999999,0.7608943599043151,10.368749999999999,0.7801945194670893,10.368749999999999,0.653103924119983,10.368749999999999,0.8048934237874334
10.42125,0.7720064473091393,10.42125,0.6585209495350454,10.42125,0.7528458937773774,10.42125,0.7554282317505395,10.42125,0.6376687300851516,10.42125,0.7826286608614615
10.473749999999999,0.752715564050873,10.473749999999999,0.6440486828462367,10.473749999999999,0.7420063491921712,10.473749999999999,0.7434057587044715,10.473749999999999,0.6339650851045128,10.473749999999999,0.7678872848041532
