Salt,Method,Temperatures_K,Thermal_Conductivity_W_mK
"KTM, Mix Data","Gheribi-KT24, Mix Data","769.450000,774.809091,780.168182,785.527273,790.886364,796.245455,801.604545,806.963636,812.322727,817.681818,823.040909,828.400000,833.759091,839.118182,844.477273,849.836364,855.195455,860.554545,865.913636,871.272727,876.631818,881.990909,887.350000,892.709091,898.068182,903.427273,908.786364,914.145455,919.504545,924.863636,930.222727,935.581818,940.940909,946.300000,951.659091,957.018182,962.377273,967.736364,973.095455,978.454545,983.813636,989.172727,994.531818,999.890909,1005.250000,1010.609091,1015.968182,1021.327273,1026.686364,1032.045455,1037.404545,1042.763636,1048.122727,1053.481818,1058.840909,1064.200000,1069.559091,1074.918182,1080.277273,1085.636364,1090.995455,1096.354545,1101.713636,1107.072727,1112.431818,1117.790909,1123.150000,1128.509091,1133.868182,1139.227273,1144.586364,1149.945455,1155.304545,1160.663636,1166.022727,1171.381818,1176.740909,1182.100000,1187.459091,1192.818182,1198.177273,1203.536364,1208.895455,1214.254545,1219.613636,1224.972727,1230.331818,1235.690909,1241.050000,1246.409091,1251.768182,1257.127273,1262.486364,1267.845455,1273.204545,1278.563636,1283.922727,1289.281818,1294.640909,1300.000000","0.419531,0.418797,0.418063,0.417328,0.416594,0.415860,0.415126,0.414392,0.413658,0.412924,0.412190,0.411455,0.410721,0.409987,0.409253,0.408519,0.407785,0.407051,0.406316,0.405582,0.404848,0.404114,0.403380,0.402646,0.401912,0.401177,0.400443,0.399709,0.398975,0.398241,0.397507,0.396773,0.396038,0.395304,0.394570,0.393836,0.393102,0.392368,0.391634,0.390899,0.390165,0.389431,0.388697,0.387963,0.387229,0.386495,0.385760,0.385026,0.384292,0.383558,0.382824,0.382090,0.381356,0.380621,0.379887,0.379153,0.378419,0.377685,0.376951,0.376216,0.375482,0.374748,0.374014,0.373280,0.372546,0.371812,0.371077,0.370343,0.369609,0.368875,0.368141,0.367407,0.366673,0.365938,0.365204,0.364470,0.363736,0.363002,0.362268,0.361533,0.360799,0.360065,0.359331,0.358597,0.357863,0.357128,0.356394,0.355660,0.354926,0.354192,0.353458,0.352724,0.351989,0.351255,0.350521,0.349787,0.349053,0.348319,0.347584,0.346850"
