Salt,Temperatures_K,Thermal_Conductivity_W_mK
0.42KF-0.465LiF-0.115NaF,"735.000000,740.707071,746.414141,752.121212,757.828283,763.535354,769.242424,774.949495,780.656566,786.363636,792.070707,797.777778,803.484848,809.191919,814.898990,820.606061,826.313131,832.020202,837.727273,843.434343,849.141414,854.848485,860.555556,866.262626,871.969697,877.676768,883.383838,889.090909,894.797980,900.505051,906.212121,911.919192,917.626263,923.333333,929.040404,934.747475,940.454545,946.161616,951.868687,957.575758,963.282828,968.989899,974.696970,980.404040,986.111111,991.818182,997.525253,1003.232323,1008.939394,1014.646465,1020.353535,1026.060606,1031.767677,1037.474747,1043.181818,1048.888889,1054.595960,1060.303030,1066.010101,1071.717172,1077.424242,1083.131313,1088.838384,1094.545455,1100.252525,1105.959596,1111.666667,1117.373737,1123.080808,1128.787879,1134.494949,1140.202020,1145.909091,1151.616162,1157.323232,1163.030303,1168.737374,1174.444444,1180.151515,1185.858586,1191.565657,1197.272727,1202.979798,1208.686869,1214.393939,1220.101010,1225.808081,1231.515152,1237.222222,1242.929293,1248.636364,1254.343434,1260.050505,1265.757576,1271.464646,1277.171717,1282.878788,1288.585859,1294.292929,1300.000000","0.814747,0.811935,0.809126,0.806319,0.803516,0.800715,0.797917,0.795122,0.792330,0.789541,0.786754,0.783971,0.781190,0.778412,0.775637,0.772865,0.770095,0.767329,0.764565,0.761804,0.759046,0.756291,0.753539,0.750790,0.748043,0.745299,0.742558,0.739820,0.737085,0.734353,0.731623,0.728897,0.726173,0.723452,0.720734,0.718019,0.715306,0.712597,0.709890,0.707186,0.704485,0.701787,0.699092,0.696399,0.693709,0.691023,0.688339,0.685658,0.682979,0.680304,0.677632,0.674962,0.672295,0.669631,0.666970,0.664312,0.661656,0.659004,0.656354,0.653707,0.651063,0.648422,0.645783,0.643148,0.640515,0.637885,0.635258,0.632634,0.630013,0.627394,0.624779,0.622166,0.619556,0.616949,0.614345,0.611744,0.609145,0.606550,0.603957,0.601367,0.598780,0.596195,0.593614,0.591035,0.588460,0.585887,0.583317,0.580750,0.578185,0.575624,0.573065,0.570510,0.567957,0.565407,0.562859,0.560315,0.557773,0.555235,0.552699,0.550166"
0.59KF-0.065MgF2-0.345NaF,"958.000000,961.454545,964.909091,968.363636,971.818182,975.272727,978.727273,982.181818,985.636364,989.090909,992.545455,996.000000,999.454545,1002.909091,1006.363636,1009.818182,1013.272727,1016.727273,1020.181818,1023.636364,1027.090909,1030.545455,1034.000000,1037.454545,1040.909091,1044.363636,1047.818182,1051.272727,1054.727273,1058.181818,1061.636364,1065.090909,1068.545455,1072.000000,1075.454545,1078.909091,1082.363636,1085.818182,1089.272727,1092.727273,1096.181818,1099.636364,1103.090909,1106.545455,1110.000000,1113.454545,1116.909091,1120.363636,1123.818182,1127.272727,1130.727273,1134.181818,1137.636364,1141.090909,1144.545455,1148.000000,1151.454545,1154.909091,1158.363636,1161.818182,1165.272727,1168.727273,1172.181818,1175.636364,1179.090909,1182.545455,1186.000000,1189.454545,1192.909091,1196.363636,1199.818182,1203.272727,1206.727273,1210.181818,1213.636364,1217.090909,1220.545455,1224.000000,1227.454545,1230.909091,1234.363636,1237.818182,1241.272727,1244.727273,1248.181818,1251.636364,1255.090909,1258.545455,1262.000000,1265.454545,1268.909091,1272.363636,1275.818182,1279.272727,1282.727273,1286.181818,1289.636364,1293.090909,1296.545455,1300.000000","0.502389,0.501135,0.499883,0.498633,0.497383,0.496136,0.494889,0.493644,0.492400,0.491158,0.489917,0.488677,0.487439,0.486202,0.484966,0.483732,0.482499,0.481268,0.480038,0.478809,0.477582,0.476356,0.475132,0.473909,0.472687,0.471466,0.470247,0.469030,0.467814,0.466599,0.465386,0.464174,0.462963,0.461754,0.460546,0.459339,0.458134,0.456931,0.455728,0.454528,0.453328,0.452130,0.450933,0.449738,0.448544,0.447352,0.446161,0.444971,0.443783,0.442596,0.441411,0.440227,0.439044,0.437863,0.436683,0.435505,0.434328,0.433152,0.431978,0.430806,0.429634,0.428464,0.427296,0.426129,0.424963,0.423799,0.422636,0.421475,0.420315,0.419157,0.417999,0.416844,0.415690,0.414537,0.413385,0.412236,0.411087,0.409940,0.408794,0.407650,0.406507,0.405366,0.404226,0.403088,0.401951,0.400815,0.399681,0.398548,0.397417,0.396287,0.395159,0.394032,0.392906,0.391782,0.390660,0.389538,0.388419,0.387300,0.386184,0.385068"
0.22KCl-0.45MgCl2-0.33NaCl,"658.150000,664.633333,671.116667,677.600000,684.083333,690.566667,697.050000,703.533333,710.016667,716.500000,722.983333,729.466667,735.950000,742.433333,748.916667,755.400000,761.883333,768.366667,774.850000,781.333333,787.816667,794.300000,800.783333,807.266667,813.750000,820.233333,826.716667,833.200000,839.683333,846.166667,852.650000,859.133333,865.616667,872.100000,878.583333,885.066667,891.550000,898.033333,904.516667,911.000000,917.483333,923.966667,930.450000,936.933333,943.416667,949.900000,956.383333,962.866667,969.350000,975.833333,982.316667,988.800000,995.283333,1001.766667,1008.250000,1014.733333,1021.216667,1027.700000,1034.183333,1040.666667,1047.150000,1053.633333,1060.116667,1066.600000,1073.083333,1079.566667,1086.050000,1092.533333,1099.016667,1105.500000,1111.983333,1118.466667,1124.950000,1131.433333,1137.916667,1144.400000,1150.883333,1157.366667,1163.850000,1170.333333,1176.816667,1183.300000,1189.783333,1196.266667,1202.750000,1209.233333,1215.716667,1222.200000,1228.683333,1235.166667,1241.650000,1248.133333,1254.616667,1261.100000,1267.583333,1274.066667,1280.550000,1287.033333,1293.516667,1300.000000","0.355194,0.353973,0.352751,0.351528,0.350303,0.349078,0.347851,0.346622,0.345393,0.344162,0.342930,0.341697,0.340463,0.339228,0.337991,0.336753,0.335514,0.334274,0.333033,0.331790,0.330547,0.329302,0.328056,0.326809,0.325561,0.324312,0.323062,0.321810,0.320558,0.319304,0.318050,0.316794,0.315538,0.314280,0.313021,0.311762,0.310501,0.309239,0.307977,0.306713,0.305448,0.304183,0.302916,0.301649,0.300381,0.299112,0.297842,0.296571,0.295299,0.294026,0.292753,0.291479,0.290204,0.288928,0.287651,0.286374,0.285096,0.283817,0.282537,0.281257,0.279976,0.278695,0.277413,0.276130,0.274846,0.273562,0.272278,0.270993,0.269707,0.268421,0.267134,0.265847,0.264559,0.263271,0.261983,0.260694,0.259404,0.258115,0.256825,0.255534,0.254244,0.252953,0.251662,0.250371,0.249079,0.247787,0.246495,0.245203,0.243911,0.242619,0.241327,0.240034,0.238742,0.237450,0.236158,0.234865,0.233573,0.232281,0.230989,0.229698"
0.41KCl-0.38MgCl2-0.21NaCl,"660.150000,666.613131,673.076263,679.539394,686.002525,692.465657,698.928788,705.391919,711.855051,718.318182,724.781313,731.244444,737.707576,744.170707,750.633838,757.096970,763.560101,770.023232,776.486364,782.949495,789.412626,795.875758,802.338889,808.802020,815.265152,821.728283,828.191414,834.654545,841.117677,847.580808,854.043939,860.507071,866.970202,873.433333,879.896465,886.359596,892.822727,899.285859,905.748990,912.212121,918.675253,925.138384,931.601515,938.064646,944.527778,950.990909,957.454040,963.917172,970.380303,976.843434,983.306566,989.769697,996.232828,1002.695960,1009.159091,1015.622222,1022.085354,1028.548485,1035.011616,1041.474747,1047.937879,1054.401010,1060.864141,1067.327273,1073.790404,1080.253535,1086.716667,1093.179798,1099.642929,1106.106061,1112.569192,1119.032323,1125.495455,1131.958586,1138.421717,1144.884848,1151.347980,1157.811111,1164.274242,1170.737374,1177.200505,1183.663636,1190.126768,1196.589899,1203.053030,1209.516162,1215.979293,1222.442424,1228.905556,1235.368687,1241.831818,1248.294949,1254.758081,1261.221212,1267.684343,1274.147475,1280.610606,1287.073737,1293.536869,1300.000000","0.366514,0.365141,0.363767,0.362393,0.361018,0.359642,0.358265,0.356887,0.355509,0.354129,0.352750,0.351369,0.349987,0.348605,0.347223,0.345839,0.344455,0.343070,0.341685,0.340299,0.338912,0.337525,0.336137,0.334748,0.333359,0.331970,0.330580,0.329189,0.327798,0.326407,0.325015,0.323622,0.322229,0.320836,0.319443,0.318049,0.316654,0.315260,0.313865,0.312469,0.311074,0.309678,0.308282,0.306885,0.305489,0.304092,0.302695,0.301298,0.299901,0.298504,0.297107,0.295710,0.294312,0.292915,0.291517,0.290120,0.288723,0.287325,0.285928,0.284531,0.283134,0.281737,0.280341,0.278944,0.277548,0.276152,0.274757,0.273362,0.271967,0.270572,0.269178,0.267784,0.266391,0.264998,0.263605,0.262213,0.260822,0.259431,0.258041,0.256651,0.255262,0.253874,0.252486,0.251099,0.249713,0.248327,0.246943,0.245559,0.244176,0.242794,0.241413,0.240033,0.238653,0.237275,0.235898,0.234522,0.233147,0.231773,0.230400,0.229029"
0.525CaCl2-0.058KCl-0.417NaCl,"769.450000,774.809091,780.168182,785.527273,790.886364,796.245455,801.604545,806.963636,812.322727,817.681818,823.040909,828.400000,833.759091,839.118182,844.477273,849.836364,855.195455,860.554545,865.913636,871.272727,876.631818,881.990909,887.350000,892.709091,898.068182,903.427273,908.786364,914.145455,919.504545,924.863636,930.222727,935.581818,940.940909,946.300000,951.659091,957.018182,962.377273,967.736364,973.095455,978.454545,983.813636,989.172727,994.531818,999.890909,1005.250000,1010.609091,1015.968182,1021.327273,1026.686364,1032.045455,1037.404545,1042.763636,1048.122727,1053.481818,1058.840909,1064.200000,1069.559091,1074.918182,1080.277273,1085.636364,1090.995455,1096.354545,1101.713636,1107.072727,1112.431818,1117.790909,1123.150000,1128.509091,1133.868182,1139.227273,1144.586364,1149.945455,1155.304545,1160.663636,1166.022727,1171.381818,1176.740909,1182.100000,1187.459091,1192.818182,1198.177273,1203.536364,1208.895455,1214.254545,1219.613636,1224.972727,1230.331818,1235.690909,1241.050000,1246.409091,1251.768182,1257.127273,1262.486364,1267.845455,1273.204545,1278.563636,1283.922727,1289.281818,1294.640909,1300.000000","0.381901,0.380963,0.380024,0.379084,0.378143,0.377201,0.376257,0.375311,0.374365,0.373417,0.372468,0.371518,0.370566,0.369613,0.368659,0.367703,0.366746,0.365788,0.364829,0.363868,0.362906,0.361942,0.360978,0.360012,0.359044,0.358076,0.357106,0.356135,0.355162,0.354189,0.353214,0.352237,0.351260,0.350281,0.349300,0.348319,0.347336,0.346352,0.345367,0.344380,0.343392,0.342403,0.341412,0.340420,0.339427,0.338433,0.337437,0.336440,0.335442,0.334443,0.333442,0.332440,0.331437,0.330433,0.329427,0.328420,0.327412,0.326402,0.325392,0.324380,0.323367,0.322352,0.321337,0.320320,0.319302,0.318283,0.317262,0.316241,0.315218,0.314194,0.313169,0.312142,0.311115,0.310086,0.309056,0.308025,0.306993,0.305959,0.304925,0.303889,0.302853,0.301815,0.300776,0.299735,0.298694,0.297652,0.296608,0.295564,0.294518,0.293472,0.292424,0.291375,0.290325,0.289274,0.288222,0.287170,0.286116,0.285061,0.284005,0.282948"
1.0ThF4,"1384.000000,1383.151515,1382.303030,1381.454545,1380.606061,1379.757576,1378.909091,1378.060606,1377.212121,1376.363636,1375.515152,1374.666667,1373.818182,1372.969697,1372.121212,1371.272727,1370.424242,1369.575758,1368.727273,1367.878788,1367.030303,1366.181818,1365.333333,1364.484848,1363.636364,1362.787879,1361.939394,1361.090909,1360.242424,1359.393939,1358.545455,1357.696970,1356.848485,1356.000000,1355.151515,1354.303030,1353.454545,1352.606061,1351.757576,1350.909091,1350.060606,1349.212121,1348.363636,1347.515152,1346.666667,1345.818182,1344.969697,1344.121212,1343.272727,1342.424242,1341.575758,1340.727273,1339.878788,1339.030303,1338.181818,1337.333333,1336.484848,1335.636364,1334.787879,1333.939394,1333.090909,1332.242424,1331.393939,1330.545455,1329.696970,1328.848485,1328.000000,1327.151515,1326.303030,1325.454545,1324.606061,1323.757576,1322.909091,1322.060606,1321.212121,1320.363636,1319.515152,1318.666667,1317.818182,1316.969697,1316.121212,1315.272727,1314.424242,1313.575758,1312.727273,1311.878788,1311.030303,1310.181818,1309.333333,1308.484848,1307.636364,1306.787879,1305.939394,1305.090909,1304.242424,1303.393939,1302.545455,1301.696970,1300.848485,1300.000000","0.649824,0.649895,0.649967,0.650039,0.650110,0.650182,0.650253,0.650325,0.650397,0.650468,0.650540,0.650611,0.650683,0.650755,0.650826,0.650898,0.650969,0.651041,0.651113,0.651184,0.651256,0.651327,0.651399,0.651471,0.651542,0.651614,0.651685,0.651757,0.651829,0.651900,0.651972,0.652043,0.652115,0.652187,0.652258,0.652330,0.652401,0.652473,0.652545,0.652616,0.652688,0.652759,0.652831,0.652903,0.652974,0.653046,0.653118,0.653189,0.653261,0.653332,0.653404,0.653476,0.653547,0.653619,0.653690,0.653762,0.653834,0.653905,0.653977,0.654048,0.654120,0.654192,0.654263,0.654335,0.654406,0.654478,0.654550,0.654621,0.654693,0.654764,0.654836,0.654908,0.654979,0.655051,0.655122,0.655194,0.655266,0.655337,0.655409,0.655480,0.655552,0.655624,0.655695,0.655767,0.655838,0.655910,0.655982,0.656053,0.656125,0.656197,0.656268,0.656340,0.656411,0.656483,0.656555,0.656626,0.656698,0.656769,0.656841,0.656913"
1.0UF4,"1309.000000,1311.939394,1314.878788,1317.818182,1320.757576,1323.696970,1326.636364,1329.575758,1332.515152,1335.454545,1338.393939,1341.333333,1344.272727,1347.212121,1350.151515,1353.090909,1356.030303,1358.969697,1361.909091,1364.848485,1367.787879,1370.727273,1373.666667,1376.606061,1379.545455,1382.484848,1385.424242,1388.363636,1391.303030,1394.242424,1397.181818,1400.121212,1403.060606,1406.000000,1408.939394,1411.878788,1414.818182,1417.757576,1420.696970,1423.636364,1426.575758,1429.515152,1432.454545,1435.393939,1438.333333,1441.272727,1444.212121,1447.151515,1450.090909,1453.030303,1455.969697,1458.909091,1461.848485,1464.787879,1467.727273,1470.666667,1473.606061,1476.545455,1479.484848,1482.424242,1485.363636,1488.303030,1491.242424,1494.181818,1497.121212,1500.060606,1503.000000,1505.939394,1508.878788,1511.818182,1514.757576,1517.696970,1520.636364,1523.575758,1526.515152,1529.454545,1532.393939,1535.333333,1538.272727,1541.212121,1544.151515,1547.090909,1550.030303,1552.969697,1555.909091,1558.848485,1561.787879,1564.727273,1567.666667,1570.606061,1573.545455,1576.484848,1579.424242,1582.363636,1585.303030,1588.242424,1591.181818,1594.121212,1597.060606,1600.000000","0.540849,0.540657,0.540466,0.540274,0.540083,0.539891,0.539700,0.539509,0.539317,0.539126,0.538934,0.538743,0.538551,0.538360,0.538168,0.537977,0.537786,0.537594,0.537403,0.537211,0.537020,0.536828,0.536637,0.536445,0.536254,0.536063,0.535871,0.535680,0.535488,0.535297,0.535105,0.534914,0.534722,0.534531,0.534340,0.534148,0.533957,0.533765,0.533574,0.533382,0.533191,0.532999,0.532808,0.532617,0.532425,0.532234,0.532042,0.531851,0.531659,0.531468,0.531277,0.531085,0.530894,0.530702,0.530511,0.530319,0.530128,0.529936,0.529745,0.529554,0.529362,0.529171,0.528979,0.528788,0.528596,0.528405,0.528213,0.528022,0.527831,0.527639,0.527448,0.527256,0.527065,0.526873,0.526682,0.526490,0.526299,0.526108,0.525916,0.525725,0.525533,0.525342,0.525150,0.524959,0.524767,0.524576,0.524385,0.524193,0.524002,0.523810,0.523619,0.523427,0.523236,0.523044,0.522853,0.522662,0.522470,0.522279,0.522087,0.521896"
0.64NaCl-0.36UCl3,"784.150000,788.350505,792.551010,796.751515,800.952020,805.152525,809.353030,813.553535,817.754040,821.954545,826.155051,830.355556,834.556061,838.756566,842.957071,847.157576,851.358081,855.558586,859.759091,863.959596,868.160101,872.360606,876.561111,880.761616,884.962121,889.162626,893.363131,897.563636,901.764141,905.964646,910.165152,914.365657,918.566162,922.766667,926.967172,931.167677,935.368182,939.568687,943.769192,947.969697,952.170202,956.370707,960.571212,964.771717,968.972222,973.172727,977.373232,981.573737,985.774242,989.974747,994.175253,998.375758,1002.576263,1006.776768,1010.977273,1015.177778,1019.378283,1023.578788,1027.779293,1031.979798,1036.180303,1040.380808,1044.581313,1048.781818,1052.982323,1057.182828,1061.383333,1065.583838,1069.784343,1073.984848,1078.185354,1082.385859,1086.586364,1090.786869,1094.987374,1099.187879,1103.388384,1107.588889,1111.789394,1115.989899,1120.190404,1124.390909,1128.591414,1132.791919,1136.992424,1141.192929,1145.393434,1149.593939,1153.794444,1157.994949,1162.195455,1166.395960,1170.596465,1174.796970,1178.997475,1183.197980,1187.398485,1191.598990,1195.799495,1200.000000","0.267640,0.267092,0.266543,0.265994,0.265445,0.264896,0.264346,0.263797,0.263247,0.262696,0.262146,0.261596,0.261045,0.260494,0.259943,0.259392,0.258840,0.258288,0.257736,0.257184,0.256632,0.256079,0.255527,0.254974,0.254421,0.253868,0.253314,0.252760,0.252207,0.251653,0.251098,0.250544,0.249989,0.249434,0.248879,0.248324,0.247769,0.247213,0.246658,0.246102,0.245546,0.244989,0.244433,0.243876,0.243319,0.242762,0.242205,0.241648,0.241090,0.240533,0.239975,0.239417,0.238858,0.238300,0.237741,0.237183,0.236624,0.236065,0.235505,0.234946,0.234386,0.233826,0.233266,0.232706,0.232146,0.231586,0.231025,0.230464,0.229903,0.229342,0.228781,0.228219,0.227658,0.227096,0.226534,0.225972,0.225410,0.224848,0.224285,0.223723,0.223160,0.222597,0.222034,0.221470,0.220907,0.220344,0.219780,0.219216,0.218652,0.218088,0.217524,0.216960,0.216395,0.215830,0.215266,0.214701,0.214136,0.213571,0.213005,0.212440"
0.63NaCl-0.37UCl3,"784.150000,788.350505,792.551010,796.751515,800.952020,805.152525,809.353030,813.553535,817.754040,821.954545,826.155051,830.355556,834.556061,838.756566,842.957071,847.157576,851.358081,855.558586,859.759091,863.959596,868.160101,872.360606,876.561111,880.761616,884.962121,889.162626,893.363131,897.563636,901.764141,905.964646,910.165152,914.365657,918.566162,922.766667,926.967172,931.167677,935.368182,939.568687,943.769192,947.969697,952.170202,956.370707,960.571212,964.771717,968.972222,973.172727,977.373232,981.573737,985.774242,989.974747,994.175253,998.375758,1002.576263,1006.776768,1010.977273,1015.177778,1019.378283,1023.578788,1027.779293,1031.979798,1036.180303,1040.380808,1044.581313,1048.781818,1052.982323,1057.182828,1061.383333,1065.583838,1069.784343,1073.984848,1078.185354,1082.385859,1086.586364,1090.786869,1094.987374,1099.187879,1103.388384,1107.588889,1111.789394,1115.989899,1120.190404,1124.390909,1128.591414,1132.791919,1136.992424,1141.192929,1145.393434,1149.593939,1153.794444,1157.994949,1162.195455,1166.395960,1170.596465,1174.796970,1178.997475,1183.197980,1187.398485,1191.598990,1195.799495,1200.000000","0.270529,0.269980,0.269431,0.268882,0.268332,0.267782,0.267232,0.266682,0.266131,0.265581,0.265030,0.264479,0.263927,0.263376,0.262824,0.262272,0.261720,0.261168,0.260615,0.260062,0.259509,0.258956,0.258403,0.257849,0.257295,0.256741,0.256187,0.255632,0.255078,0.254523,0.253968,0.253412,0.252857,0.252301,0.251745,0.251189,0.250633,0.250076,0.249519,0.248962,0.248405,0.247848,0.247290,0.246733,0.246175,0.245617,0.245058,0.244500,0.243941,0.243382,0.242823,0.242264,0.241704,0.241144,0.240584,0.240024,0.239464,0.238904,0.238343,0.237782,0.237221,0.236660,0.236098,0.235537,0.234975,0.234413,0.233851,0.233289,0.232726,0.232163,0.231600,0.231037,0.230474,0.229911,0.229347,0.228783,0.228219,0.227655,0.227091,0.226527,0.225962,0.225397,0.224832,0.224267,0.223702,0.223136,0.222571,0.222005,0.221439,0.220873,0.220307,0.219740,0.219174,0.218607,0.218040,0.217473,0.216906,0.216339,0.215771,0.215204"
0.658NaCl-0.342UCl3,"784.150000,789.360606,794.571212,799.781818,804.992424,810.203030,815.413636,820.624242,825.834848,831.045455,836.256061,841.466667,846.677273,851.887879,857.098485,862.309091,867.519697,872.730303,877.940909,883.151515,888.362121,893.572727,898.783333,903.993939,909.204545,914.415152,919.625758,924.836364,930.046970,935.257576,940.468182,945.678788,950.889394,956.100000,961.310606,966.521212,971.731818,976.942424,982.153030,987.363636,992.574242,997.784848,1002.995455,1008.206061,1013.416667,1018.627273,1023.837879,1029.048485,1034.259091,1039.469697,1044.680303,1049.890909,1055.101515,1060.312121,1065.522727,1070.733333,1075.943939,1081.154545,1086.365152,1091.575758,1096.786364,1101.996970,1107.207576,1112.418182,1117.628788,1122.839394,1128.050000,1133.260606,1138.471212,1143.681818,1148.892424,1154.103030,1159.313636,1164.524242,1169.734848,1174.945455,1180.156061,1185.366667,1190.577273,1195.787879,1200.998485,1206.209091,1211.419697,1216.630303,1221.840909,1227.051515,1232.262121,1237.472727,1242.683333,1247.893939,1253.104545,1258.315152,1263.525758,1268.736364,1273.946970,1279.157576,1284.368182,1289.578788,1294.789394,1300.000000","0.268417,0.267722,0.267027,0.266332,0.265636,0.264940,0.264244,0.263548,0.262851,0.262154,0.261457,0.260759,0.260062,0.259364,0.258665,0.257967,0.257268,0.256569,0.255869,0.255170,0.254470,0.253770,0.253070,0.252369,0.251668,0.250967,0.250266,0.249564,0.248862,0.248160,0.247458,0.246755,0.246052,0.245349,0.244646,0.243943,0.243239,0.242535,0.241831,0.241126,0.240422,0.239717,0.239012,0.238306,0.237601,0.236895,0.236189,0.235483,0.234776,0.234070,0.233363,0.232656,0.231949,0.231241,0.230534,0.229826,0.229118,0.228410,0.227702,0.226993,0.226284,0.225575,0.224866,0.224157,0.223447,0.222738,0.222028,0.221318,0.220608,0.219898,0.219187,0.218477,0.217766,0.217055,0.216344,0.215633,0.214921,0.214210,0.213498,0.212786,0.212074,0.211362,0.210650,0.209938,0.209226,0.208513,0.207800,0.207088,0.206375,0.205662,0.204949,0.204236,0.203522,0.202809,0.202096,0.201382,0.200668,0.199955,0.199241,0.198527"
0.5454LiF-0.3636NaF-0.091UF4,"923.000000,926.808081,930.616162,934.424242,938.232323,942.040404,945.848485,949.656566,953.464646,957.272727,961.080808,964.888889,968.696970,972.505051,976.313131,980.121212,983.929293,987.737374,991.545455,995.353535,999.161616,1002.969697,1006.777778,1010.585859,1014.393939,1018.202020,1022.010101,1025.818182,1029.626263,1033.434343,1037.242424,1041.050505,1044.858586,1048.666667,1052.474747,1056.282828,1060.090909,1063.898990,1067.707071,1071.515152,1075.323232,1079.131313,1082.939394,1086.747475,1090.555556,1094.363636,1098.171717,1101.979798,1105.787879,1109.595960,1113.404040,1117.212121,1121.020202,1124.828283,1128.636364,1132.444444,1136.252525,1140.060606,1143.868687,1147.676768,1151.484848,1155.292929,1159.101010,1162.909091,1166.717172,1170.525253,1174.333333,1178.141414,1181.949495,1185.757576,1189.565657,1193.373737,1197.181818,1200.989899,1204.797980,1208.606061,1212.414141,1216.222222,1220.030303,1223.838384,1227.646465,1231.454545,1235.262626,1239.070707,1242.878788,1246.686869,1250.494949,1254.303030,1258.111111,1261.919192,1265.727273,1269.535354,1273.343434,1277.151515,1280.959596,1284.767677,1288.575758,1292.383838,1296.191919,1300.000000","0.580835,0.579745,0.578655,0.577565,0.576474,0.575382,0.574290,0.573197,0.572104,0.571010,0.569915,0.568820,0.567725,0.566629,0.565532,0.564435,0.563337,0.562239,0.561140,0.560041,0.558941,0.557841,0.556741,0.555639,0.554538,0.553435,0.552333,0.551230,0.550126,0.549022,0.547917,0.546812,0.545707,0.544601,0.543494,0.542387,0.541280,0.540172,0.539064,0.537955,0.536846,0.535736,0.534626,0.533516,0.532405,0.531294,0.530182,0.529070,0.527958,0.526845,0.525732,0.524618,0.523504,0.522390,0.521275,0.520160,0.519044,0.517928,0.516812,0.515696,0.514579,0.513462,0.512344,0.511226,0.510108,0.508989,0.507870,0.506751,0.505631,0.504512,0.503391,0.502271,0.501150,0.500029,0.498908,0.497786,0.496664,0.495542,0.494420,0.493297,0.492174,0.491051,0.489927,0.488804,0.487680,0.486556,0.485431,0.484307,0.483182,0.482057,0.480932,0.479806,0.478681,0.477555,0.476429,0.475303,0.474177,0.473050,0.471923,0.470797"
0.6LiF-0.4NaF,"930.000000,932.727273,935.454545,938.181818,940.909091,943.636364,946.363636,949.090909,951.818182,954.545455,957.272727,960.000000,962.727273,965.454545,968.181818,970.909091,973.636364,976.363636,979.090909,981.818182,984.545455,987.272727,990.000000,992.727273,995.454545,998.181818,1000.909091,1003.636364,1006.363636,1009.090909,1011.818182,1014.545455,1017.272727,1020.000000,1022.727273,1025.454545,1028.181818,1030.909091,1033.636364,1036.363636,1039.090909,1041.818182,1044.545455,1047.272727,1050.000000,1052.727273,1055.454545,1058.181818,1060.909091,1063.636364,1066.363636,1069.090909,1071.818182,1074.545455,1077.272727,1080.000000,1082.727273,1085.454545,1088.181818,1090.909091,1093.636364,1096.363636,1099.090909,1101.818182,1104.545455,1107.272727,1110.000000,1112.727273,1115.454545,1118.181818,1120.909091,1123.636364,1126.363636,1129.090909,1131.818182,1134.545455,1137.272727,1140.000000,1142.727273,1145.454545,1148.181818,1150.909091,1153.636364,1156.363636,1159.090909,1161.818182,1164.545455,1167.272727,1170.000000,1172.727273,1175.454545,1178.181818,1180.909091,1183.636364,1186.363636,1189.090909,1191.818182,1194.545455,1197.272727,1200.000000","0.748870,0.747667,0.746466,0.745266,0.744067,0.742868,0.741671,0.740474,0.739279,0.738084,0.736891,0.735698,0.734506,0.733316,0.732126,0.730937,0.729749,0.728563,0.727377,0.726192,0.725008,0.723825,0.722643,0.721462,0.720282,0.719103,0.717924,0.716747,0.715571,0.714396,0.713221,0.712048,0.710876,0.709704,0.708534,0.707364,0.706196,0.705028,0.703861,0.702696,0.701531,0.700367,0.699204,0.698043,0.696882,0.695722,0.694563,0.693405,0.692248,0.691092,0.689937,0.688783,0.687629,0.686477,0.685326,0.684176,0.683026,0.681878,0.680731,0.679584,0.678439,0.677294,0.676151,0.675008,0.673866,0.672726,0.671586,0.670447,0.669309,0.668173,0.667037,0.665902,0.664768,0.663635,0.662503,0.661372,0.660242,0.659113,0.657985,0.656857,0.655731,0.654606,0.653482,0.652358,0.651236,0.650114,0.648994,0.647874,0.646756,0.645638,0.644522,0.643406,0.642291,0.641178,0.640065,0.638953,0.637842,0.636732,0.635623,0.634515"
