Step,Volume_A3,P_yz_eV_A3,P_xz_eV_A3,P_xy_eV_A3,J_Mg_x,J_Mg_y,J_Mg_z,J_Cl_x,J_Cl_y,J_Cl_z,J_K_x,J_K_y,J_K_z
130,8314.497774414505,0.0015439293,0.00022338994,0.0002816768,3.711707166169863,2.4785874261492378,-10.62623098489434,9.232066382300278,3.5170803259728194,8.959025098821861,-7.667423338836201,2.683820769908153,-8.78008245561893
135,8314.497774414505,0.00166027,4.0141334e-05,0.00030662707,4.793244852108972,4.096326710094649,-10.088867010851521,9.662212960177445,2.5881084057430774,7.233464217875427,-9.179107631388874,1.9950534167248861,-7.591885707807774
140,8314.497774414505,0.0016992976,-0.00020739394,0.00038717428,5.933014853456615,5.625074963309521,-8.734297683838074,10.149522278809915,1.9005499953084994,4.708711993370939,-10.806186839210099,1.1538635248723512,-6.421702680322664
145,8314.497774414505,0.0016635015,-0.00044195607,0.00045316614,6.711119276070593,6.718541163302211,-6.730960151381572,11.100584670329287,1.8261402562359885,1.5691809282308506,-12.535353398971877,0.13480733527444588,-5.285508900122135
150,8314.497774414505,0.001572117,-0.0005924209,0.00045220813,6.725141506679637,7.379403403805986,-4.327704380962081,12.885941453198999,2.396021519905167,-1.9313971851065865,-14.334732458289166,-1.0959359030350706,-4.188186440231057
155,8314.497774414505,0.0014647144,-0.0006423338,0.00042083484,5.798962619873481,7.845936009069623,-1.862011467474936,15.626046789956552,3.410565392752921,-5.450073644693224,-16.14865921625004,-2.5770122391807044,-3.135202825005602
160,8314.497774414505,0.0013669011,-0.0006174677,0.00045168799,4.058270107773995,8.307354945564361,0.27413314305436387,19.11336972795204,4.712244079584942,-8.575908038934106,-17.89528922989392,-4.340109676766816,-2.1455129572585268
165,8314.497774414505,0.0012558667,-0.0005455357,0.0006029705,1.814990807769635,8.731160310579503,1.7966310182774168,22.933068299536963,6.341716364222754,-10.98584344012281,-19.471708500815097,-6.393387480815592,-1.258075671810568
170,8314.497774414505,0.0010916948,-0.00044315076,0.00086866075,-0.5812697885637421,8.856851709936086,2.6653460895132004,26.626558319290844,8.528046971745656,-12.587298132109686,-20.76893791064343,-8.705409465741695,-0.5253361052544481
175,8314.497774414505,0.000869434,-0.00031723367,0.0011897517,-2.825698711395245,8.367382687140411,3.0508281806060538,29.796505973321537,11.508360159545425,-13.504969962390282,-21.694456508497957,-11.196253281203326,0.0068536681557624934
180,8314.497774414505,0.0006245496,-0.00017608695,0.001470616,-4.694126653878567,7.153381963917559,3.1600068852813408,32.16587579914045,15.268044359749872,-13.930697501187492,-22.195398857131515,-13.741937097344135,0.32340243018204884
185,8314.497774414505,0.0004003257,-3.592616e-05,0.0016072129,-6.083468098788882,5.428757002113775,3.079016194368755,33.63188579194602,19.445062277071223,-13.979289714765144,-22.272067531101342,-16.19433008886176,0.4529851518765833
190,8314.497774414505,0.00022231169,9.321633e-05,0.0015364665,-6.987358992583478,3.568361625892498,2.7903948839912616,34.237497671651965,23.522377313900748,-13.697933996965482,-21.97378851859888,-18.41124995074029,0.46025039454450845
195,8314.497774414505,9.4058996e-05,0.00022335122,0.0012807896,-7.3384083054104225,1.8098003354993804,2.344288891511548,33.99206072712248,27.154012814759202,-13.212974501110331,-21.37730209039931,-20.284324085644812,0.421396829117092
200,8314.497774414505,7.397505e-06,0.00037659303,0.0009392838,-6.8969880663050676,0.10980987158334221,1.9605817617730792,32.730350979446555,30.322921556288073,-12.805712792072406,-20.557013050575044,-21.75324248975744,0.3978425559982304
205,8314.497774414505,-4.2478096e-05,0.00056442915,0.0006331455,-5.417073906165325,-1.7162271406682756,1.8947620997160417,30.253080284645947,33.19943769583393,-12.76342688269822,-19.559656507857873,-22.803721811432524,0.4213764205416579
210,8314.497774414505,-5.624131e-05,0.00079083635,0.00044834506,-2.9517712938456784,-3.745452409389623,2.208025320479516,26.620007779499296,35.88015714864605,-13.149723936876839,-18.39188663397566,-23.45521632645182,0.4944104003881682
215,8314.497774414505,-4.4565237e-05,0.0010428114,0.00040295467,0.07495709373439996,-5.820102154114943,2.714740305604261,22.22382841238784,38.245842404698806,-13.761023070358064,-17.02243599217966,-23.746251821850137,0.5989948099888194
220,8314.497774414505,-3.291224e-05,0.0012667635,0.00045987507,3.0956414030745405,-7.581207511114849,3.170412505340259,17.576330119390207,39.98260543913153,-14.322642113882914,-15.395621764864005,-23.721909566197837,0.7049414106951906
225,8314.497774414505,-4.4009743e-05,0.0013942001,0.00056905276,5.610712108450815,-8.602953680756878,3.479097986190076,13.116736085398845,40.70688071263736,-14.69877833283362,-13.451098236388814,-23.424438740906446,0.7723920891150362
230,8314.497774414505,-8.199274e-05,0.0013949431,0.0006841587,7.207353210179707,-8.585865331663195,3.709785867820806,9.213647740019113,40.15184038295716,-14.909268777748814,-11.144651192766775,-22.886486717362686,0.7521944416168287
235,8314.497774414505,-0.0001377106,0.0012909757,0.00075458037,7.551053743177606,-7.535865224223494,3.9944549037209574,6.191038356172677,38.342062153361766,-15.032063597962846,-8.465742240791528,-22.126708614968493,0.5903202236005911
240,8314.497774414505,-0.00019728072,0.0011301095,0.00074150343,6.482916925620219,-5.783222118533127,4.44851384287545,4.240805695107078,35.61156706170674,-15.13470398156321,-5.447372475674226,-21.14885681355303,0.23890192825563528
245,8314.497774414505,-0.0002444923,0.00095290155,0.0006484024,4.159771615895141,-3.7669813040870634,5.118015036179763,3.2817190128460227,32.391951269447745,-15.23649172100383,-2.165140453179202,-19.945481754635004,-0.3288113517608706
250,8314.497774414505,-0.00027426597,0.0007854124,0.00051264046,1.0878129777932086,-1.8080760673206218,5.954528804595661,2.9148096518618063,28.99328246118818,-15.296335519038593,1.2737273784962504,-18.505718414583725,-1.1054812313276492
255,8314.497774414505,-0.00029842596,0.0006531744,0.00037478885,-2.0784670452619425,-0.07644734819998567,6.838484027659483,2.6081525838602886,25.580286726344063,-15.241912592201942,4.74666460057894,-16.824351140028053,-2.043859475122086
260,8314.497774414505,-0.0003255253,0.00057742174,0.0002654162,-4.8238121713863915,1.341096187968537,7.5995790873094435,1.9673679457704552,22.247550766408832,-14.986901196383286,8.132794447375334,-14.909158688721842,-3.0599660578344654
265,8314.497774414505,-0.00034042916,0.0005486251,0.00020367336,-6.845603284301188,2.371634722539488,8.03110402634416,0.7939080062741557,19.09186286169585,-14.434066215047515,11.328045747302228,-12.784009388421731,-4.044325922969514
270,8314.497774414505,-0.00031486643,0.0005189678,0.00019621738,-7.964246388108888,2.9049195805250516,7.935971762210151,-1.0151114612063763,16.260969106950476,-13.504697512683805,14.255708366009701,-10.486400361965252,-4.878562584058167
275,8314.497774414505,-0.00023849882,0.0004337281,0.00024078427,-8.108532722539833,2.800799775400696,7.1875993060685275,-3.48413093006556,13.939432197961985,-12.181657697381045,16.86901422089001,-8.060743496876285,-5.453230299351056
280,8314.497774414505,-0.00012901876,0.00027682274,0.0003311649,-7.413054522213072,1.9775784476928262,5.787873901733342,-6.455327254013443,12.252540903762895,-10.552480450177857,19.144732417641777,-5.550630668948772,-5.6826821864204975
285,8314.497774414505,-1.8517923e-05,8.151861e-05,0.00045179337,-6.2560082531406165,0.5071875852058605,3.874273234178922,-9.539452493511913,11.16511532657784,-8.807192940157133,21.07181148461065,-2.992814339954976,-5.514369247725775
290,8314.497774414505,6.36557e-05,-0.00010408848,0.0005724699,-5.101343182559941,-1.376663764948285,1.6417024958328108,-12.264306537378253,10.469927689948566,-7.157458524497513,22.642000298948247,-0.4137755446338369,-4.93153282074389
295,8314.497774414505,0.00010551851,-0.00025027775,0.00066024915,-4.251623213615385,-3.340417924113831,-0.7220590951828365,-14.319812556358194,9.848333957077891,-5.775190882760822,23.847786500199867,2.171572467080977,-3.9500390251795405
300,8314.497774414505,0.000119014534,-0.0003522111,0.0006985413,-3.7368225434806686,-5.021355487008373,-3.0389472332526064,-15.674824268262098,8.941787687709045,-4.797118417226065,24.687997619800868,4.759056160053432,-2.611223433916912
305,8314.497774414505,0.00013224117,-0.00042159055,0.00069181825,-3.418322697504192,-6.105718698362148,-5.1582065760948765,-16.482386778981528,7.4331117901277715,-4.315906440278654,25.177060156155918,7.352095053994389,-0.973176120121713
310,8314.497774414505,0.00017387184,-0.00047231594,0.0006603521,-3.1774040017521497,-6.434236472598537,-7.008731372078677,-16.898287730451187,5.157008381586243,-4.3357528772846425,25.352042361345653,9.956716191479469,0.8971949034178062
315,8314.497774414505,0.00025993702,-0.0005059417,0.00064120826,-3.0020324849360627,-6.090369152635072,-8.630593656495826,-16.995166331893042,2.1942901377063824,-4.745752170008672,25.273548967680888,12.575567031984292,2.9290568285443834
320,8314.497774414505,0.0003851922,-0.00050645514,0.0006771013,-2.9091538554462035,-5.374044132479435,-10.155950532228365,-16.833725536700147,-1.148471835229096,-5.338928292828966,25.019229911423515,15.2020042450456,5.0475899608422825
325,8314.497774414505,0.00052156945,-0.00045360136,0.0007713124,-2.846525467969042,-4.6337048671871575,-11.768552777523785,-16.547926770013508,-4.502457779533536,-5.848294111594183,24.670802837411678,17.81565101876935,7.169558018809305
330,8314.497774414505,0.00063548726,-0.0003498106,0.0008542359,-2.779883374846105,-4.0386665858991595,-13.639193842412118,-16.24096481053832,-7.66402220233579,-6.009378064489026,24.297198610056064,20.382177183281094,9.201283043192682
335,8314.497774414505,0.00071195746,-0.00023766018,0.00083864573,-2.8333322470793805,-3.4614543661905603,-15.775669800167586,-15.829691536746147,-10.719308107420726,-5.719842873069615,23.939373976154016,22.860250976904588,11.048223936290462
340,8314.497774414505,0.000746468,-0.0001755901,0.00070493127,-3.127685173305946,-2.624542098643838,-17.91414016250105,-15.200328010556163,-13.910661349394672,-5.169186569499027,23.604363606089024,25.21469217127037,12.636038096214623
345,8314.497774414505,0.0007380625,-0.00019856218,0.00048938824,-3.56587553367761,-1.301098897713496,-19.69746005548854,-14.43016291963589,-17.44855694551564,-4.679700072923625,23.272388774555573,27.429144804002362,13.929871686469141
350,8314.497774414505,0.00071300444,-0.00030008276,0.00023397701,-3.9505473558315147,0.6153571088702616,-20.902328201183032,-13.686051017673641,-21.4463341424945,-4.482553870995357,22.912948909951872,29.51046592682564,14.93759374369079
355,8314.497774414505,0.00071533344,-0.0004304136,-3.0910127e-05,-4.122903540665431,2.9967818354393554,-21.383385924876116,-13.101693554834348,-25.79965496619309,-4.760038181060934,22.500947582787845,31.482362284405326,15.696135708427455
360,8314.497774414505,0.00076988054,-0.00051978213,-0.00027994858,-3.9144581110526646,5.408596428043415,-20.942933982681048,-12.834799328326184,-30.100101312928125,-5.757158697555694,22.025607702967598,33.37099416991283,16.252803957899296
365,8314.497774414505,0.0008611424,-0.00051128375,-0.00047900574,-3.148667779878889,7.295878076567055,-19.35383256851396,-13.066470278741903,-33.802745561370216,-7.745807200264805,21.491488216435307,35.18635691786608,16.652351035643782
370,8314.497774414505,0.00093961356,-0.00038389466,-0.0005984862,-1.7638747816422269,8.3059974057737,-16.553185201922084,-13.874901106324828,-36.530600866281134,-10.825873656076709,20.915126458382943,36.90409262456182,16.931770418590595
375,8314.497774414505,0.00097617775,-0.00016720785,-0.0006385785,0.1204367313471437,8.430494464749678,-12.847852741021546,-15.164918801421877,-38.206948163524544,-14.71882468741589,20.3208328499327,38.455942755954524,17.11938902106892
380,8314.497774414505,0.0010036121,5.724077e-05,-0.0006254257,2.2526684135987294,7.860857680025424,-8.787514071015671,-16.712858957291452,-38.917520509801875,-18.893979964506087,19.736541464795224,39.73615211882519,17.23420572327093
385,8314.497774414505,0.001061304,0.00019162662,-0.0005821829,4.357056280368414,6.798774342198362,-4.851450140845323,-18.26958403838419,-38.74243335195399,-22.880268570065905,19.18887854817286,40.623148443828754,17.28443071558474
390,8314.497774414505,0.0011398415,0.00018483234,-0.0005124452,6.216165194844069,5.410120462445979,-1.37396196543245,-19.6365679860903,-37.73753219397088,-26.340835249241735,18.696753634876146,41.00690098127437,17.267508946379216
395,8314.497774414505,0.0012016308,5.7366047e-05,-0.0004207393,7.660211195706796,3.8234436635395688,1.414155411393089,-20.647855515635662,-35.9543392680081,-29.0346050750097,18.263995440743663,40.810384886079405,17.173161560202125
400,8314.497774414505,0.0012152478,-0.00012922683,-0.00033498002,8.544752716060902,2.119487963471533,3.3428048117539717,-21.14169241137664,-33.43923244745214,-30.778274079396603,17.873290476306927,39.99923396810321,16.9881808521041
405,8314.497774414505,0.0011667279,-0.00030760645,-0.00029512093,8.75715094266663,0.3709146449693663,4.260238563872059,-20.965490703656755,-30.272201002431892,-31.40861136415308,17.484690784619957,38.580776138602445,16.701084285248783
410,8314.497774414505,0.0010573746,-0.00042781988,-0.00032751705,8.191334610415215,-1.2888844482947897,4.0811392352234686,-19.955847552311965,-26.628969575125787,-30.833243654478558,17.04086368864001,36.59734375753964,16.30481613443596
415,8314.497774414505,0.0009007052,-0.000473368,-0.00043335324,6.740340801854035,-2.681968569697144,2.8924999541387066,-17.943248995946064,-22.756888753545464,-29.136564926284098,16.479258860822945,34.11834719155672,15.796776732089768
420,8314.497774414505,0.00072135957,-0.00046293152,-0.0005896416,4.385779566214768,-3.721937899819544,0.9988426561076764,-14.857928622973514,-18.83243812141894,-26.622769891004957,15.748499644483227,31.233866220834216,15.176638703165786
425,8314.497774414505,0.00054811424,-0.0004358643,-0.00075356243,1.3212070246477365,-4.541694797862672,-1.1324081884622006,-10.868988239258424,-14.828489476531225,-23.75878734544151,14.824131667979158,28.049674444602033,14.443907003098545
430,8314.497774414505,0.00040295048,-0.00043315755,-0.0008677623,-2.0171146358520504,-5.453763275810868,-3.0176056923036825,-6.424475631861448,-10.54794455229888,-21.02756267881907,13.71794073177672,24.681198228910254,13.597879688377422
435,8314.497774414505,0.00029466048,-0.0004799113,-0.0008735986,-5.048345670708369,-6.741820993771196,-4.363050839713601,-2.15126956127573,-5.822529938847886,-18.724989074069512,12.475965798332721,21.243841438473517,12.640751586745015
440,8314.497774414505,0.00022182234,-0.00056697003,-0.0007396426,-7.239966659444218,-8.456061616827153,-5.187402886261175,1.3524270680179775,-0.7041665142870723,-16.84109932972931,11.163890156908126,17.839718821679753,11.581214201081874
445,8314.497774414505,0.00018347662,-0.00065302104,-0.00048539767,-8.337236434622792,-10.358620128532287,-5.715898014815089,3.76929864303386,4.493803722528235,-15.16622332908193,9.844288526436246,14.544307102068387,10.434833433100952
450,8314.497774414505,0.00018514052,-0.0007005069,-0.00016931155,-8.479292922097994,-11.992357890598011,-6.152944633878128,5.200224609274313,9.273227168824512,-13.515495357515857,8.555418937538448,11.398621452222189,9.221152165364117
455,8314.497774414505,0.00023070896,-0.000701406,0.0001489465,-8.093725393140158,-12.802953928370492,-6.523544037564484,6.068597261848497,13.071174696599762,-11.885381647947028,7.301478682120904,8.41126995368472,7.961638204039153
460,8314.497774414505,0.00030648176,-0.0006664691,0.00043353892,-7.644017597883686,-12.333972689880987,-6.616949676385907,6.862501612626163,15.444281054903396,-10.511491735386905,6.057866442277842,5.569182099355432,6.681153961633469
465,8314.497774414505,0.00038024588,-0.00060699246,0.00066573115,-7.375589276014108,-10.46317417394655,-6.028485845973542,7.86619530860119,16.292205860274287,-9.827971790027028,4.785744532497589,2.850458967861638,5.409170409062133
470,8314.497774414505,0.00042213264,-0.0005373219,0.000824996,-7.189545277467443,-7.488965368216464,-4.341836624297635,9.018879524792299,15.935376062426137,-10.27964966615875,3.447015885451509,0.23307994621540917,4.174198851039079
475,8314.497774414505,0.0004239161,-0.00048434042,0.0008910464,-6.710333122061894,-3.9441058730860963,-1.4397246519647027,9.971219177383333,14.923953530768696,-11.998750055410003,2.0154639810630384,-2.300357090635546,2.9911872081344706
480,8314.497774414505,0.0003961269,-0.0004683319,0.0008609052,-5.538007750661092,-0.29918655226154023,2.2841732656098017,10.328863466780739,13.736362849224736,-14.582049828023369,0.485494691506134,-4.757685899202218,1.8505890708099095
485,8314.497774414505,0.00035219482,-0.00047556034,0.00075467787,-3.5904060303123346,3.154739586667551,6.098297177363797,9.988041461376405,12.656415159753,-17.264182610076865,-1.1212852039693475,-7.13166410851931,0.7185980855958212
490,8314.497774414505,0.00029601046,-0.00047810734,0.0006092212,-1.2292527241201978,6.175485393762051,9.33157826484335,9.261591018792528,11.903075719860556,-19.328532432405822,-2.7559875877718554,-9.399069869379439,-0.45033293964599563
495,8314.497774414505,0.00022210921,-0.0004763512,0.00046218626,0.9909993783244492,8.437157474678518,11.58404746920956,8.636446545711943,11.769166107928749,-20.335742781746127,-4.351095326275281,-11.526832113120463,-1.69559213602458
500,8314.497774414505,0.0001284859,-0.0005007498,0.0003362062,2.625606257194266,9.59276776177487,12.700699883063004,8.483471348365269,12.56696968468065,-20.1123363093536,-5.8327272171750195,-13.480245916792914,-3.035650640002647
505,8314.497774414505,3.0253168e-05,-0.0005780052,0.00024259943,3.4358466539583956,9.457374771593296,12.682136986594793,8.970840918067688,14.4483343705541,-18.668247170007568,-7.130336962146867,-15.226217391436645,-4.461176914057951
510,8314.497774414505,-3.606447e-05,-0.0007044253,0.00019562292,3.3600388292275225,8.161625126131387,11.611563378814987,10.10068427515093,17.247344729911553,-16.12307460598433,-8.184372687051546,-16.729478163498925,-5.935775689850348
515,8314.497774414505,-2.601935e-05,-0.0008478612,0.00021095443,2.4958535515056774,6.198097087677731,9.621142727309286,11.736844332598274,20.426986057826845,-12.666845399009365,-8.956347921231536,-17.945591649486914,-7.4015843857019386
520,8314.497774414505,8.200836e-05,-0.0009636799,0.00028732044,1.11116119050941,4.283064658424543,6.9141094975867015,13.606038622722414,23.213923461161684,-8.573102022975693,-9.440850026474418,-18.81749667001236,-8.788294900845875
525,8314.497774414505,0.00026808467,-0.0010092218,0.00040422037,-0.3719773155002999,3.016922960387298,3.787732717487465,15.320784107607913,24.94394242384974,-4.2088642610358145,-9.672456952685469,-19.28137426639546,-10.026156179669277
530,8314.497774414505,0.00049030734,-0.0009585288,0.0005450104,-1.476438858216608,2.6174866519961375,0.5485710761504876,16.473237540730814,25.34459770974886,0.06618869682895934,-9.720448789105362,-19.282593256308928,-11.062047480715659
535,8314.497774414505,0.0007154875,-0.00080966507,0.0007066615,-1.833633116946186,3.0022897864784905,-2.641763073602256,16.781327303482293,24.472520135777685,4.068539683123873,-9.67134418028262,-18.79531909864704,-11.874064020652053
540,8314.497774414505,0.00092255813,-0.0005794938,0.0008842562,-1.2928086234364686,4.022826575552449,-5.767661405005988,16.176383154872063,22.49196789283983,7.7986885013249605,-9.607224157164174,-17.835303994021835,-12.478314297578958
545,8314.497774414505,0.0010910527,-0.0003066366,0.0010589352,0.05677133309156379,5.535390745479367,-8.770875989087422,14.809299426780534,19.603548071545326,11.247967246895115,-9.589720322325311,-16.459448537537128,-12.924378495768519
550,8314.497774414505,0.0011987665,-5.638224e-05,0.0011942532,1.8858810829647312,7.308590930284685,-11.386259674386514,13.045576116238998,16.12472202419473,14.219529053571733,-9.655106682802606,-14.753822461558908,-13.280556810448225
555,8314.497774414505,0.001236536,0.0001039129,0.0012389517,3.6808848046375875,8.988721495125196,-13.1625762587309,11.415011184633514,12.507881275583586,16.32890342896896,-9.819545413723281,-12.817112454574048,-13.613614274650505
560,8314.497774414505,0.0012215727,0.0001462697,0.0011535336,4.933630629911039,10.2875880508602,-13.677853904048737,10.432086917726025,9.137932189298102,17.19995440396339,-10.089367202002213,-10.746029676815626,-13.969387222484851
565,8314.497774414505,0.0011824277,9.3391165e-05,0.00094831403,5.406150681260459,11.199877551213126,-12.78270388250798,10.340904387552335,6.10519980935339,16.69554112432412,-10.470704886908825,-8.625586514167251,-14.360124023146977
570,8314.497774414505,0.0011376546,-5.582527e-07,0.0006876344,5.275994885235394,11.949407929723952,-10.665165486639074,10.972984154271828,3.254580863433026,14.979850133690672,-10.972628988561373,-6.5244980693303205,-14.761971109644556
575,8314.497774414505,0.0010932507,-6.537221e-05,0.00045320403,4.979657279664952,12.726392809936646,-7.736198064793776,11.89640446110516,0.44770413495449746,12.411103691177019,-11.599711631496794,-4.494606119019185,-15.122192265754684
580,8314.497774414505,0.0010424949,-3.440793e-05,0.0003055791,4.8518522927652326,13.467185720243128,-4.463977911959724,12.76275406278128,-2.2145584921801245,9.388477777870115,-12.33825592885409,-2.573136326368288,-15.371786605142525
585,8314.497774414505,0.0009624961,0.000119085504,0.00027138178,4.944057794508825,13.827564213925008,-1.2351283414890943,13.482254477339115,-4.362312301704269,6.225035412110431,-13.149961968588507,-0.7857610136059101,-15.437193866887874
590,8314.497774414505,0.0008246725,0.00036192703,0.00034989868,5.161941402870997,13.361619243578254,1.7167567279112106,14.097282153952062,-5.533226120480445,3.0825693677950516,-13.982873364671141,0.8510978150727615,-15.246613048642367
595,8314.497774414505,0.000617416,0.00062703114,0.00051911536,5.454793205531149,11.766361981868476,4.2803098541344795,14.612351281962585,-5.416277899911747,0.004578869208929137,-14.790794200146353,2.3294069827527446,-14.732175643224373
600,8314.497774414505,0.0003639834,0.0008571392,0.00073840114,5.845421001652556,9.006935064220533,6.376387395867873,14.972269329156372,-3.9774545838496405,-2.9899044902983567,-15.54133980563516,3.6500104547296814,-13.833769593463854
605,8314.497774414505,0.00012410598,0.0010230639,0.0009611586,6.354447110478776,5.303272212249658,7.862029372955526,15.126368310900393,-1.447297908942013,-5.800328283291242,-16.20446491273639,4.823516471130688,-12.508988128163377
610,8314.497774414505,-2.8229953e-05,0.0011142162,0.0011510316,6.926786659521002,1.1194225224443017,8.492415768051664,15.082480889964604,1.6900413542119814,-8.19201598867469,-16.732916595794325,5.8700271097598,-10.747686930818936
615,8314.497774414505,-3.682974e-05,0.0011266583,0.0012812804,7.387790098672684,-2.8242625347721972,8.032217532237205,14.939802600570506,4.688773246820681,-9.893197552672726,-17.051241584782353,6.814980005319054,-8.586307042921877
