Freq_rad_ps,VDOS_K,VDOS_Mg
7.269504497665282727e+00,3.165978158568533846e-02,1.000324475139035760e-02
7.359251466772262162e+00,2.992412414697283307e-02,1.108144161100767418e-02
7.448998435879239821e+00,3.102261714868676662e-02,1.271784982995040510e-02
7.538745404986218368e+00,3.205352323934243519e-02,1.108052768403697437e-02
7.628492374093197803e+00,3.185869549715250604e-02,1.246885311856075346e-02
7.718239343200176350e+00,3.374436799410775872e-02,1.241689756130763198e-02
7.807986312307155785e+00,3.634770007868506903e-02,1.104234810580222159e-02
7.897733281414133444e+00,3.640929546024476715e-02,1.044782859860499645e-02
7.987480250521112879e+00,3.676885553316985161e-02,1.114706820201387741e-02
8.077227219628092314e+00,3.452101935828343071e-02,1.249554318894145061e-02
8.166974188735069973e+00,3.186145076568788065e-02,1.006366496934739743e-02
8.256721157842049408e+00,3.641562084802723448e-02,1.079587289012018739e-02
8.346468126949027067e+00,4.068304920872435615e-02,1.064282968962235350e-02
8.436215096056006502e+00,3.821910157756586157e-02,1.174175222652622079e-02
8.525962065162985937e+00,3.377525082012581420e-02,1.101878530485895027e-02
8.615709034269965372e+00,3.214767224175937160e-02,1.226248822551539476e-02
8.705456003376944807e+00,3.580790803909212477e-02,1.131218288608757880e-02
8.795202972483922466e+00,3.879434178276491840e-02,1.006265776977113315e-02
8.884949941590900124e+00,3.841012141120286189e-02,1.169542768617246736e-02
8.974696910697879559e+00,3.901444541472382649e-02,1.402532702248084767e-02
9.064443879804858994e+00,3.870737122560623938e-02,1.278405408890011426e-02
9.154190848911836653e+00,3.961373207040416039e-02,1.112160349816058817e-02
9.243937818018816088e+00,3.934772341257914557e-02,1.089538783551251278e-02
9.333684787125795523e+00,3.911556084613596052e-02,1.176011591396884139e-02
9.423431756232773182e+00,3.840363156480257334e-02,1.139691080487986556e-02
9.513178725339752617e+00,3.814786240032153053e-02,1.098829353378857725e-02
9.602925694446730276e+00,3.670340768944923421e-02,9.493216587825153638e-03
9.692672663553709711e+00,3.687854793603882048e-02,9.908824740405188652e-03
9.782419632660689146e+00,3.862907829932821224e-02,1.289127112590679469e-02
9.872166601767668581e+00,4.400485372345378648e-02,1.225213198516557182e-02
9.961913570874646240e+00,4.467770668675272172e-02,1.021052869336273872e-02
1.005166053998162567e+01,3.851218046204401418e-02,1.030085208150357916e-02
1.014140750908860333e+01,3.783808387453940075e-02,1.263611484378489129e-02
1.023115447819558277e+01,4.064222378116320866e-02,1.214825666428672596e-02
1.032090144730256220e+01,4.122847077850559649e-02,1.133582038438462648e-02
1.041064841640954164e+01,3.892528533164271026e-02,1.265542085625671713e-02
