Freq_rad_ps,VDOS_Li,VDOS_K
0.000000000000000000e+00,7.828812289844128830e-03,4.277292876812044398e-02
8.974696910697879670e-02,4.259803948768201530e-03,2.230192786872991356e-02
1.794939382139575934e-01,3.186778016161635318e-03,1.489455756613126784e-02
2.692409073209364179e-01,3.141902895921346896e-03,1.496065917558113932e-02
3.589878764279151868e-01,3.197954175391526637e-03,1.553091773751259091e-02
4.487348455348939558e-01,2.898363658453830243e-03,1.412081969594481713e-02
5.384818146418728357e-01,3.250505671585337576e-03,1.417771961541414855e-02
6.282287837488516047e-01,3.258016787376118162e-03,1.330756258463496565e-02
7.179757528558303736e-01,3.544055626713294924e-03,1.313863181912141610e-02
8.077227219628092536e-01,3.706424686982595206e-03,1.477822558492519756e-02
8.974696910697879115e-01,3.601064263125699789e-03,1.557386378090258421e-02
9.872166601767666805e-01,3.706409838054390993e-03,1.474382396051046248e-02
1.076963629283745671e+00,3.507383625058306531e-03,1.567100312325298353e-02
1.166710598390724440e+00,4.122310392947708783e-03,1.641066862545453517e-02
1.256457567497703209e+00,3.987274478994761243e-03,1.302710672812800417e-02
1.346204536604681978e+00,3.565676093368891873e-03,1.254385334185811017e-02
1.435951505711660747e+00,3.463708076894815406e-03,1.510738852459228218e-02
1.525698474818639516e+00,3.277758669009111971e-03,1.603493664960075824e-02
1.615445443925618507e+00,3.143245761604618587e-03,1.410293102140523953e-02
1.705192413032597054e+00,3.254809039926352156e-03,1.724169341013948031e-02
1.794939382139575823e+00,3.611136416888953947e-03,1.718858822106213852e-02
1.884686351246554592e+00,3.674146924562603223e-03,1.517828100955486044e-02
1.974433320353533361e+00,3.797187757369314444e-03,1.789877644545753016e-02
2.064180289460512352e+00,4.089913937801461195e-03,2.149858209264846054e-02
2.153927258567491343e+00,3.944169318083592425e-03,1.893138444154838368e-02
2.243674227674469890e+00,3.924411570886998310e-03,1.692980994715794288e-02
2.333421196781448881e+00,3.790343578005171774e-03,1.789381570277526201e-02
2.423168165888427428e+00,4.032942195094868509e-03,1.889572996998688595e-02
