Temperature_K,Enthalpy_eV_per_atom,Volume_A3
1438.0,-3.2012021994649498,7911.378111345213
1338.0,-3.235550740784977,7677.093309485672
1238.0,-3.269487203515862,7442.975624804111
1138.0,-3.3052364188487084,7194.961660426726
1038.0,-3.342321370505486,6977.279685975567
938.0,-3.378930927547982,6809.49909958682
