Mode_Index,Frequency_cm-1,Type,Participation_Ratio
0,184.6036903171516j,Real,0.005410509949221795
1,159.39954085259072j,Real,0.006132417884080281
2,149.87235268936274j,Real,0.00672059452862693
3,141.94567477674036j,Real,0.006602719084197393
4,136.61148840075913j,Real,0.008373024432878762
5,131.28348845781974j,Real,0.007108372274149513
6,128.97598514749922j,Real,0.008615966393980951
7,118.38178683751897j,Real,0.00816589493357439
8,109.00778890186531j,Real,0.015983878790915246
9,106.05688118389737j,Real,0.013909910316644281
10,104.7080705750007j,Real,0.010096723786729935
11,100.22026953844004j,Real,0.0077247138544785186
12,96.7699360802597j,Real,0.016513127616104458
13,95.31758358874788j,Real,0.02745541029885587
14,93.48258790921803j,Real,0.04004344529189953
15,92.16094195736837j,Real,0.028432763016800585
16,90.24616890502173j,Real,0.027175986517509992
17,85.04800146348043j,Real,0.056854226528100606
18,84.46422869551867j,Real,0.01647973073671083
19,80.11842217583074j,Real,0.0474931720688893
20,78.36442860427162j,Real,0.0349674953463299
21,77.65542738627305j,Real,0.10062172841234554
22,75.64323408530608j,Real,0.05689980077000613
23,74.00058626602889j,Real,0.10449265271207178
24,72.66119549848008j,Real,0.060513716839747836
25,72.17428939156076j,Real,0.07954238156010651
26,71.41482357193401j,Real,0.06580354506072372
27,70.22075779036787j,Real,0.11324812943920701
28,68.23355296040504j,Real,0.05209514151449509
29,66.30444279938698j,Real,0.1398539338907927
30,64.38760356500006j,Real,0.07587651551896046
31,64.04051377162617j,Real,0.133451241083934
32,63.570762610746684j,Real,0.15728095182437576
33,62.556069648133295j,Real,0.02261605335443483
34,61.575742137991796j,Real,0.09989925853777927
35,60.1006032314963j,Real,0.16544490653941338
36,57.12820934272911j,Real,0.09328834278025676
37,55.5640658514529j,Real,0.14385534709968076
38,54.25317981024147j,Real,0.20469832191345397
39,52.0764876728587j,Real,0.19898480841030197
40,51.39749890180029j,Real,0.18544984055362496
41,50.206919360066344j,Real,0.18536493708715066
42,50.10920568925793j,Real,0.30370659635088365
43,49.14473152860693j,Real,0.24321020727415485
44,48.37071575450522j,Real,0.2897898288270419
45,47.69343599909795j,Real,0.3225913690534247
46,47.55809136806117j,Real,0.1707513408467433
47,46.884525783165174j,Real,0.20656441234493447
48,46.35817067091685j,Real,0.2885581862105201
49,45.492889096203996j,Real,0.30212213719550857
50,45.31790080246327j,Real,0.22828898843913212
51,44.37164880657819j,Real,0.17193408961310586
52,43.74930394915961j,Real,0.24702414431605885
53,42.247783304108296j,Real,0.2657341104561994
54,41.867488413715634j,Real,0.24794667994035766
55,41.27858771214173j,Real,0.3368436500064584
56,40.28573258083094j,Real,0.2498528420662544
57,39.57303912915316j,Real,0.1876825739963197
58,38.06933922908703j,Real,0.3246484509999819
59,37.535982002639955j,Real,0.4292683655638293
60,37.27084781466929j,Real,0.4039521395803934
61,37.130899875910664j,Real,0.2679215007167426
62,36.53873787177447j,Real,0.30789845431872276
63,36.297071137219426j,Real,0.3091911744057494
64,34.95282980695256j,Real,0.4308638162006186
65,34.48396171841522j,Real,0.35761010810516874
66,34.23261253840753j,Real,0.39787483519109873
67,33.51008677847929j,Real,0.3871879895561971
68,32.46884678290183j,Real,0.24008535258478092
69,32.14715690076477j,Real,0.4597919233526658
70,31.352569057446523j,Real,0.31200917019789026
71,30.522862336601538j,Real,0.4729891791346974
72,29.735227185467206j,Real,0.41967117736337306
73,28.700765989208403j,Real,0.4034143405079169
74,27.887187838805673j,Real,0.39097504177270853
75,27.05653701937417j,Real,0.3669253487524859
76,25.975337504793494j,Real,0.4546411526407068
77,25.025935992621193j,Real,0.33993911109245556
78,24.270734604155166j,Real,0.45631546241635756
79,23.571976744952316j,Real,0.3165949072695824
80,22.64959065026246j,Real,0.4961361692050805
81,21.50146094193017j,Real,0.4192582294062605
82,20.402505634629538j,Real,0.4573158378172988
83,19.29284575602138j,Real,0.38373691680563443
84,19.122701512358123j,Real,0.3724344861681762
85,17.52445693085423j,Real,0.46101790334061
86,16.231091975284624j,Real,0.5563205187764235
87,15.636934336774573j,Real,0.3927088630386287
88,14.469118311538683j,Real,0.43895332269523124
89,12.176298655573103j,Real,0.4978591454876234
90,10.85341210558266j,Real,0.5000091365314026
91,8.954460722733707j,Real,0.4491541517425122
92,4.141522500699832j,Real,0.4735789480743975
93,0.282019742777017j,Real,0.9979132081657128
94,0.23725393070570502j,Real,0.9994075208779253
95,(0.30813000988118494+0j),Real,0.9987016896554929
96,(1.27728100627749+0j),Real,0.5074019861685397
97,(5.2793816242585265+0j),Real,0.512880499524269
98,(8.880119817904587+0j),Real,0.4682610709077522
99,(11.059186016768964+0j),Real,0.46287987707242745
100,(12.224833419906007+0j),Real,0.5370907117867684
101,(13.1935441700831+0j),Real,0.4937601948505385
102,(14.180108001379816+0j),Real,0.5210750616969934
103,(14.287256883264753+0j),Real,0.5124068843253731
104,(16.459042477341615+0j),Real,0.5192229496519782
105,(18.073826504989214+0j),Real,0.5098456256306009
106,(19.0448933045823+0j),Real,0.4865999423781113
107,(19.183351917224563+0j),Real,0.4126829554265886
108,(20.683501466383788+0j),Real,0.4823985559868695
109,(21.987632149149807+0j),Real,0.5778912553189783
110,(22.2216726918945+0j),Real,0.38380566993478527
111,(23.016253789578133+0j),Real,0.3627353751912777
112,(23.305115751907213+0j),Real,0.5237007967263723
113,(23.75175057354719+0j),Real,0.4446610726992658
114,(24.659113642744185+0j),Real,0.5082746282604617
115,(25.40725533658359+0j),Real,0.45063740965650084
116,(25.55224762069598+0j),Real,0.4965808660463548
117,(26.85055781976408+0j),Real,0.46807970703292134
118,(27.564408955202662+0j),Real,0.5001592505124268
119,(28.329612653692287+0j),Real,0.49532673408496075
120,(28.423066112442314+0j),Real,0.5024381518525702
121,(28.853753669779458+0j),Real,0.4472113590040036
122,(29.357218231657686+0j),Real,0.3842768579063202
123,(29.463614114756712+0j),Real,0.49568971520419486
124,(30.334078106617152+0j),Real,0.4054296914857255
125,(31.134572314986126+0j),Real,0.38143562683280485
126,(31.4044350861055+0j),Real,0.4653233287934074
127,(32.03442082609511+0j),Real,0.47285911053155827
128,(32.40719437357936+0j),Real,0.4354583058010409
129,(32.54845304915284+0j),Real,0.33364157936308175
130,(32.90331400924224+0j),Real,0.5562616655758784
131,(34.05327767987069+0j),Real,0.46172797195355597
132,(34.80798726927205+0j),Real,0.4944136651429142
133,(34.8840570875822+0j),Real,0.47653539939552464
134,(35.311999557012435+0j),Real,0.47074968638872056
135,(35.52173644387728+0j),Real,0.4493392919281117
136,(35.89554957502321+0j),Real,0.44916408795653523
137,(36.69159812029965+0j),Real,0.5765707598602487
138,(36.91978235544529+0j),Real,0.49903398778724184
139,(37.55319606044321+0j),Real,0.4577995411606608
140,(37.9628847534896+0j),Real,0.45715580265161243
141,(38.630985033059005+0j),Real,0.4761052467232593
142,(39.15323269559047+0j),Real,0.462911525101419
143,(39.32732536111511+0j),Real,0.4917941668275478
144,(39.97844400955752+0j),Real,0.5243910994393128
145,(40.65360149752491+0j),Real,0.5697404182941598
146,(40.822052422598674+0j),Real,0.4391491387737052
147,(40.985352742630795+0j),Real,0.4847849035663622
148,(41.78873215556038+0j),Real,0.38813952956678066
149,(42.68187113512445+0j),Real,0.5506385160268688
150,(42.8733825407945+0j),Real,0.42045184770824645
151,(43.037074805796+0j),Real,0.5429922827180774
152,(43.15107532742649+0j),Real,0.4378029321578858
153,(43.866573643447644+0j),Real,0.5264313020549963
154,(44.239000234661354+0j),Real,0.5425990089664142
155,(44.522642397010635+0j),Real,0.39862076811257663
156,(44.97910183827086+0j),Real,0.3794967037622248
157,(45.56871737220475+0j),Real,0.5209237488790335
158,(45.946309325060696+0j),Real,0.551266038336601
159,(46.22880110144294+0j),Real,0.4879839115258804
160,(46.46401845360584+0j),Real,0.481882734077709
161,(46.94497923896332+0j),Real,0.5045174039976492
162,(47.227883317073+0j),Real,0.4848031333949139
163,(47.7778110024006+0j),Real,0.5098106919859
164,(47.94016903361085+0j),Real,0.5919035567317292
165,(48.58587166782853+0j),Real,0.5077817711163297
166,(48.77063734380088+0j),Real,0.458118956993592
167,(49.157308993616944+0j),Real,0.514488662506975
168,(49.2158702033164+0j),Real,0.5082610435154737
169,(49.68462026118007+0j),Real,0.544013199140949
170,(50.191270795885224+0j),Real,0.47042401097867326
171,(50.41369525714192+0j),Real,0.5690334744893938
172,(50.74836183894427+0j),Real,0.5274993068553858
173,(51.07946327494941+0j),Real,0.48796039346474324
174,(51.570300092892985+0j),Real,0.48047707794662897
175,(52.00033074118826+0j),Real,0.44428780487849623
176,(52.262581354422835+0j),Real,0.45871479955022487
177,(52.702389230556534+0j),Real,0.46442119425107087
178,(52.91934977895653+0j),Real,0.45006191841701326
179,(52.97090180029307+0j),Real,0.5480677517743081
180,(53.74270286548982+0j),Real,0.5547721909753061
181,(53.778686662441+0j),Real,0.4331629215307274
182,(54.13047235914563+0j),Real,0.4720738124102893
183,(54.56360596200526+0j),Real,0.43749534788498246
184,(54.98911475679674+0j),Real,0.4572416543320844
185,(55.20289315015627+0j),Real,0.4837656717729126
186,(55.67902084358883+0j),Real,0.407032404452104
187,(56.01361154872001+0j),Real,0.5018830795611091
188,(56.40191841568738+0j),Real,0.5010226805353579
189,(56.502855038714095+0j),Real,0.5271103656365275
190,(56.96925726393347+0j),Real,0.5430630800774578
191,(57.580872446575675+0j),Real,0.49239472561930453
192,(57.98239780266122+0j),Real,0.5088802774694745
193,(58.397576356869514+0j),Real,0.4673129059150887
194,(58.96305624746904+0j),Real,0.46538775009617905
195,(59.250207157800695+0j),Real,0.5072647237214586
196,(59.49562883634238+0j),Real,0.46544536721385543
197,(59.68339135623934+0j),Real,0.5632504171154434
198,(59.927979252077314+0j),Real,0.4416943316686599
199,(60.21492263070736+0j),Real,0.42518734355559507
200,(60.973033206636686+0j),Real,0.5351216238693333
201,(61.176789602834816+0j),Real,0.4863816896633295
202,(61.6583307815331+0j),Real,0.25134485855475364
203,(62.15514867871201+0j),Real,0.5510753448625402
204,(62.838407791141556+0j),Real,0.5187961838612952
205,(63.0649190919305+0j),Real,0.5227286444130667
206,(63.17363141036182+0j),Real,0.5049164416122315
207,(63.58505627411018+0j),Real,0.5582678892511883
208,(64.02257130921191+0j),Real,0.5333823837015585
209,(64.14005301560415+0j),Real,0.507722025914542
210,(64.63032561805467+0j),Real,0.4640731834803001
211,(65.14137145277212+0j),Real,0.5261882904663677
212,(65.20775975865718+0j),Real,0.5438127913859574
213,(65.77277608329437+0j),Real,0.4931567243165947
214,(65.96246073210537+0j),Real,0.5610407814477992
215,(66.3784969827439+0j),Real,0.5603914658652663
