U-Cl,,U-U,,K-U,,K-Cl,,K-K,,Cl-Cl,
2.756618401,9.147828183,5.130105278,0.741419526,4.242097995,1.529788674,2.873451065,2.24172136,4.763615328,1.353031581,3.568885624,1.457306277
2.769447275,9.03006424,5.167451447,0.743434384,4.260434262,1.570667102,2.883901731,2.297085582,4.789181918,1.365076413,3.595512066,1.498249407
2.775361091,8.927365412,5.204177896,0.716478209,4.277103595,1.608560119,2.892182887,2.348398907,4.839130435,1.39091419,3.619641823,1.535774845
2.777121396,8.779664531,5.240885898,0.700836543,4.293772929,1.645075038,2.900965196,2.404656504,4.908695652,1.38194055,3.640447239,1.564533467
2.791499669,8.633169447,5.277789348,0.722652774,4.312109196,1.68394374,2.911035324,2.452372477,4.986956522,1.37296691,3.671450317,1.589864953
2.801397773,8.502949571,5.314156811,0.75854241,4.332112396,1.725568171,2.923692405,2.505555593,5.030434783,1.36399327,3.710403861,1.614759536
2.807800902,8.397076375,5.350831071,0.763595725,4.350448663,1.764609135,2.933503418,2.547413832,5.064115396,1.348251886,3.743719265,1.636167197
2.816318728,8.300438183,5.387533283,0.751504828,4.369023063,1.801271173,2.945785195,2.588133392,5.100149467,1.340126404,3.781910383,1.656565657
2.822901562,8.198874088,5.424221005,0.748301478,4.387121197,1.842805905,2.95246463,2.63251099,5.142667818,1.330662607,3.834060366,1.665544332
2.831662894,8.099158228,5.460920389,0.737945136,4.404346175,1.878861302,2.964090983,2.67423447,5.195652174,1.31912507,3.868833525,1.665544332
2.838977336,7.985898855,5.497610071,0.733539678,4.420459864,1.918591939,2.973313041,2.715227331,5.247713156,1.306572943,3.912309731,1.656565657
2.84289191,7.861576491,5.534291327,0.734302092,4.43879613,1.957230958,2.988259586,2.763030909,5.343478261,1.30117779,3.975092025,1.633948174
2.847921366,7.746756974,5.570986882,0.726294784,4.462133197,1.99217929,3.006708818,2.802506127,5.462805992,1.28936604,4.010461184,1.606182559
2.853047856,7.653040349,5.607707203,0.703097062,4.490471064,2.028513886,3.039967905,2.829268898,5.493295342,1.284613657,4.04716127,1.580827263
2.856290628,7.546979159,5.644420248,0.684362503,4.52492102,2.065373123,3.075139779,2.842959309,5.539505763,1.244628091,4.083861051,1.555753693
2.860766395,7.44729217,5.681115419,0.676590098,4.550480665,2.089752336,3.107910258,2.832617141,5.630434783,1.238362311,4.118897224,1.527618705
2.865063943,7.311562448,5.717811229,0.668426187,4.573817732,2.149074069,3.149650233,2.781725579,5.742926894,1.218571924,4.153937675,1.495547907
2.869338001,7.228976745,5.751215896,0.633502573,4.607156399,2.180315519,3.167888516,2.740473427,5.839130435,1.168816601,4.178421601,1.45466509
2.874177257,7.018127589,5.78129254,0.594439573,4.633827333,2.184849491,3.186185155,2.698354033,5.94004901,1.138901231,4.2073586,1.422794902
2.880323522,6.918163665,5.814698455,0.558750349,4.7557516,2.186537884,3.201627819,2.65218604,5.976360979,1.124336196,4.249309602,1.393906241
2.884773621,6.820783935,5.851434862,0.525686689,4.797186801,2.15970815,3.220516374,2.614669694,6.011376092,1.106686084,4.294107726,1.359672736
2.885950487,6.714783955,5.886505337,0.491731332,4.833859335,2.141257963,3.232729605,2.582469822,6.052173913,1.081323612,4.330806826,1.335225222
2.890632303,6.60447746,5.918251147,0.451576401,4.857196402,2.134256519,3.242705657,2.554998535,6.10308234,1.056212502,4.367509124,1.307835241
2.896035127,6.482106339,5.951657715,0.415486971,4.952211603,2.069344394,3.252980428,2.524668487,6.150324952,1.03929238,4.404219755,1.272776066
2.902175267,6.347301262,6.008344221,0.41832618,5.0399348,1.995205817,3.26167726,2.494553967,6.193121201,1.032044624,4.44093025,1.237842103
2.905711904,6.234777918,6.045028413,0.417287669,5.127239604,1.904549896,3.2842825,2.421949579,6.224801541,1.022228868,4.477634214,1.208918284
2.914581631,6.108962051,6.078429501,0.384559386,5.163912138,1.868364526,3.310447496,2.350153122,6.254814495,1.014055589,4.514336205,1.181810029
2.919043253,5.985513025,6.111843702,0.34378813,5.200584672,1.856295872,3.330080997,2.287332137,6.333181652,0.979746067,4.551049745,1.144074461
2.924171012,5.88892375,6.148086067,0.341027245,5.237257206,1.844383821,3.350991123,2.229542613,6.369864151,0.966658392,4.570598713,1.123796932
2.93100649,5.763609168,6.18517772,0.362789764,5.267262006,1.817999137,3.372067058,2.179636683,6.401544491,0.952039042,4.60443306,1.105931957
2.935589239,5.621775263,6.22187145,0.355901043,5.324640043,1.752565529,3.39047658,2.116826324,6.459903013,0.931827449,4.641128792,1.084583424
2.941268515,5.555708288,6.255239188,0.343627575,5.400616674,1.69650562,3.405538859,2.065488173,6.497919421,0.915804172,4.677823129,1.064519052
2.951531334,5.346012001,6.301982532,0.308957475,5.420619874,1.683345432,3.420601762,2.013576458,6.523263693,0.904619685,4.714515628,1.046146524
2.953261272,5.267015325,6.350104248,0.281105999,5.487297208,1.617397248,3.433987926,1.970268664,6.56995051,0.890426597,4.751208878,1.027082353
2.965221652,5.05157493,6.375394129,0.280377116,5.522302809,1.581165366,3.445698287,1.934704447,6.604780357,0.881562435,4.787893353,1.016092822
2.983508913,4.715607823,6.405429433,0.266669038,5.553974542,1.542627149,3.457416597,1.891827294,6.643315508,0.872958983,4.82459344,0.990737525
3.001397045,4.243710273,6.442097412,0.275574766,5.587313209,1.504772293,3.470801047,1.8500968,6.679998007,0.865919796,4.861284852,0.973364452
3.028095155,3.839234639,6.478755135,0.290770683,5.623985743,1.469996342,3.484186899,1.807075789,6.716680506,0.853562111,4.897965039,0.966321314
3.045943558,3.457224701,6.515411156,0.307010615,5.65732441,1.435412729,3.497568076,1.768356504,6.753363005,0.840422294,4.919642316,0.959747719
3.081531106,2.94039576,6.552066113,0.323903056,5.690663077,1.401328503,3.510947383,1.731357911,6.790045504,0.831975268,4.981577651,0.940073856
3.108229217,2.535920127,6.602099238,0.31682787,5.727335611,1.368426556,3.524324819,1.696080008,6.815056299,0.826930517,5.032067146,0.938536664
3.15264661,2.041569296,6.627097628,0.324436439,5.764008145,1.337315092,3.539374317,1.65649991,6.883419138,0.815832065,5.086674649,0.947250281
3.205913711,1.52475277,6.697187734,0.348824868,5.800680678,1.311308856,3.556091203,1.616919345,6.920472168,0.808911066,5.138814875,0.965207632
3.250291374,1.120289552,6.736393801,0.376182946,5.837353212,1.280447956,3.571136494,1.581210802,6.94177766,0.804131371,5.208351437,0.974186308
3.305669096,0.82819361,6.772058615,0.38676488,5.874025746,1.244210385,3.586180849,1.546362604,7.043488225,0.792086538,5.312622131,1.019079686
3.356577268,0.648454079,6.808728432,0.394543072,5.910698279,1.213083262,3.641896792,1.416801622,7.080170724,0.793807229,5.451685499,1.046015713
3.414035871,0.512384009,6.84538053,0.413189458,5.98070948,1.143241711,3.720362518,1.228333179,7.10017936,0.793807229,5.686443352,1.01010101
3.453051469,0.444329589,6.872148629,0.448694332,6.025716681,1.10006781,3.90319561,1.02188819,7.195652174,0.789680314,5.799507344,0.962962963
3.489348609,0.39080626,6.896968206,0.48346845,6.057388414,1.059420685,4.025090841,0.878275768,7.258695652,0.794167134,5.964745709,0.902356902
3.526659004,0.345784077,6.931662963,0.537351272,6.090727081,1.024541269,4.103420013,0.815438323,7.330278673,0.80068999,6.1560176,0.884399551
3.563969573,0.300370169,6.975152906,0.587226756,6.124065748,0.991615649,4.147249504,0.785660146,7.356956854,0.80068999,6.329912668,0.857463524
3.599577744,0.271642554,7.008435072,0.627437396,6.160738282,0.966370051,4.183954628,0.764845143,7.439130435,0.798653954,6.414679561,0.850729517
3.63518496,0.245075022,7.038386888,0.664935471,6.197410816,0.941303427,4.220657882,0.745750831,7.517391304,0.798653954,6.508360552,0.8394231
3.688687317,0.211187958,7.070004406,0.703466184,6.23408335,0.913605888,4.257359775,0.72790793,7.639130435,0.816601234,6.575507863,0.848484848
3.723347699,0.19628322,7.113920288,0.752858146,6.270755883,0.884749494,4.294058438,0.713037131,7.752173913,0.848008974,6.668374966,0.849718255
3.760646841,0.176723159,7.191541822,0.814961246,6.307428417,0.847154706,4.33075251,0.702389847,7.847826087,0.879416713,6.70537507,0.85507104
3.797941654,0.166956222,7.22818197,0.840936614,6.344100951,0.810342928,4.367113394,0.69147673,7.927202976,0.919417622,6.7417117,0.85738745
3.835234562,0.16149826,7.263140253,0.875792263,6.380773484,0.783710283,4.534640836,0.656069565,7.966108657,0.933756708,6.778381002,0.860361219
3.872528856,0.152906498,7.29143398,0.907587473,6.417446018,0.766003956,4.572394596,0.650562329,,,6.815048944,0.864587102
3.909822111,0.146665086,7.361394778,0.95017005,6.454118552,0.753308894,4.604263655,0.647385137,,,6.851715184,0.870378126
3.947114154,0.143165748,7.398053054,0.965026663,6.490791086,0.743980776,4.712291421,0.653742061,,,6.947097221,0.893378227
3.984406543,0.138882961,7.421359631,0.987616473,6.527463619,0.731395336,4.837703738,0.641867097,,,7.040533013,0.909090909
4.021700318,0.131466374,7.469944343,1.058104623,6.564136153,0.719295362,4.874383528,0.644359633,,,7.147013618,0.920314254
4.058989937,0.133451186,7.531180582,1.126565233,6.600808687,0.705794918,4.911063998,0.646226464,,,7.21655018,0.929292929
4.096277478,0.140136697,7.564469755,1.162478013,6.637481221,0.69102376,4.947743107,0.649344706,,,7.268692845,0.945005612
4.133566751,0.142904959,7.59108198,1.20293103,6.674153754,0.678391339,4.984423577,0.651211536,,,7.333882762,0.953984287
4.170856543,0.144498046,7.612695898,1.241021665,6.710826288,0.671020747,5.021101667,0.655268337,,,7.393360184,0.970077655
4.208145643,0.147658033,7.640978978,1.279347188,6.747498822,0.665685982,5.044438905,0.660945285,,,7.436692968,0.976964278
4.245435608,0.148859395,7.67762219,1.303443329,6.784171355,0.657845584,5.087782857,0.668389455,,,7.538153121,0.974186308
4.282723669,0.154369732,7.714271785,1.323624416,6.820843889,0.646403339,5.164463949,0.685574854,,,7.629854311,0.96966548
4.320012249,0.158704893,7.750919082,1.345214923,6.857516423,0.638719542,5.227805945,0.702763995,,,7.691797193,0.976659044
4.35730031,0.16421523,7.78756689,1.366492225,6.894188957,0.634167787,5.351826233,0.733357504,,,7.807625593,0.992143659
4.39458889,0.168550391,7.824237678,1.373675329,6.93086149,0.628206614,5.387833254,0.741200011,,,7.885835932,1.019079686
4.43187747,0.172885553,7.860920466,1.373498131,6.967534024,0.636856412,5.424504882,0.751201017,,,7.958361809,1.051778053
4.46916657,0.17604554,7.897580785,1.387101925,7.004206558,0.625210584,5.46117549,0.762140581,,,7.980032793,1.050995482
4.50645238,0.186648301,7.934220422,1.413390498,7.040879092,0.625200288,5.497844398,0.774644409,,,,
4.543737671,0.198426237,7.9692072,1.430769341,7.077551625,0.629731452,5.534505995,0.793874575,,,,
4.581024173,0.207462098,,,7.097554825,0.63379749,5.571171502,0.809506932,,,,
4.618310503,0.216889684,,,7.20423856,0.64676551,5.60783837,0.823887878,,,,
4.655595101,0.23023452,,,7.389268162,0.669890669,5.644505408,0.838112397,,,,
4.692882123,0.238095206,,,7.477615629,0.694191385,5.681172105,0.852649769,,,,
4.730164297,0.256924192,,,7.51262123,0.697647683,5.717837443,0.868438553,,,,
4.767448202,0.271835927,,,7.695567165,0.751629251,5.75450397,0.883132352,,,,
4.804355686,0.286181573,,,7.787665233,0.782166896,5.791168117,0.90001612,,,,
4.828455895,0.301519301,,,7.824337767,0.78823798,5.827830315,0.918693579,,,,
4.914546698,0.338493318,,,7.8610103,0.80161716,5.864493011,0.936912187,,,,
4.942567063,0.347561844,,,7.894348967,0.817420693,5.901148657,0.961617278,,,,
5.011482723,0.382082047,,,7.931021501,0.836586878,5.924478754,0.973864136,,,,
5.043924302,0.395647325,,,7.977695635,0.855385907,6.0144672,1.020245397,,,,
5.086047244,0.419348293,,,,,6.041126755,1.037382254,,,,
5.117397318,0.437095868,,,,,6.181340127,1.128933017,,,,
5.15213908,0.451124437,,,,,6.355155684,1.218620674,,,,
5.204169966,0.469976265,,,,,6.529039518,1.245492833,,,,
5.24534036,0.507598299,,,,,6.702952615,1.245444063,,,,
5.28261959,0.533086609,,,,,6.798604818,1.245417239,,,,
5.319902284,0.550740419,,,,,6.874606206,1.233995496,,,,
5.357182553,0.573878379,,,,,7.033455776,1.182535901,,,,
5.394459707,0.604067388,,,,,7.259601325,1.128630645,,,,
5.431735821,0.636606746,,,,,7.433563191,1.083713662,,,,
5.469013493,0.665620581,,,,,7.729283733,1.020815254,,,,
5.506291339,0.69424269,,,,,7.79886848,1.002848461,,,,
5.543569358,0.722473074,,,,,7.86846298,0.975908025,,,,
5.580847723,0.749920008,,,,,7.938698934,0.957760941,,,,
5.618126088,0.777366942,,,,,7.972052848,0.952068095,,,,
5.655405838,0.801680077,,,,,,,,,,
5.692683684,0.830302186,,,,,,,,,,
5.729961876,0.858140845,,,,,,,,,,
5.767237817,0.891071929,,,,,,,,,,
5.80451168,0.928703712,,,,,,,,,,
5.84130579,0.956066365,,,,,,,,,,
5.879063563,0.99456588,,,,,,,,,,
5.916341408,1.023187989,,,,,,,,,,
5.953619254,1.051810098,,,,,,,,,,
5.990900043,1.073772883,,,,,,,,,,
6.028181178,1.094952218,,,,,,,,,,
6.065462487,1.115739828,,,,,,,,,,
6.09257768,1.127432277,,,,,,,,,,
6.14088828,1.144791376,,,,,,,,,,
6.185067296,1.189766221,,,,,,,,,,
6.229256245,1.212269162,,,,,,,,,,
6.28228497,1.234778312,,,,,,,,,,
6.346368382,1.246059269,,,,,,,,,,
6.414568982,1.269932944,,,,,,,,,,
6.451858082,1.27309293,,,,,,,,,,
6.489144931,1.281345342,,,,,,,,,,
6.526434896,1.282546704,,,,,,,,,,
6.563730402,1.271212867,,,,,,,,,,
6.601023137,1.26614663,,,,,,,,,,
6.638318989,1.254029343,,,,,,,,,,
6.675614149,1.243478956,,,,,,,,,,
6.712904287,1.244288593,,,,,,,,,,
6.750195984,1.241572706,,,,,,,,,,
6.787489412,1.234939569,,,,,,,,,,
6.824783706,1.226347807,,,,,,,,,,
6.862077307,1.219322945,,,,,,,,,,
6.899366233,1.222874656,,,,,,,,,,
6.936659661,1.216241519,,,,,,,,,,
6.973952224,1.211567007,,,,,,,,,,
7.011248595,1.198274545,,,,,,,,,,
7.048547218,1.179889659,,,,,,,,,,
7.085844974,1.163463398,,,,,,,,,,
7.123140826,1.151346112,,,,,,,,,,
7.160433735,1.145888149,,,,,,,,,,
7.197727855,1.137688112,,,,,,,,,,
7.235023188,1.126746001,,,,,,,,,,
7.272313673,1.126772188,,,,,,,,,,
7.309607793,1.118572151,,,,,,,,,,
7.346902087,1.109980389,,,,,,,,,,
7.384197593,1.098646552,,,,,,,,,,
7.421492406,1.088879615,,,,,,,,,,
7.45878618,1.081463028,,,,,,,,,,
7.494383374,1.077570775,,,,,,,,,,
7.516420565,1.073277275,,,,,,,,,,
7.564131987,1.055903204,,,,,,,,,,
7.643699906,1.033487171,,,,,,,,,,
7.758626929,1.011095968,,,,,,,,,,
7.847034624,0.988686142,,,,,,,,,,
7.917752835,0.988735803,,,,,,,,,,
7.997310821,0.988791673,,,,,,,,,,
