Temperature_K,Enthalpy_eV_per_atom,Volume_A3
1250.0,-3.217965811286853,8376.476844856265
1150.0,-3.2503308738314294,8190.551274897639
1050.0,-3.2865845485116263,7900.970089173457
950.0,-3.320284542630157,7724.409841909621
850.0,-3.3561049198494493,7497.89029595566
750.0,-3.3915491160986955,7287.087862238863
