Step,Volume_A3,P_yz_eV_A3,P_xz_eV_A3,P_xy_eV_A3,J_Na_x,J_Na_y,J_Na_z,J_Cl_x,J_Cl_y,J_Cl_z,J_Mg_x,J_Mg_y,J_Mg_z
45060,7538.604513934058,-9.149011e-06,0.0003028835,0.00070657773,-2.5302197915085785,-2.679041627086094,-3.9148467994984237,11.659915387196957,-3.7905649696395347,2.8662865614458246,-7.47213673338442,14.584981908688132,-13.151825438938493
45065,7538.604513934058,0.00023640526,0.00037689594,0.0008906252,-3.0861494486895458,-1.7532869436955432,-4.01081079958583,10.286947622869189,-4.3799937285576185,6.424148113495696,-5.543239510341979,14.248655922319086,-16.613722746159574
45070,7538.604513934058,0.00035702437,0.000432359,0.0011249782,-3.3364819954046174,-1.0593056466942423,-3.6077410430609014,8.25792298430256,-4.309601591715418,8.853840826537423,-3.263882272895304,13.48428258732492,-19.44648534289542
45075,7538.604513934058,0.00033361005,0.0004680119,0.0013260691,-3.321835332423367,-0.5911005731801158,-2.6966711861988877,6.144298908717341,-3.7050481652814202,9.806616395953617,-1.164905101865176,12.411523946813027,-21.310330487286656
45080,7538.604513934058,0.00022078706,0.0004836994,0.0014128998,-3.090076601845473,-0.30693460355186586,-1.311784435280675,4.256861944924915,-2.664522867297864,8.916995450837266,0.49077331524281664,11.086832461810623,-21.805596143743124
45085,7538.604513934058,9.124122e-05,0.00047213887,0.0013680296,-2.6629531725372058,-0.15848831460252244,0.47181888792449556,2.490191299517485,-1.3499757188993078,5.929622803928182,1.8303202216553964,9.62383872423852,-20.601827023777396
45090,7538.604513934058,-2.518648e-05,0.00043548376,0.0012379732,-2.0310787725280957,-0.10680862905073196,2.531469123966713,0.47087062315959227,-0.005683027954594522,0.8582596961866988,3.2177665360137806,8.227866648992126,-17.590114480489383
45095,7538.604513934058,-0.00014590162,0.00039707703,0.0010855896,-1.1755133772418471,-0.12168188254517709,4.7025699241761005,-2.0936185408771966,1.0609988330497213,-5.866160714525212,4.926690203886804,7.176057911017051,-13.036794902226637
45100,7538.604513934058,-0.00029053458,0.0003820407,0.0009428886,-0.10000870996341017,-0.1679666084474718,6.809594037881947,-5.14794890858493,1.5503271820297844,-13.390757360537675,6.9055158364859865,6.7330137712899125,-7.619222244568908
45105,7538.604513934058,-0.00044311542,0.00038613562,0.0007914444,1.1517536425420563,-0.18691802989096118,8.709183056996448,-8.322536491775182,1.3145934761622318,-20.694781610658303,8.828341091975428,6.9876990104577965,-2.214786856283415
45110,7538.604513934058,-0.00055423763,0.00038019253,0.0005859608,2.5080720004810733,-0.08684606499636804,10.318779881182603,-11.171718050942108,0.47750903194840255,-26.912932983265577,10.32120405449646,7.7247116837144825,2.393767439038977
45115,7538.604513934058,-0.0005689458,0.00034389243,0.00030878704,3.8938238627054975,0.24282126385278857,11.618089447086572,-13.363673808564172,-0.589178556107659,-31.494878053889998,11.127407982679557,8.461731846376278,5.676402963442281
45120,7538.604513934058,-0.0004484793,0.00028114332,3.1387326e-06,5.242798818772238,0.8976329044502602,12.63091941830255,-14.744929698093884,-1.429983193360977,-34.22696706867938,11.159688629977296,8.647724698928137,7.395662031535661
45125,7538.604513934058,-0.00018060098,0.00021266133,-0.00024766618,6.497249289403365,1.9273756675296723,13.402054789029826,-15.340302335321113,-1.6983179211553274,-35.18851974631,10.500611016839372,7.886316998760955,7.586079375489984
45130,7538.604513934058,0.00020481896,0.00016182874,-0.00036975453,7.6098885278500825,3.323803659038644,13.980874032798347,-15.299889630929911,-1.2727624297009807,-34.67241014937485,9.347559630368462,6.064333425690345,6.4911504429846305
45135,7538.604513934058,0.0006241885,0.00013958807,-0.00034094325,8.549765320491455,5.018252784296602,14.41427366609907,-14.771168410244066,-0.2338841539646328,-33.146374611999136,7.878961592079262,3.331006105721097,4.531715565994938
45140,7538.604513934058,0.0009696233,0.00014742311,-0.00020336965,9.30288054297339,6.8814030855914154,14.742275664413068,-13.752705952753807,1.2792854772572761,-31.22793572148678,6.107383847334543,-0.04531406753703848,2.28527449233746
45145,7538.604513934058,0.0011736404,0.00019102062,-3.961986e-05,9.867001336390196,8.73774924673981,14.992853140133164,-12.09131942018315,3.143642136813771,-29.46712161264189,3.881876883194903,-3.766016961685457,0.2738827481543309
45150,7538.604513934058,0.001239151,0.00026283346,7.3209114e-05,10.248331917946736,10.403156515466806,15.183946897761714,-9.687034231433383,5.174642068094119,-28.026138897684383,1.0962615137028964,-7.46242408593644,-1.3581936274904978
45155,7538.604513934058,0.0012080513,0.00032248648,9.8137134e-05,10.462710097194162,11.728447823677387,15.33539509142549,-6.73215123119294,7.089283282758819,-26.674630909951915,-2.0729996808953244,-10.702356422198864,-2.8611497347129147
45160,7538.604513934058,0.001116715,0.000320603,4.5002267e-05,10.532633365519679,12.626500312625838,15.474061418998033,-3.755337828682195,8.573895296514205,-25.08602100170286,-5.119736442830205,-13.085020868095675,-4.588426200692147
45165,7538.604513934058,0.000974317,0.00023385276,-4.4789256e-05,10.476546836749868,13.08027135439025,15.615743005099219,-1.4028932872089621,9.362501772292791,-23.08099878753022,-7.416094279528212,-14.327398450996775,-6.735130285921577
45170,7538.604513934058,0.0007726374,7.313457e-05,-0.0001232411,10.305623516278823,13.138791947415855,15.735516364340882,-0.14210728871253142,9.31710326321749,-20.6551144157322,-8.505957302150225,-14.340520488020779,-9.280788100198214
45175,7538.604513934058,0.0005101667,-0.00012745516,-0.00015574273,10.039250907966878,12.898002751725842,15.757852679423493,-0.12768537781371325,8.507370373399084,-17.87536009133077,-8.254006932468062,-13.289998493341777,-12.082878105070511
45180,7538.604513934058,0.00020534848,-0.00032678124,-0.00012686427,9.722973751368366,12.463985250798403,15.583606027655446,-1.2696054231338616,7.199750708901178,-14.843426114476864,-6.795809531330039,-11.54836139818763,-14.940565369001947
45185,7538.604513934058,-0.00010631072,-0.00049247814,-3.3856795e-05,9.420807060929608,11.916883699997385,15.134739297812597,-3.371952150176324,5.72969372183374,-11.771473143983192,-4.391296183028632,-9.531202876528187,-17.563651705951152
45190,7538.604513934058,-0.00038442272,-0.00060865295,0.00011909703,9.177006695117004,11.300383140789023,14.380118287779009,-6.200548730513351,4.3768514358829105,-9.01733567435296,-1.3188991170976312,-7.561860302516655,-19.563168552359514
45195,7538.604513934058,-0.00059679186,-0.0006702907,0.0003142999,8.980534614426098,10.640193679760527,13.330087414443668,-9.453628723999952,3.3273450072786916,-6.984978486906059,2.130653486237547,-5.85216462183853,-20.545494620198106
45200,7538.604513934058,-0.00072430767,-0.0006719615,0.0005067985,8.771599268166348,9.969407077628967,12.021782817288408,-12.743790198498708,2.678566809458373,-5.964524070985516,5.6297506175102665,-4.532599968619981,-20.257644413072804
45205,7538.604513934058,-0.00075694994,-0.00060134084,0.00062448776,8.486942860796582,9.333575628258954,10.513484626001922,-15.665561445136646,2.451140630026968,-6.033960229239185,8.836178558776421,-3.6693424954963145,-18.679909891091548
45210,7538.604513934058,-0.00069479644,-0.00044386266,0.00059128064,8.107386635125614,8.771152793311016,8.881732056344227,-17.91537871510367,2.6320441395467618,-7.076404357993327,11.465552162655651,-3.287823718669463,-16.005713107916627
45215,7538.604513934058,-0.000556005,-0.00019709174,0.0003721548,7.678964920957107,8.290946619852006,7.208365811971203,-19.386068937851768,3.224229984497784,-8.880478345800313,13.364663948163212,-3.3998032658735635,-12.528273243388929
45220,7538.604513934058,-0.00037121886,0.00011163712,1.7058046e-05,7.2962031005157355,7.867487585537132,5.558615472303538,-20.141175093022994,4.225258819507276,-11.236457243574863,14.50253163486937,-3.977373019609151,-8.522544380045536
45225,7538.604513934058,-0.00016189997,0.0004213537,-0.00034842774,7.053551775236293,7.453678240062257,3.9647492321649445,-20.285084441190648,5.55543128681561,-13.944616504870668,14.889092272285918,-4.893736537293812,-4.22051851831299
45230,7538.604513934058,7.050616e-05,0.00066684105,-0.00059218693,6.99414450940126,6.99807545099375,2.4261854716472264,-19.885219113875003,7.0554756703112105,-16.761601891439952,14.54863410368139,-5.938178148101363,0.13503030278564676
45235,7538.604513934058,0.00032853973,0.00081089005,-0.0006400816,7.096008922162905,6.462577504256299,0.9235918131156033,-19.00205411849597,8.539976647334559,-19.382146102600394,13.563604705217728,-6.887181663448072,4.258168276616682
45240,7538.604513934058,0.00059093063,0.00084860227,-0.0004930664,7.308857187410789,5.842447333917701,-0.5639702275390617,-17.757996097713793,9.779634669137376,-21.47031127045777,12.10669836073808,-7.506709634885558,7.833895630595118
45245,7538.604513934058,0.00080492266,0.0007976486,-0.00022014156,7.602320636854625,5.179608198542524,-2.049496613995575,-16.35313646861791,10.454633265857439,-22.714995907916474,10.408375365593344,-7.518868846945045,10.564106709744857
45250,7538.604513934058,0.00091267243,0.0006870659,5.7390134e-05,7.972884808246686,4.553918230766979,-3.5365676718062558,-14.973337660970312,10.25111674366255,-22.89950098903538,8.65801219284836,-6.6896621634176,12.235682997302257
45255,7538.604513934058,0.0008771368,0.000548587,0.00020591912,8.407964856409173,4.0546371673202914,-5.017802981098885,-13.681979335390814,9.077986818602053,-21.917899608088575,6.931573961780624,-5.017251225561997,12.735316944624111
45260,7538.604513934058,0.00068283844,0.00041975145,0.00014258313,8.850283509587694,3.752260358012248,-6.4714475578723984,-12.407936723110787,7.178317502557746,-19.710958091389713,5.2152126838692805,-2.815205393863655,11.9820192778597
45265,7538.604513934058,0.0003369062,0.00033288533,-0.00013037452,9.188277532904841,3.685545172532697,-7.863230243393719,-11.007184919502063,5.0115285140702515,-16.2312009090969,3.4764672250377346,-0.581701497135148,9.894044672185311
45270,7538.604513934058,-0.00010829715,0.00028132173,-0.0005502331,9.266374783099177,3.8618385930871266,-9.15733767515967,-9.322535448781448,2.993772203363025,-11.525635337402877,1.7137204620295536,1.2597616135655676,6.4825864000912885
45275,7538.604513934058,-0.00056254625,0.00022756071,-0.0010349805,8.90964869184732,4.262546782932445,-10.33241705985829,-7.215104001879031,1.2556575315049643,-5.8781495731495115,-0.03698484085257103,2.5971683463041684,2.010179670311966
45280,7538.604513934058,-0.00095395744,0.00015272475,-0.0014942815,7.9667483073416,4.8502426304015955,-11.396253099746263,-4.670467852443062,-0.3894712976814647,0.14667273122866487,-1.638720627391054,3.6546011386464654,-2.950806614518176
45285,7538.604513934058,-0.0012510197,5.6304045e-05,-0.0018473439,6.364960288991693,5.577354615282649,-12.392628475377297,-1.9519065192800111,-2.2287923444653472,5.802051505796388,-2.755493961664656,4.766810252972567,-7.609810317907493
45290,7538.604513934058,-0.0014339336,-7.435537e-05,-0.0020452116,4.154076688237956,6.3940771833344225,-13.391892401746464,0.4768205255894351,-4.393115507560452,10.350675443906205,-2.973337267828219,6.11441079242031,-11.159170225507362
45295,7538.604513934058,-0.0014752891,-0.00023605868,-0.0020643673,1.5131651949330704,7.254056872252852,-14.45659839980117,2.2533615467180867,-6.690960823854569,13.3319017291309,-2.108966879969419,7.5522761650656305,-13.07569086235623
45300,7538.604513934058,-0.0013596414,-0.00036917924,-0.0019173918,-1.2895348896937744,8.121360394395568,-15.590377228295711,3.337356262789262,-8.649693962761177,14.712136759393966,-0.39026169142821043,8.643705872034113,-13.322147152307542
45305,7538.604513934058,-0.0011166331,-0.0003814944,-0.0016824215,-3.970397534862191,8.978451213517394,-16.705049623709147,3.9805330066172715,-9.828152394496811,14.761263172106178,1.6474243154945296,8.965073826287338,-12.256601043228391
45310,7538.604513934058,-0.00080855074,-0.0002176252,-0.0014725616,-6.311644396411927,9.82556890819424,-17.6364550023748,4.531631191699353,-10.12210997793207,13.787005767493051,3.437572718669938,8.411913679528151,-10.350938167314842
45315,7538.604513934058,-0.00048280545,0.000101674006,-0.001365518,-8.217787301964808,10.669252547349886,-18.199316504430765,5.26220141832514,-9.78024378179888,11.970938299652639,4.613145190945173,7.226363764662162,-7.972009283906179
45320,7538.604513934058,-0.00016084657,0.00050056103,-0.0013746205,-9.72198569102354,11.5088993371609,-18.24841843822041,6.320434055803935,-9.234344400898209,9.413387450763258,5.059111004567651,5.840817416575371,-5.365356422939901
45325,7538.604513934058,0.00013681955,0.0009004781,-0.001469016,-10.948837626667475,12.322003148408756,-17.718511705442598,7.762111980715279,-8.928654877159516,6.263258927455248,4.8442851457254195,4.722024147116096,-2.7451341861843206
45330,7538.604513934058,0.00038254942,0.0012589303,-0.0016099116,-12.061789092870885,13.046640684704384,-16.63019881543305,9.565721982806146,-9.152499327879724,2.767285092552708,4.153626317059801,4.2212308570971775,-0.33747293032235365
45335,7538.604513934058,0.0005520133,0.0015670725,-0.0017722537,-13.216834383610397,13.579811017021628,-15.06785062179124,11.612347384801843,-9.86271068437398,-0.7396919124467942,3.2620461345392444,4.398271513143479,1.6071559608125723
45340,7538.604513934058,0.0006206732,0.0018236676,-0.0019369527,-14.532586808897825,13.812463287413182,-13.149948977358964,13.695253494490188,-10.648487680551426,-3.842109019943665,2.4948922637010167,4.951396333687804,2.7916707892317687
45345,7538.604513934058,0.00056794204,0.0020167066,-0.0020780878,-16.073228399412322,13.679479155849469,-11.005079796213337,15.636209473075596,-10.94606448218454,-6.142792197631129,2.094577791449094,5.3819572168806165,2.9474850120195084
45350,7538.604513934058,0.00040679195,0.0021237484,-0.0021686037,-17.83008982961225,13.17842874218323,-8.749822177461557,17.421653739638586,-10.340423854642527,-7.485250829896459,2.0659951736339766,5.277366620769678,2.0346861815368653
45355,7538.604513934058,0.00019500568,0.0021352028,-0.0021917894,-19.702053531305204,12.353469345485712,-6.468847806453868,19.165340434545094,-8.736518937537575,-8.087367471974282,2.1942722100608565,4.498421310888441,0.35582883346335836
45360,7538.604513934058,1.6171716e-06,0.0020715129,-0.0021501624,-21.505195831762897,11.277713600198615,-4.211510749160245,20.918713035189157,-6.360011399639726,-8.417994288011968,2.2440416118148763,3.1976696112153125,-1.5708815614753506
45365,7538.604513934058,-0.00013102125,0.001965864,-0.0020692854,-23.032026946602194,10.045547762749186,-2.010913723618888,22.582368105975423,-3.6794903721709415,-8.954906136425468,2.1072173118551776,1.7493143020120971,-3.234566843818418
45370,7538.604513934058,-0.00019910325,0.0018413727,-0.0019769056,-24.130494736832826,8.75934698034681,0.09409030671913488,24.02176288661382,-1.2558801025823332,-10.024870313991606,1.7662905422581874,0.611904837614164,-4.26960666107431
45375,7538.604513934058,-0.00021657866,0.0017070159,-0.0018795679,-24.751047251699013,7.5034305155112735,2.0587785892955246,25.240149158944277,0.5200161657541811,-11.735366475532105,1.1684569796085755,0.09192521580658486,-4.523799198807926
45380,7538.604513934058,-0.00019280036,0.0015564215,-0.0017718561,-24.94055832160781,6.3212435375384395,3.850049633944491,26.461945660523604,1.6261665266412875,-13.976060575437453,0.13617165010114474,0.1679617022756772,-4.074376399422422
45385,7538.604513934058,-0.00014455392,0.0013616305,-0.0016596552,-24.796859402639953,5.21863329898716,5.45323675827667,28.038620931872053,2.318343661745713,-16.51503911077016,-1.584202190290259,0.5783945948361704,-3.1385851082132534
45390,7538.604513934058,-0.00010269311,0.0010871218,-0.001555765,-24.4121268878164,4.195066262316149,6.856607683494713,30.20662126332978,2.8326520870525336,-19.121505429590975,-4.136934938939109,1.0876530525285109,-1.935489742169982
45395,7538.604513934058,-8.746371e-05,0.000725186,-0.0014547757,-23.83281885667499,3.274331832751531,8.03981068224375,32.89908228638967,3.197113899428788,-21.593060392007104,-7.408703845316584,1.6439259520567777,-0.6471379343320849
45400,7538.604513934058,-9.710206e-05,0.0003136748,-0.0013287272,-23.052061708543334,2.5040112231394316,8.996978926956853,35.74133126105778,3.27750875076251,-23.750221966426757,-11.031709935903876,2.3338518563843156,0.5528556130256517
45405,7538.604513934058,-0.00013369946,-7.2476614e-05,-0.0011500173,-22.03737592067162,1.929761308539498,9.778220025272912,38.16452198898958,2.9474015786263146,-25.51407474754997,-14.46958685038621,3.2382089290123606,1.5354671956146673
45410,7538.604513934058,-0.00022204792,-0.0003435328,-0.000918598,-20.78415445158432,1.574367739986342,10.495769356816435,39.58297385848607,2.264673335165721,-26.98857924516524,-17.141260296348577,4.276330838497559,2.2924221375823732
45415,7538.604513934058,-0.00038008834,-0.00043412324,-0.0006657757,-19.363669383762748,1.431474072703537,11.270166194026114,39.64516978734797,1.5358352796619943,-28.339952371768234,-18.62394090441589,5.148062605859339,2.8693983168149613
45420,7538.604513934058,-0.0005862588,-0.00033779573,-0.00043434292,-17.919007299791947,1.4634762568579482,12.150089096489591,38.39801791757313,1.1746503980329788,-29.491157239464165,-18.821451227553865,5.477245199029456,3.1406800972480893
45425,7538.604513934058,-0.0007914899,-9.970652e-05,-0.00025979755,-16.59685070751973,1.6009584017987528,13.065999856212056,36.133609458010014,1.4718886378441045,-30.032400392971972,-17.879199212671978,5.042524709774769,2.766012807232012
45430,7538.604513934058,-0.0009464904,0.00021401246,-0.00015948569,-15.468748004401526,1.753498178356864,13.848791871116827,33.050222167409515,2.455903357743379,-29.503552507108182,-15.923914587512943,3.9059698349093726,1.4543728834586842
45435,7538.604513934058,-0.0010256243,0.00052937085,-0.0001326844,-14.511627243742868,1.837862297801081,14.290831763701771,29.09430881538435,3.8899935433045965,-27.73159325277193,-12.92512158170425,2.3875159830433024,-0.7596263198275368
45440,7538.604513934058,-0.0010474926,0.00076465885,-0.0001783859,-13.656334184015822,1.8094787888798294,14.20822214817299,24.107388420702478,5.392433469435643,-24.929162212423037,-8.793494311247148,0.9134593989521438,-3.479447664128263
45445,7538.604513934058,-0.001066531,0.0008618356,-0.00030773284,-12.847146322514416,1.6714418428558988,13.48624752540918,18.089225827484242,6.5992547554242,-21.523150205445937,-3.5845198805021448,-0.15532478948179407,-6.16348512667452
45450,7538.604513934058,-0.0011354794,0.0008361738,-0.0005242557,-12.059732808531205,1.4564742280885232,12.105302622284125,11.318020394945833,7.271702982649885,-17.90296309088918,2.399272103096931,-0.6128054627743875,-8.402727638039384
45455,7538.604513934058,-0.0012779727,0.0007739541,-0.000797038,-11.28048046613483,1.2046560666525743,10.144556457419366,4.265927501392844,7.364583091189137,-14.27637534418792,8.672112661786425,-0.45386739047998326,-10.068569129233824
45460,7538.604513934058,-0.0014864702,0.0007661224,-0.0010688938,-10.48497206223626,0.9559223944410451,7.765817260044695,-2.544411210242419,7.078393165710591,-10.69225046952962,14.686942907088138,0.08105631063054552,-11.273954754188766
45465,7538.604513934058,-0.0017274481,0.00084741524,-0.0012899229,-9.642385508828074,0.7541496975858586,5.18423892018718,-8.61899822214868,6.823283156395492,-7.1989997127868355,19.918943061483933,0.5379391022824238,-12.18562717421725
45470,7538.604513934058,-0.0019477344,0.0009919477,-0.0014339699,-8.742454699326366,0.6480478447587334,2.6300384779485277,-13.501369284918072,7.057576172158378,-3.9951292326051853,23.901383494828814,0.40974810474554757,-12.83529719208588
45475,7538.604513934058,-0.0020954467,0.0011440229,-0.0014876532,-7.822485729817596,0.6795136843687982,0.3072189007968511,-16.78777450944576,8.05935892828981,-1.4268473944514053,26.267820047565372,-0.6235003502707439,-13.08075933611241
45480,7538.604513934058,-0.0021575724,0.0012479862,-0.0014358148,-6.9713670609401275,0.8662629642953146,-1.638235369170889,-18.18660965720224,9.747958782742872,0.15748999808446662,26.815536478237526,-2.4988493667525216,-12.719642681647263
45485,7538.604513934058,-0.0021784825,0.0012682942,-0.0012681884,-6.300696341181056,1.1945568933796535,-3.127846467881046,-17.57025044474826,11.678046301073634,0.5873489471871727,25.528506596988926,-4.757230956961477,-11.65989061921852
45490,7538.604513934058,-0.0022232353,0.001199898,-0.0009972728,-5.8922184525202015,1.630925381546061,-4.133995813715319,-14.999108927994854,13.242892535909924,-0.04146004296099637,22.548887052029066,-6.758445535205366,-10.024932421273723
45495,7538.604513934058,-0.0023113505,0.0010661132,-0.00066470733,-5.751139670225504,2.145801955261871,-4.6460534589289635,-10.73515453638348,13.980822263786614,-1.4349266412279729,18.143853962837646,-8.01125146824151,-8.119408183610238
45500,7538.604513934058,-0.002399466,0.00091103354,-0.000323181,-5.802573495181398,2.7322756802849684,-4.637530975526988,-5.253754536208957,13.800597364625865,-3.2377419793881126,12.713887201856458,-8.417500245473176,-6.325115092624917
45505,7538.604513934058,-0.0024379997,0.00079390133,-4.5519446e-06,-5.941683609577715,3.4068774614196657,-4.053648905700629,0.7765353249836604,12.963750639658397,-5.141973482564671,6.822707455046526,-8.255255169148853,-5.00476580903575
45510,7538.604513934058,-0.002423655,0.0007634251,0.00028916288,-6.099412850847119,4.192008053224439,-2.8311324447743575,6.60910721292962,11.839474843946814,-6.972937828609892,1.1478645889089014,-7.916109818704256,-4.396318669770669
45515,7538.604513934058,-0.0023833988,0.0008131364,0.0005585771,-6.270003513890308,5.088686416794102,-0.9441813354672388,11.609047983880693,10.686654106409122,-8.689798201423136,-3.681485013256267,-7.659967395012328,-4.566409652252848
45520,7538.604513934058,-0.0023289027,0.0008828813,0.00078561914,-6.485219061399014,6.053928436277514,1.5486309501690814,15.39616387708461,9.633052591489985,-10.289427170802552,-7.253385288599335,-7.5716078235421636,-5.459592909581776
45525,7538.604513934058,-0.0022434206,0.0009187999,0.0009448107,-6.770319735008135,6.999645685459567,4.485721292909784,17.837242523564207,8.721836895580935,-11.762054170685323,-9.409363072585936,-7.606109650762247,-6.924056189244373
45530,7538.604513934058,-0.0021032495,0.0009207568,0.0010237037,-7.123774642272814,7.819402192983856,7.622607708672786,18.935557002626744,7.876013807591304,-13.126103935875756,-10.154222220236395,-7.580043121183136,-8.696892800363065
45535,7538.604513934058,-0.0019006741,0.0009288162,0.0010256863,-7.526953886804016,8.42530156529838,10.67432322749728,18.763153701743576,6.845300108979217,-14.44083040667802,-9.578639765862452,-7.15522930349138,-10.433881863966748
45540,7538.604513934058,-0.0016513814,0.0009741771,0.0009603072,-7.961111846244213,8.76516452098886,13.360722561967759,17.48419420168522,5.308329444415872,-15.769766898436254,-7.86552216654977,-5.958121674164742,-11.791344850084505
45545,7538.604513934058,-0.0013891044,0.0010456569,0.0008447746,-8.413881012233805,8.812663073364913,15.454826490273899,15.36803545648818,3.1439277042672717,-17.15113437222655,-5.296594573384344,-3.8412184513002483,-12.504081468236626
45550,7538.604513934058,-0.0011526451,0.001102233,0.00071262143,-8.874179576431535,8.554568907141315,16.826017738862628,12.737537780383128,0.615340317658565,-18.617130106314754,-2.205798411359271,-1.0545366239387857,-12.409277002505922
45555,7538.604513934058,-0.0009733237,0.0011125657,0.0005996682,-9.321042401434873,7.9997947397195315,17.44700501540644,9.92773451448201,-1.7475772172538333,-20.211074737228685,1.0508679321834766,1.863155138776763,-11.436319360066198
45560,7538.604513934058,-0.00086861063,0.0010740475,0.00052003714,-9.716356372179483,7.196282616993725,17.357571563622923,7.25654735949329,-3.4401187903559016,-21.935013589721812,4.117369570991881,4.359208817109591,-9.622947115031428
45565,7538.604513934058,-0.0008364412,0.0010032635,0.0004776518,-10.013763085734144,6.221527334407168,16.624291462879636,4.979099001846507,-4.202955544830749,-23.67418613973969,6.69222532651352,6.096800938972281,-7.150494719583156
45570,7538.604513934058,-0.00084765465,0.00091854634,0.0004919837,-10.180372250050617,5.151221996792541,15.328467851993945,3.283783501016034,-4.0894505873273115,-25.177164343634743,8.55414977747446,7.053601367424251,-4.351692879602131
45575,7538.604513934058,-0.0008489948,0.0008314258,0.00058588776,-10.21007306497156,4.039031451765281,13.572765716648018,2.3552734000860367,-3.3904471876719793,-26.1114089839096,9.51236083123754,7.466788322413467,-1.6617462096333542
45580,7538.604513934058,-0.0007812616,0.00074354734,0.00075312046,-10.113050024129524,2.91784031216312,11.481808426769884,2.41566179307675,-2.4540863561112705,-26.174870251593646,9.354949458435524,7.651618259492952,0.4926725247054806
45585,7538.604513934058,-0.0006096158,0.00064351765,0.00095005846,-9.888616528322721,1.8092847897795798,9.189495215812665,3.6188426928693884,-1.508080926287021,-25.199367027368986,7.927335354287294,7.814168483480132,1.8094823435671392
45590,7538.604513934058,-0.00034928834,0.0005146144,0.0011104434,-9.504580292565855,0.7312656236107644,6.826276019730315,5.843168272678774,-0.5947187029303493,-23.203007911160363,5.318973520449303,7.97882583585593,2.1763424769300688
45595,7538.604513934058,-6.179321e-05,0.00035271165,0.001175507,-8.900133100424476,-0.2984833749061142,4.519418391585489,8.601502659466966,0.36077098532061225,-20.433197690824123,1.9561921684932289,8.053085286820675,1.7133903783846431
45600,7538.604513934058,0.00017684941,0.00016858027,0.0011301206,-8.006756522878977,-1.2636163159032519,2.4036587951963613,11.197075743561179,1.4266952415966605,-17.39996163624059,-1.532757115551564,7.952293714869627,0.7959136739568129
45605,7538.604513934058,0.00030827374,-2.6994487e-05,0.0010126393,-6.769179869614865,-2.1561492579340635,0.6272098850735812,12.998802719868856,2.606588224993371,-14.80997639062374,-4.57206095407432,7.664933434366648,-0.017622777241347087
45610,7538.604513934058,0.00030908713,-0.00022952902,0.0008859564,-5.159155978312603,-2.98458338199916,-0.6617158430267871,13.59396586688499,3.889097735718872,-13.384146736915534,-6.777247752053287,7.210858136705755,-0.15452635130583747
45615,7538.604513934058,0.00019798786,-0.00043224552,0.00080588576,-3.192493925350637,-3.770386868170222,-1.3530093633158238,12.755152195872238,5.300704474393767,-13.638983274707092,-7.905095928979197,6.585054672065924,0.7916034660788069
45620,7538.604513934058,3.4795667e-05,-0.0006191996,0.0008038438,-0.9571730706186561,-4.522904601423846,-1.4258588665102692,10.378631128549479,6.835948106287299,-15.701375331626727,-7.76389595126361,5.8023287031439015,2.9268452183654814
45625,7538.604513934058,-0.000100703604,-0.00077501504,0.000874337,1.3686808783138327,-5.20370187773605,-0.980057247992181,6.537666936616091,8.316806342802208,-19.20181398569442,-6.2487852320694826,5.002267487802927,5.981482100474233
45630,7538.604513934058,-0.0001526612,-0.0009026604,0.0009802246,3.548345537496723,-5.713039021121036,-0.21171289366662194,1.5914827704892556,9.390888419634589,-23.3053690893856,-3.482265981639417,4.437522457669873,9.316692746933251
45635,7538.604513934058,-0.000120082004,-0.0010164805,0.0010811733,5.363144454761575,-5.9181404012348064,0.6580722727371261,-3.827717527374168,9.757183803635339,-26.969781957974952,0.12213545234649548,4.276328508965124,12.11132071800733
45640,7538.604513934058,-4.4170873e-05,-0.0011176837,0.001144972,6.670621839407183,-5.703670870638774,1.448362163587671,-8.957614526021722,9.391511411992465,-29.33387454419684,3.9445552721178077,4.4275313983281706,13.685123328575566
45645,7538.604513934058,2.0558298e-05,-0.0011841863,0.001135182,7.406914691532373,-5.0168047402063145,2.0482418389069146,-13.043047888748866,8.557518915082904,-29.923257300800124,7.293695820119548,4.574657837453886,13.674626391444175
45650,7538.604513934058,3.4231405e-05,-0.0011807757,0.0010155811,7.561990640705272,-3.894880889713564,2.422162353988324,-15.436132014611378,7.689708742202781,-28.61284462058331,9.531703939052617,4.32054418070871,11.990293759915795
45655,7538.604513934058,-8.5427655e-06,-0.0010766351,0.0007769838,7.166909764845268,-2.4641807580506763,2.5971450740175444,-15.719585819426875,7.256795091247769,-25.565360884527614,10.21023862494863,3.322757577233604,8.767827391927705
45660,7538.604513934058,-8.084203e-05,-0.00086055946,0.00045162466,6.2960794069774515,-0.9022361389967015,2.6304473049853643,-13.850124710372786,7.5876997888433095,-21.21774667927442,9.211607894426063,1.4299081721120803,4.386911161001475
45665,7538.604513934058,-0.00015170958,-0.00055175886,9.4787014e-05,5.059886722451418,0.6192029110947286,2.572151673495182,-10.237373075599475,8.682831683438707,-16.181690594977994,6.835049131320059,-1.1866629523418326,-0.5908497340956886
45670,7538.604513934058,-0.00020935855,-0.00019863796,-0.00024580053,3.5750760467460427,1.9784282346348894,2.4447100499869068,-5.681517631869235,10.144831113534309,-11.030777527241147,3.764004891129529,-4.007887333135697,-5.614321448878917
