Freq_rad_ps,VDOS_Na,VDOS_Mg
7.763112827753666068e+01,3.314393004013161228e-04,5.512496983679004113e-03
7.772087524664364366e+01,3.311988594776781513e-04,5.579166153191311185e-03
7.781062221575061244e+01,3.104244511292799367e-04,6.854757597623445040e-03
7.790036918485759543e+01,3.271401147356500869e-04,5.782230237111743616e-03
7.799011615396457842e+01,3.432871677177233983e-04,5.733385035433810097e-03
7.807986312307154719e+01,3.207870297204855705e-04,5.445261456417556378e-03
7.816961009217853018e+01,2.923249737020363194e-04,5.098481898157139133e-03
7.825935706128551317e+01,2.977332829868300991e-04,5.222963572915789200e-03
7.834910403039249616e+01,3.052815817275264672e-04,4.511398911650689632e-03
7.843885099949946493e+01,3.321024098743650520e-04,4.655372671007080264e-03
7.852859796860644792e+01,3.452781821860049128e-04,4.325659626966468253e-03
7.861834493771343091e+01,3.031658205353125897e-04,4.274279948196449928e-03
7.870809190682039969e+01,3.144619500905323269e-04,5.011930640929017702e-03
7.879783887592738267e+01,3.856335106702390861e-04,4.649567765839956839e-03
7.888758584503436566e+01,3.145778524411821700e-04,3.987919066964906202e-03
7.897733281414134865e+01,2.733204707181575055e-04,3.971875160261141742e-03
7.906707978324831743e+01,2.812898476289036947e-04,4.535836202710720293e-03
7.915682675235530041e+01,3.176766745307286078e-04,3.964603333275516263e-03
7.924657372146228340e+01,2.955734306134015282e-04,4.390072252207109435e-03
7.933632069056926639e+01,2.961740314506614794e-04,4.176000212091145886e-03
7.942606765967623517e+01,3.248229872133459031e-04,4.402590647977799518e-03
7.951581462878321815e+01,2.853462760123224966e-04,4.211568281655041039e-03
7.960556159789020114e+01,2.523029278285578918e-04,3.517720715923077120e-03
7.969530856699716992e+01,2.989610874954997635e-04,3.637418057764074241e-03
7.978505553610415291e+01,2.729332589795789902e-04,3.663834385353875473e-03
7.987480250521113589e+01,2.593507941461864084e-04,3.616577601499748607e-03
7.996454947431811888e+01,3.009343716834135280e-04,3.806112429994196883e-03
8.005429644342508766e+01,3.126445901772837766e-04,3.755057970688269794e-03
8.014404341253205644e+01,2.903574965405725868e-04,3.730211576310282686e-03
8.023379038163903942e+01,2.688360198832149195e-04,3.801741938094666592e-03
8.032353735074602241e+01,2.666586244637338360e-04,3.605999898523623050e-03
8.041328431985300540e+01,2.488247864083406569e-04,3.253435504571156826e-03
8.050303128895997418e+01,2.889150579694968728e-04,3.336608947826029490e-03
8.059277825806695716e+01,2.926051274980112074e-04,3.321796647550466931e-03
8.068252522717394015e+01,2.435384780456866253e-04,3.673108007681581515e-03
8.077227219628090893e+01,2.629318310925765341e-04,3.337888084651834380e-03
8.086201916538789192e+01,2.963467459684346046e-04,2.857184202734684101e-03
8.095176613449487490e+01,2.640778899910796256e-04,3.277804459933541387e-03
8.104151310360185789e+01,2.375860150823666962e-04,3.341788280194948890e-03
8.113126007270882667e+01,2.691182080550383066e-04,3.633377062272193612e-03
8.122100704181580966e+01,2.546568311693614959e-04,3.860338446724584458e-03
8.131075401092279265e+01,2.478367995173249346e-04,3.284221446870203964e-03
8.140050098002976142e+01,1.963073948650961896e-04,3.337966012309915610e-03
8.149024794913674441e+01,2.256295393434558599e-04,3.459654520993778442e-03
8.157999491824372740e+01,2.548578448497046162e-04,3.438591983715258080e-03
8.166974188735071039e+01,2.503936760168313396e-04,3.137736911009404110e-03
8.175948885645767916e+01,2.677579562579532248e-04,2.937336807279954717e-03
8.184923582556466215e+01,2.519226705712618937e-04,2.623245887868760895e-03
8.193898279467164514e+01,2.325592166118361549e-04,2.518213720037557838e-03
8.202872976377862813e+01,2.154256714936051505e-04,2.828386016179040754e-03
8.211847673288559690e+01,2.372016828168871600e-04,3.030992159538325407e-03
8.220822370199257989e+01,2.372905040789722209e-04,2.722768732779407008e-03
8.229797067109956288e+01,2.389589455241974557e-04,2.788719847631835214e-03
8.238771764020653166e+01,2.422205582674943208e-04,3.003312847220346131e-03
8.247746460931351464e+01,2.618843691155305011e-04,2.817896076220550994e-03
8.256721157842049763e+01,2.198640297388866269e-04,2.659744032595638772e-03
8.265695854752748062e+01,2.362695865477886078e-04,2.644707738131771464e-03
8.274670551663444940e+01,2.481542547190908137e-04,2.789557152218206156e-03
8.283645248574143238e+01,2.461396399212141995e-04,2.641112409449687844e-03
8.292619945484841537e+01,2.206396895978736633e-04,2.283776676008004297e-03
8.301594642395539836e+01,2.179190353150033750e-04,2.541317317903612691e-03
8.310569339306236714e+01,2.143415392762050445e-04,2.548198835797120965e-03
8.319544036216935012e+01,2.561029016884652353e-04,2.348902387707135862e-03
8.328518733127633311e+01,2.471961735859874720e-04,2.094141641661256565e-03
8.337493430038330189e+01,2.241743755390034304e-04,2.352630518550415800e-03
8.346468126949027067e+01,2.053392845775515942e-04,2.227035234237025648e-03
8.355442823859725365e+01,2.030644022050666754e-04,2.216212863738793986e-03
8.364417520770423664e+01,2.049047476362513584e-04,2.183790842726263896e-03
8.373392217681121963e+01,1.856404383113114992e-04,2.166667579913958593e-03
8.382366914591818841e+01,1.896055160416240085e-04,2.166424939048380415e-03
8.391341611502517139e+01,2.091036421699115190e-04,2.386785358347114777e-03
8.400316308413215438e+01,1.969913449164170270e-04,2.351544039532908748e-03
8.409291005323912316e+01,1.807904090460548221e-04,2.118693337446020831e-03
8.418265702234610615e+01,2.048918471211852248e-04,2.022001693967033845e-03
8.427240399145308913e+01,2.031094215560787372e-04,2.009180757421035347e-03
8.436215096056007212e+01,2.101596986122205549e-04,2.460316171966603870e-03
8.445189792966704090e+01,2.038510310251548949e-04,2.380220405004430332e-03
8.454164489877402389e+01,1.934704461214711748e-04,1.828650555063553737e-03
8.463139186788100687e+01,1.916695632042346301e-04,1.723042612780807800e-03
8.472113883698798986e+01,1.959198602760773634e-04,1.803407643168456137e-03
8.481088580609495864e+01,1.967162177130840975e-04,1.758101674649489464e-03
8.490063277520194163e+01,1.755602786967076724e-04,1.637917913530695770e-03
8.499037974430892461e+01,1.803582629244254330e-04,1.852112523067306425e-03
8.508012671341589339e+01,1.812458791164198689e-04,2.132016977670366572e-03
8.516987368252287638e+01,1.905427573949853041e-04,1.764524335394040185e-03
8.525962065162985937e+01,1.920558670441735493e-04,1.867233879535848710e-03
8.534936762073684235e+01,2.045116540179738593e-04,1.786292988975365882e-03
8.543911458984381113e+01,1.823198394620445149e-04,1.678234122663954534e-03
8.552886155895079412e+01,1.901072247108089757e-04,1.533980234780954553e-03
8.561860852805777711e+01,1.858023051705822392e-04,1.503161993416653446e-03
8.570835549716476010e+01,1.769422648021913244e-04,1.656448020098996070e-03
8.579810246627172887e+01,1.906561753863683911e-04,1.698429805518235445e-03
8.588784943537871186e+01,1.717692079787009132e-04,1.737720044363646760e-03
8.597759640448569485e+01,1.726756807569336896e-04,1.672967799666552190e-03
8.606734337359266362e+01,1.637812174622835010e-04,1.632415106967703916e-03
8.615709034269964661e+01,1.467213126212079668e-04,1.753303220094172598e-03
8.624683731180662960e+01,1.558366498780970188e-04,1.642122582211961784e-03
8.633658428091361259e+01,1.684176855486331308e-04,1.596283971088715723e-03
8.642633125002058136e+01,1.776755475375188195e-04,1.700956601220475961e-03
8.651607821912756435e+01,1.616044996446254847e-04,1.641025068868989453e-03
8.660582518823454734e+01,1.542899726581878784e-04,1.680024293166115313e-03
8.669557215734153033e+01,1.724523797942705179e-04,1.653965320757170903e-03
8.678531912644849911e+01,1.853934952165612042e-04,1.355984976215619808e-03
8.687506609555546788e+01,1.798848794189592860e-04,1.459840194494673414e-03
8.696481306466245087e+01,2.024776280954234699e-04,1.470995034896607637e-03
8.705456003376943386e+01,1.807074322561172148e-04,1.275884225783021101e-03
8.714430700287640263e+01,1.748063303555672627e-04,1.431453737051051984e-03
8.723405397198338562e+01,1.567481220459108506e-04,1.602637296647442576e-03
8.732380094109036861e+01,1.563476574257945345e-04,1.756131841058526828e-03
8.741354791019735160e+01,1.670746065837604816e-04,1.518512432063201696e-03
8.750329487930432038e+01,1.659560550182135447e-04,1.499385389234431576e-03
8.759304184841130336e+01,1.660387276607436160e-04,1.413934054198693431e-03
8.768278881751828635e+01,1.470653528382858397e-04,1.249887490529273757e-03
8.777253578662525513e+01,1.357058401062796705e-04,1.443232792913359775e-03
8.786228275573223812e+01,1.561738426275159229e-04,1.547322672533866551e-03
8.795202972483922110e+01,1.510054605358688077e-04,1.575118803287744833e-03
8.804177669394620409e+01,1.550051285889177772e-04,1.370316634294547553e-03
8.813152366305317287e+01,1.522745620005829653e-04,1.367730432328393949e-03
8.822127063216015586e+01,1.551278918711460487e-04,1.320445324721778715e-03
8.831101760126713884e+01,1.460083923705787789e-04,1.258804610465053160e-03
8.840076457037412183e+01,1.494079186717452309e-04,1.454921212292766778e-03
8.849051153948109061e+01,1.398687048506187856e-04,1.500985833211868894e-03
8.858025850858807360e+01,1.410589379525961293e-04,1.439014062819078026e-03
8.867000547769505658e+01,1.530456215422734418e-04,1.306153494662660227e-03
8.875975244680202536e+01,1.506369321556165562e-04,1.236411309308128566e-03
8.884949941590900835e+01,1.274900424317407255e-04,1.195313622877644793e-03
8.893924638501599134e+01,1.292035614947580947e-04,1.223649625028379578e-03
8.902899335412297432e+01,1.430615157442436628e-04,1.279627754322092397e-03
8.911874032322994310e+01,1.306509258309784826e-04,1.159939064721984305e-03
8.920848729233692609e+01,1.281822164628035603e-04,1.301278177305961042e-03
8.929823426144390908e+01,1.243774431688387627e-04,1.196958159008270012e-03
8.938798123055089206e+01,1.306257761165398681e-04,1.174081199140435475e-03
8.947772819965786084e+01,1.425062537225663746e-04,1.346144651519790231e-03
8.956747516876484383e+01,1.150070767685756055e-04,1.299527696767172795e-03
8.965722213787182682e+01,1.152691613170693052e-04,1.194265414193248619e-03
8.974696910697879559e+01,1.464406132950321778e-04,1.282121858358540060e-03
8.983671607608577858e+01,1.546999593613620843e-04,1.336855117237399767e-03
8.992646304519276157e+01,1.208085979123507334e-04,9.726997123889553811e-04
9.001621001429974456e+01,1.161789743124603397e-04,1.144882895802824341e-03
9.010595698340671333e+01,1.237876414742604956e-04,1.446870079500607326e-03
9.019570395251369632e+01,1.199241648213950567e-04,1.238691637836937661e-03
9.028545092162066510e+01,1.041420053645236786e-04,1.162382813039982993e-03
9.037519789072764809e+01,1.166015981005703628e-04,1.171153090816298356e-03
9.046494485983461686e+01,1.287519444353766391e-04,9.919229767229528500e-04
9.055469182894159985e+01,1.188785213177997156e-04,9.663155709541955234e-04
9.064443879804858284e+01,1.231041574052107925e-04,1.158275276577637155e-03
9.073418576715556583e+01,1.172693687249109199e-04,1.071806752137849632e-03
9.082393273626253460e+01,1.333952114358350600e-04,1.122792397516684778e-03
9.091367970536951759e+01,1.308042131675783595e-04,9.749851045025132411e-04
9.100342667447650058e+01,1.187930067430876277e-04,8.719015464571901663e-04
9.109317364358348357e+01,1.175650770935668718e-04,1.045828264336974784e-03
9.118292061269045234e+01,1.156151174797141724e-04,1.059901693018067657e-03
9.127266758179743533e+01,1.136475252431255956e-04,1.066655800856314328e-03
9.136241455090441832e+01,1.089523251545929984e-04,9.549245420843442168e-04
9.145216152001138710e+01,1.117136021917369793e-04,9.353839411060531394e-04
9.154190848911837008e+01,1.144893718447663304e-04,9.423116486781917120e-04
9.163165545822535307e+01,9.753044158091531666e-05,1.012908536893625993e-03
9.172140242733233606e+01,1.172204150673861070e-04,1.059725211141197485e-03
9.181114939643930484e+01,1.183361605484781442e-04,1.102754709364052585e-03
9.190089636554628783e+01,1.251354333721134101e-04,1.133895669368049485e-03
9.199064333465327081e+01,1.137778507805678544e-04,1.078076142229946431e-03
9.208039030376025380e+01,1.141744371849992703e-04,9.450282071678649948e-04
9.217013727286722258e+01,1.277357437667248541e-04,9.828784294676816500e-04
9.225988424197420557e+01,1.302786736955729898e-04,9.316102742807981941e-04
9.234963121108118855e+01,1.247783413949285524e-04,8.621155382307328727e-04
9.243937818018815733e+01,1.106513315156280815e-04,1.007288145572569037e-03
9.252912514929514032e+01,1.142928520930232522e-04,9.883193326736734209e-04
9.261887211840212331e+01,1.213075934933711839e-04,8.567284551241169561e-04
9.270861908750910629e+01,1.298475205319374239e-04,9.313063458415989744e-04
9.279836605661607507e+01,1.289866383465779231e-04,9.539308335374513783e-04
9.288811302572305806e+01,1.121090935406994309e-04,9.225418248623806858e-04
9.297785999483004105e+01,1.117026702293283445e-04,9.422646447126678581e-04
9.306760696393700982e+01,1.034699353369188872e-04,8.584082510324098775e-04
9.315735393304399281e+01,1.055813258378571613e-04,8.871356916610266801e-04
9.324710090215097580e+01,9.947168836192958781e-05,8.604219253850930917e-04
9.333684787125795879e+01,1.085875342627581073e-04,8.576660402621555726e-04
9.342659484036492756e+01,1.115251072251801783e-04,8.148494287090720170e-04
9.351634180947191055e+01,8.832904531205453794e-05,8.973926319800378578e-04
9.360608877857887933e+01,9.391217823104975606e-05,8.933098847641295906e-04
9.369583574768586232e+01,1.080946181285715065e-04,7.567486147902666681e-04
9.378558271679284530e+01,1.053347082891692774e-04,7.368681309331428066e-04
9.387532968589981408e+01,1.100643518942490188e-04,7.906818293631029350e-04
9.396507665500679707e+01,1.034259846315752551e-04,7.790559319403208812e-04
9.405482362411378006e+01,9.876915324446747897e-05,8.778735214390945285e-04
9.414457059322074883e+01,9.378833990131762652e-05,9.026120171947377233e-04
9.423431756232773182e+01,8.861385417671189244e-05,8.618243903710615062e-04
9.432406453143471481e+01,8.461737277818579493e-05,8.093722346450764153e-04
9.441381150054169780e+01,9.142749846399576439e-05,9.102853581491502461e-04
9.450355846964866657e+01,8.859834164516462707e-05,9.838352492834532160e-04
9.459330543875564956e+01,8.307571777279474593e-05,9.437731279758281413e-04
9.468305240786263255e+01,8.392281520837595625e-05,8.784288338107966660e-04
9.477279937696960133e+01,9.030798906319426175e-05,7.743972186155551485e-04
9.486254634607658431e+01,9.020959795552202780e-05,7.189177377873346049e-04
9.495229331518356730e+01,8.250603410795264033e-05,8.159897460315147051e-04
9.504204028429055029e+01,7.856296782970002010e-05,7.801520368062247286e-04
9.513178725339751907e+01,8.421460633692279935e-05,8.000717975224633976e-04
9.522153422250450205e+01,8.798788596440619157e-05,7.633564618552701481e-04
9.531128119161148504e+01,8.277437222345323587e-05,7.608596208901529994e-04
9.540102816071846803e+01,8.835885708028458916e-05,7.610807647663092243e-04
9.549077512982543681e+01,9.309258537127948019e-05,7.651647390162679210e-04
9.558052209893241979e+01,9.540795676756052646e-05,7.873534287111937915e-04
9.567026906803940278e+01,8.244535739599089539e-05,7.389472115537510776e-04
9.576001603714637156e+01,8.004786021614809723e-05,8.176547852232234808e-04
9.584976300625335455e+01,8.964539569807990660e-05,8.190389639478846354e-04
9.593950997536033753e+01,7.892530278534133561e-05,7.742448298597072063e-04
9.602925694446732052e+01,7.625921118945778380e-05,7.362082882152261223e-04
9.611900391357428930e+01,8.090406392187016714e-05,7.241088932156378470e-04
9.620875088268127229e+01,7.782687921842722646e-05,7.880406951669805633e-04
9.629849785178825528e+01,8.115372464052468256e-05,8.253241783207791510e-04
9.638824482089523826e+01,7.547588692326853005e-05,8.285954987596526149e-04
9.647799179000220704e+01,8.476604930928244102e-05,7.707106079517635558e-04
9.656773875910919003e+01,9.222934852553204372e-05,7.796459573740873762e-04
9.665748572821617302e+01,8.036996244831249648e-05,7.620786954476862184e-04
9.674723269732314179e+01,7.981081372835105512e-05,7.193596669851130094e-04
9.683697966643012478e+01,8.027351573677394766e-05,6.593565237257836007e-04
9.692672663553710777e+01,7.397751503989618909e-05,7.112939610761691636e-04
9.701647360464407654e+01,6.868807401481168509e-05,5.914359090572969590e-04
9.710622057375105953e+01,6.826566607341798981e-05,5.673168311217040120e-04
9.719596754285802831e+01,7.246932995842363470e-05,5.971374276642538084e-04
9.728571451196501130e+01,7.845881717047385252e-05,7.024789984110918440e-04
9.737546148107199429e+01,7.755921095017515488e-05,7.191661988026479876e-04
9.746520845017896306e+01,7.996738233503396882e-05,6.304193700803110241e-04
9.755495541928594605e+01,7.763518395357747964e-05,6.504641497446765229e-04
9.764470238839292904e+01,7.461239368289609357e-05,6.090637778798219364e-04
9.773444935749991203e+01,7.022898771919090734e-05,5.633014251433558425e-04
9.782419632660688080e+01,7.197184662345935990e-05,6.601065005513099670e-04
9.791394329571386379e+01,6.990322926882344733e-05,6.068340888966521898e-04
9.800369026482084678e+01,6.710652249285713059e-05,7.820244145765761724e-04
9.809343723392782977e+01,7.163863121330804314e-05,8.517312287189003671e-04
9.818318420303479854e+01,7.059085398013313650e-05,7.724417061114168545e-04
9.827293117214178153e+01,6.920391839809193182e-05,7.534525634118112870e-04
9.836267814124876452e+01,6.952739737625719826e-05,6.644563444873669185e-04
9.845242511035573330e+01,6.691287663182598057e-05,6.760579820698160757e-04
9.854217207946271628e+01,6.159773068306888689e-05,7.182949876913330900e-04
9.863191904856969927e+01,6.031683809406070032e-05,7.181841427254762609e-04
9.872166601767668226e+01,6.189372942910439674e-05,7.039622687174378751e-04
9.881141298678365104e+01,6.389160870577659506e-05,7.258249848606506283e-04
9.890115995589063402e+01,7.043670762412974418e-05,6.497635723639586707e-04
9.899090692499761701e+01,7.301176753236827879e-05,5.856550366240568985e-04
9.908065389410460000e+01,6.502847813521271203e-05,5.795058654262599676e-04
9.917040086321156878e+01,6.657938181971712022e-05,5.746910500570213574e-04
9.926014783231855176e+01,7.000333068651262431e-05,6.320797106175434507e-04
9.934989480142553475e+01,6.917054687281549551e-05,7.434542375246716442e-04
9.943964177053250353e+01,6.456588420909845256e-05,7.001742525962235822e-04
9.952938873963948652e+01,6.674613666812148226e-05,6.211835137851024402e-04
9.961913570874646950e+01,6.891596918124141922e-05,5.391865176193801762e-04
9.970888267785345249e+01,6.345686352342684664e-05,6.021622955415714120e-04
9.979862964696042127e+01,5.588949787098074988e-05,6.316536477666454766e-04
9.988837661606740426e+01,5.695779695277408173e-05,6.447116292066834608e-04
9.997812358517438724e+01,5.301087855103010516e-05,6.650536919987015900e-04
1.000678705542813702e+02,5.579949348706286484e-05,6.236104248094510990e-04
1.001576175233883390e+02,5.127852712745321114e-05,6.526769867122584863e-04
1.002473644924953220e+02,5.750904076384824424e-05,6.371473118925815486e-04
1.003371114616023050e+02,6.135555557199128256e-05,7.023306858651316492e-04
1.004268584307092738e+02,6.732842445743471163e-05,6.440839234540773591e-04
1.005166053998162425e+02,6.089497422807701207e-05,5.793853097769707545e-04
1.006063523689232397e+02,5.368895251800380100e-05,6.238240077482534642e-04
1.006960993380302085e+02,6.188300580202307733e-05,6.253638527062258153e-04
1.007858463071371915e+02,6.009669515559229837e-05,6.521709468835519118e-04
1.008755932762441603e+02,5.509319122031655440e-05,6.165380799764893236e-04
1.009653402453511575e+02,5.544686688197205987e-05,6.386998893463286279e-04
1.010550872144581263e+02,5.909100549845204282e-05,6.894137098572925698e-04
1.011448341835651092e+02,6.214100395695073404e-05,6.082374930728301488e-04
1.012345811526720780e+02,6.031123822382067389e-05,5.958846654433382116e-04
1.013243281217790752e+02,4.579871679431927773e-05,5.595216509371871800e-04
1.014140750908860440e+02,4.881334455019014523e-05,5.728505087736479595e-04
1.015038220599930270e+02,5.283020302521008847e-05,5.901765668228157709e-04
1.015935690290999958e+02,5.592135208821060572e-05,5.800982141345035602e-04
1.016833159982069930e+02,5.453619877414035054e-05,5.920379698198995283e-04
1.017730629673139617e+02,4.703532834972628705e-05,6.097137460917414565e-04
1.018628099364209447e+02,4.988342547766665895e-05,6.113749698892473978e-04
1.019525569055279135e+02,4.566076810912588456e-05,6.359406637252309038e-04
1.020423038746349107e+02,4.509544020929502232e-05,5.675342016699154316e-04
1.021320508437418653e+02,4.618092885466636095e-05,5.262534063005325701e-04
1.022217978128488340e+02,4.473764632065984243e-05,5.521001576085050530e-04
1.023115447819558312e+02,5.009030667397258317e-05,4.939056101495055678e-04
1.024012917510628000e+02,4.979810020579630408e-05,5.632259946931434877e-04
1.024910387201697830e+02,4.497958834308151950e-05,6.097999543301030681e-04
1.025807856892767518e+02,4.671348940563388945e-05,5.713419156164597709e-04
1.026705326583837490e+02,4.891178229879944304e-05,5.625962409412637449e-04
1.027602796274907178e+02,5.304823084895802967e-05,5.555091279757068921e-04
1.028500265965977007e+02,5.324214759754519136e-05,6.204631609887092600e-04
1.029397735657046695e+02,4.859404689283457516e-05,6.359696767071189522e-04
1.030295205348116667e+02,4.949119155911986886e-05,6.548880168816720131e-04
1.031192675039186355e+02,4.625958244537896742e-05,5.999614710497082294e-04
1.032090144730256185e+02,4.382526430144269194e-05,5.661180646164686459e-04
1.032987614421325873e+02,4.934932041386605109e-05,4.976368865373500183e-04
1.033885084112395845e+02,5.175290499320751825e-05,5.024031851238783654e-04
1.034782553803465532e+02,5.183119698727578077e-05,5.602489185387700627e-04
1.035680023494535362e+02,5.439150201619078547e-05,5.350994507441550344e-04
1.036577493185605050e+02,5.354275679908465305e-05,5.262626549664494542e-04
1.037474962876675022e+02,4.765723857251838393e-05,5.303772990826787154e-04
1.038372432567744568e+02,4.353160059437466249e-05,5.025495107155555962e-04
1.039269902258814540e+02,4.747405126893669379e-05,5.542195446353910407e-04
1.040167371949884227e+02,4.897490313045722187e-05,5.559805546164950634e-04
1.041064841640954057e+02,4.782924735898104148e-05,4.970190514287469146e-04
1.041962311332023745e+02,4.472563897654736957e-05,5.258586903180101444e-04
1.042859781023093717e+02,4.280979759450560161e-05,5.963803210718868295e-04
1.043757250714163405e+02,4.474345702577307653e-05,6.210504878602325163e-04
1.044654720405233235e+02,5.122122113782277142e-05,5.748489003277544975e-04
1.045552190096302922e+02,4.893413700007721298e-05,4.924307129463946020e-04
1.046449659787372894e+02,4.364154347496597631e-05,4.233377148110839430e-04
1.047347129478442582e+02,4.495209494738239373e-05,4.156208477182320453e-04
1.048244599169512412e+02,4.315404389821209905e-05,4.684253180514007155e-04
1.049142068860582100e+02,4.369401697583984742e-05,4.962534304075546425e-04
1.050039538551652072e+02,4.294260019962925810e-05,4.679052419872707842e-04
1.050937008242721760e+02,4.024990154007868841e-05,4.863116159986975392e-04
1.051834477933791590e+02,4.332147055792033433e-05,5.167224751549790059e-04
1.052731947624861277e+02,4.396433061841541808e-05,5.326863733372879392e-04
1.053629417315931249e+02,4.157231127104898304e-05,4.970342902167161495e-04
1.054526887007000937e+02,3.803110506607961129e-05,4.888464533067809212e-04
1.055424356698070483e+02,3.687181155525715286e-05,4.832984911303694528e-04
1.056321826389140455e+02,4.260272598059531104e-05,5.028176631375659306e-04
1.057219296080210142e+02,4.485934232383552981e-05,4.892655013221735650e-04
1.058116765771279972e+02,4.174818970392262890e-05,5.205456714423679302e-04
1.059014235462349660e+02,3.776261983739263682e-05,5.405196260093659199e-04
1.059911705153419632e+02,3.800142335681969125e-05,4.517177736470168094e-04
1.060809174844489320e+02,3.885698799251060040e-05,4.434603163776475090e-04
1.061706644535559150e+02,4.272935459395868491e-05,4.958039619419435905e-04
1.062604114226628838e+02,3.843496044815148944e-05,5.494335690832381032e-04
1.063501583917698810e+02,4.036286730334870474e-05,5.204919945364221709e-04
1.064399053608768497e+02,3.759067743520835012e-05,5.727678000671541968e-04
1.065296523299838327e+02,3.710145732036266626e-05,5.659726955850898338e-04
1.066193992990908015e+02,3.930292594000107562e-05,5.223410883408435975e-04
1.067091462681977987e+02,3.556575353161084982e-05,4.861233940757497146e-04
1.067988932373047675e+02,4.143060957303204675e-05,5.385695117561357589e-04
1.068886402064117505e+02,4.173522334435876736e-05,5.449179874524731019e-04
1.069783871755187192e+02,3.573935168465606517e-05,5.033499808731152015e-04
1.070681341446257164e+02,3.504219366751929864e-05,5.844485047933395058e-04
1.071578811137326852e+02,3.376710507436523489e-05,5.189546750473144525e-04
1.072476280828396682e+02,3.635923128326919726e-05,4.997442636136566110e-04
1.073373750519466370e+02,3.708168480252397876e-05,5.125992991919122149e-04
1.074271220210536200e+02,3.643855268841304703e-05,4.635821406359616243e-04
1.075168689901605887e+02,3.657509596099967297e-05,4.729085215469159718e-04
1.076066159592675859e+02,3.653121050608885794e-05,4.429832707351242442e-04
1.076963629283745547e+02,3.808935014287568606e-05,4.815817017132076371e-04
1.077861098974815377e+02,3.631294822337263116e-05,5.002476924871720933e-04
1.078758568665885065e+02,3.487767861645455278e-05,4.884623878878604488e-04
1.079656038356955037e+02,3.321495585504740007e-05,4.751030557926507673e-04
1.080553508048024725e+02,3.449376588195199154e-05,4.903346236872393711e-04
1.081450977739094554e+02,3.130680845489155491e-05,4.992970467799259619e-04
1.082348447430164242e+02,3.257918314499479655e-05,5.325635481698051243e-04
1.083245917121234214e+02,3.549705622327870719e-05,5.031642878500734847e-04
1.084143386812303902e+02,3.515418207978920976e-05,4.317455464066666379e-04
1.085040856503373732e+02,3.460798884598561322e-05,4.274046867772694292e-04
1.085938326194443420e+02,3.229269348834452397e-05,4.922551336249992313e-04
1.086835795885513392e+02,3.266070348605269800e-05,4.612279885085186185e-04
1.087733265576583079e+02,3.481856662695072046e-05,4.466890798458480918e-04
1.088630735267652909e+02,3.708132095535638750e-05,4.157413386977538874e-04
1.089528204958722597e+02,3.328443441544609517e-05,4.641284667774138797e-04
1.090425674649792285e+02,3.150876252062596346e-05,4.645681871500998350e-04
1.091323144340862115e+02,2.939388509746015864e-05,4.374716177712115054e-04
1.092220614031931802e+02,3.010611533500981191e-05,4.686583698664691013e-04
1.093118083723001774e+02,3.140569313130102749e-05,4.827983154690684516e-04
1.094015553414071462e+02,3.042097741528315349e-05,4.887259549582119748e-04
1.094913023105141292e+02,3.152870058636996408e-05,4.683972900522699709e-04
1.095810492796210980e+02,3.251320363866559395e-05,4.666973612151750338e-04
1.096707962487280952e+02,3.035964547280353148e-05,4.658492133256980400e-04
1.097605432178350640e+02,2.874719581126504420e-05,5.163556730924929008e-04
1.098502901869420469e+02,2.963676892182890048e-05,4.807203139406156559e-04
1.099400371560490157e+02,2.626776245391770467e-05,4.056875197090704910e-04
1.100297841251560129e+02,2.894554704315405641e-05,3.765688805014414829e-04
1.101195310942629817e+02,2.884187691964104530e-05,3.844502380875184982e-04
1.102092780633699647e+02,2.807174249584631020e-05,4.908272980770476317e-04
1.102990250324769335e+02,2.952066067123367549e-05,4.448563213362964771e-04
1.103887720015839307e+02,3.041523796127649330e-05,3.971468214896007589e-04
1.104785189706908994e+02,2.831249806490380294e-05,4.009370803439421386e-04
1.105682659397978824e+02,2.857608370279166859e-05,4.232097627084950684e-04
1.106580129089048512e+02,2.983923297188728900e-05,4.639944684476285234e-04
1.107477598780118484e+02,2.651614652911544193e-05,4.518698798211765052e-04
1.108375068471188030e+02,2.623562188401191625e-05,4.826090767478033710e-04
1.109272538162258002e+02,2.779088973814021276e-05,4.456488038297089986e-04
1.110170007853327689e+02,2.822891175764619744e-05,4.358010866037208687e-04
1.111067477544397519e+02,2.120705411220921225e-05,3.899068253648045818e-04
1.111964947235467207e+02,2.524971673021155936e-05,3.817376020793946897e-04
1.112862416926537179e+02,2.912649148510133401e-05,3.992023558402305766e-04
1.113759886617606867e+02,2.790881625784962268e-05,4.248991353263116924e-04
1.114657356308676697e+02,2.842929434041699440e-05,4.218229523458014770e-04
1.115554825999746384e+02,2.637667704603164449e-05,3.867369246880601632e-04
1.116452295690816356e+02,2.441118704638790040e-05,4.423879932805215584e-04
1.117349765381886044e+02,2.521126156435133089e-05,4.405828453304635236e-04
1.118247235072955874e+02,2.422665531660911809e-05,4.209543395885721284e-04
1.119144704764025562e+02,1.980286882086431722e-05,3.856972557257975836e-04
1.120042174455095534e+02,2.384037380832924289e-05,4.107270863054220643e-04
1.120939644146165222e+02,2.709510569851289382e-05,4.061495857749873985e-04
1.121837113837235052e+02,2.572284177798034730e-05,3.956366189079196967e-04
1.122734583528304739e+02,2.426949608494718706e-05,4.340013519024551406e-04
1.123632053219374427e+02,2.793280436857877952e-05,4.083154661923203395e-04
