Freq_rad_ps,VDOS_Na,VDOS_Mg
6.282287837488515159e+00,2.607395623973713522e-02,1.223074462728906790e-02
6.372034806595494594e+00,2.428326512847631818e-02,9.714797327952081132e-03
6.461781775702474029e+00,2.121488600252094750e-02,8.809635616312367148e-03
6.551528744809452576e+00,2.222181002605381692e-02,8.514074895387082134e-03
6.641275713916430234e+00,2.350512475605543924e-02,9.429466219314917852e-03
6.731022683023409670e+00,2.411252990858480522e-02,1.072334411006505527e-02
6.820769652130388216e+00,2.627112373076858839e-02,1.121887466137280742e-02
6.910516621237367652e+00,2.218300451102879489e-02,1.089939825506756194e-02
7.000263590344347087e+00,2.302375726104485473e-02,1.077515623502732674e-02
7.090010559451324745e+00,2.499214915640878346e-02,1.104073796170875615e-02
7.179757528558303292e+00,2.591025428486378943e-02,9.740932035395111210e-03
7.269504497665282727e+00,2.353297545115645359e-02,1.082644513455853670e-02
7.359251466772262162e+00,2.371953783351761144e-02,1.178967943041451909e-02
7.448998435879239821e+00,2.491671867289215608e-02,1.229163790760103535e-02
7.538745404986218368e+00,2.331350898376344585e-02,1.066516498306662765e-02
7.628492374093197803e+00,2.604831454733748039e-02,1.224276972597727192e-02
7.718239343200176350e+00,2.386255287402787306e-02,1.229672903813965393e-02
7.807986312307155785e+00,2.479170618591801378e-02,1.069135308241827599e-02
7.897733281414133444e+00,2.524270459080847281e-02,1.131361432865882720e-02
7.987480250521112879e+00,2.590565980449148487e-02,1.174244553776142459e-02
8.077227219628092314e+00,2.954627164596997438e-02,1.217436429591258612e-02
8.166974188735069973e+00,2.713898501579412731e-02,1.117907165168845023e-02
8.256721157842049408e+00,2.599217804587461780e-02,1.042512885105868758e-02
8.346468126949027067e+00,3.011749167275122249e-02,1.260460133387382095e-02
8.436215096056006502e+00,3.223225704649667483e-02,1.333621217580212986e-02
8.525962065162985937e+00,2.721246485761782616e-02,1.242483304810897138e-02
8.615709034269965372e+00,2.557318629951704086e-02,1.260875781920366666e-02
8.705456003376944807e+00,2.546385499689105339e-02,1.151136763013092638e-02
8.795202972483922466e+00,3.021957296770190829e-02,1.182205183194487419e-02
8.884949941590900124e+00,2.963819890818400818e-02,1.245183518521164774e-02
8.974696910697879559e+00,2.714713670266619139e-02,1.092052459462405402e-02
9.064443879804858994e+00,2.987407708934024589e-02,1.177569150356818674e-02
9.154190848911836653e+00,2.767028774819804693e-02,1.265261729638643591e-02
9.243937818018816088e+00,2.994023350349456908e-02,1.176740241526451694e-02
9.333684787125795523e+00,2.732155713322057325e-02,1.152203900426074235e-02
9.423431756232773182e+00,2.869750314150587567e-02,1.038395144125470529e-02
9.513178725339752617e+00,3.346908460560226589e-02,9.427803860794394322e-03
9.602925694446730276e+00,2.856768746864270236e-02,1.113027234127084326e-02
9.692672663553709711e+00,2.497359161034577377e-02,1.155890230725386408e-02
9.782419632660689146e+00,2.899473610749037089e-02,1.102219742454572417e-02
9.872166601767668581e+00,3.104903510048418608e-02,1.152120557864321458e-02
9.961913570874646240e+00,2.867307808962985330e-02,1.005876735597274925e-02
1.005166053998162567e+01,2.717866132100305379e-02,1.077418379380650285e-02
1.014140750908860333e+01,2.967005302133613950e-02,1.211140369440078315e-02
1.023115447819558277e+01,2.620248448645858680e-02,1.062835396555623403e-02
1.032090144730256220e+01,2.580355059031256074e-02,1.025051120682168686e-02
1.041064841640954164e+01,2.841643255215045571e-02,1.086820063503086443e-02
1.050039538551651930e+01,3.086252639564639536e-02,1.127606663572887878e-02
1.059014235462349873e+01,2.917755050085308124e-02,1.153995787700379423e-02
1.067988932373047639e+01,3.481971108756187760e-02,1.257109491516293295e-02
1.076963629283745583e+01,3.417739265636800944e-02,1.450088711205962770e-02
1.085938326194443349e+01,3.023398966854540237e-02,1.263558692536715343e-02
1.094913023105141292e+01,2.842333608058483438e-02,1.342675882872837977e-02
1.103887720015839236e+01,2.998429175536363941e-02,1.312215857278108480e-02
1.112862416926537179e+01,3.106008449386692127e-02,1.252659708887351141e-02
1.121837113837234945e+01,2.951798654859596333e-02,1.223952090602392802e-02
1.130811810747932711e+01,2.865813163859219290e-02,1.099857096304185204e-02
1.139786507658630654e+01,2.848938524981081341e-02,1.082769224734768214e-02
1.148761204569328598e+01,2.873392255715986540e-02,1.347708418708992717e-02
1.157735901480026541e+01,2.873711640277552479e-02,1.356729377015698616e-02
1.166710598390724485e+01,3.147198008237038491e-02,1.138697370775763364e-02
1.175685295301422251e+01,2.921855415237138709e-02,1.079326401905385778e-02
1.184659992212120017e+01,2.888922950581660973e-02,1.172209065468592798e-02
1.193634689122817960e+01,2.936567460999321352e-02,1.202502228823638247e-02
1.202609386033515904e+01,3.160348535238918788e-02,1.088262264918915707e-02
1.211584082944213847e+01,3.574671386069835227e-02,1.085168160366069452e-02
1.220558779854911613e+01,3.856687900895122700e-02,1.107593401751575009e-02
1.229533476765609556e+01,3.377324563732775342e-02,1.163271983080087398e-02
1.238508173676307500e+01,3.331416703847978750e-02,1.148788762560731640e-02
1.247482870587005266e+01,3.174477055309250090e-02,1.118567571068145375e-02
1.256457567497703032e+01,3.193939537065836054e-02,1.061478790614681957e-02
1.265432264408400975e+01,3.145513424745935427e-02,1.286347681168376923e-02
1.274406961319098919e+01,3.069405140457852690e-02,1.345286262409405714e-02
1.283381658229796862e+01,2.891760376075675626e-02,1.269311899493597538e-02
1.292356355140494806e+01,2.874859685843321466e-02,1.309801108009460424e-02
1.301331052051192572e+01,3.114144326021197132e-02,1.158877247627590826e-02
1.310305748961890515e+01,3.090544728142413655e-02,1.246499401631234044e-02
1.319280445872588103e+01,3.434707415555025151e-02,1.194175932789425312e-02
1.328255142783286047e+01,3.131374307230321702e-02,1.096689794343985898e-02
1.337229839693983990e+01,2.815151025613268909e-02,1.013921198888736129e-02
1.346204536604681934e+01,3.534761796473782219e-02,1.054366752440114192e-02
1.355179233515379877e+01,3.428778159827757660e-02,1.226846665685843787e-02
1.364153930426077643e+01,3.100038570960998718e-02,1.211897545672032707e-02
1.373128627336775587e+01,3.240341258397791413e-02,1.047195149504943565e-02
1.382103324247473530e+01,3.121421078517756451e-02,1.128619198626635949e-02
1.391078021158171474e+01,2.904201880667836577e-02,1.077451502372091773e-02
1.400052718068869417e+01,3.616824933994415570e-02,1.039623169985958058e-02
1.409027414979567006e+01,3.601334578006558373e-02,1.126088636906817132e-02
1.418002111890264949e+01,3.179780384242650998e-02,1.235773441174076691e-02
1.426976808800962893e+01,3.105379584426142675e-02,1.254967163460395975e-02
1.435951505711660658e+01,3.545563701664180417e-02,1.138633446306956329e-02
1.444926202622358602e+01,3.507602755977038550e-02,1.146158580393056084e-02
1.453900899533056545e+01,3.476067222450967414e-02,1.262375741141179113e-02
1.462875596443754489e+01,3.518060655014845772e-02,1.211982121209262755e-02
1.471850293354452432e+01,3.248134166471473849e-02,1.282117033362475782e-02
1.480824990265150198e+01,3.137159701791902150e-02,1.263487524782300024e-02
1.489799687175847964e+01,2.906001245262810825e-02,1.117670137909752663e-02
1.498774384086545730e+01,2.829871886774592768e-02,1.140362153781352555e-02
1.507749080997243674e+01,3.090628668881359453e-02,1.092950310999635070e-02
1.516723777907941617e+01,3.425005836872340587e-02,1.134138590428341621e-02
1.525698474818639561e+01,3.197433478143714425e-02,1.213792680162576777e-02
1.534673171729337504e+01,2.989884631562053294e-02,1.221251506371353636e-02
1.543647868640035270e+01,3.080372781664741932e-02,1.202888489852089668e-02
1.552622565550733214e+01,3.413059295417185390e-02,1.464672132865171318e-02
1.561597262461431157e+01,3.614096889401957613e-02,1.094941522305448341e-02
1.570571959372129101e+01,3.670144452548072811e-02,1.065876340754852263e-02
1.579546656282826689e+01,3.315508460145766279e-02,1.048864483923490389e-02
1.588521353193524632e+01,3.227773344591706312e-02,1.057846218810859669e-02
1.597496050104222576e+01,2.956008893695671186e-02,1.224764894013813735e-02
1.606470747014920519e+01,3.221128048241671954e-02,1.391153675811460100e-02
1.615445443925618463e+01,2.718240920871608721e-02,1.104404789333540346e-02
1.624420140836316406e+01,2.962987805484798565e-02,1.030035803895492513e-02
1.633394837747013995e+01,3.145535165340423989e-02,1.089813068158150891e-02
1.642369534657711938e+01,3.393685893479618521e-02,1.157826043631844659e-02
1.651344231568409882e+01,3.218223141119255781e-02,1.199666287248545016e-02
1.660318928479107470e+01,3.246135854428349593e-02,1.170228810369885672e-02
1.669293625389805413e+01,3.073309453054241802e-02,1.112946812183799455e-02
1.678268322300503357e+01,2.950885511909636175e-02,1.178226084272033375e-02
1.687243019211201300e+01,3.112161878216141569e-02,1.178011023965437262e-02
1.696217716121899244e+01,3.089446076178891873e-02,1.153677376073953924e-02
1.705192413032597187e+01,2.710899302738252470e-02,1.248642712334111469e-02
1.714167109943295131e+01,2.708755547198457569e-02,1.189790130045260790e-02
1.723141806853993074e+01,3.161773368609120671e-02,1.092579885653123528e-02
1.732116503764691018e+01,3.121874216224737250e-02,1.111114414793532186e-02
1.741091200675388961e+01,3.306724263413948761e-02,1.115885495767303739e-02
1.750065897586086550e+01,3.486186483823378729e-02,1.224419404823651539e-02
1.759040594496784493e+01,3.223261979026152690e-02,1.306236193341215983e-02
1.768015291407482081e+01,3.097975474433158419e-02,1.075028464444986211e-02
1.776989988318180025e+01,3.016630434387577650e-02,1.042818587326845535e-02
1.785964685228877968e+01,2.731095785254484404e-02,1.096261042505193573e-02
1.794939382139575912e+01,3.105450537336337108e-02,1.253603814241661951e-02
1.803914079050273855e+01,3.372336391804614530e-02,1.118089208035244128e-02
1.812888775960971799e+01,3.319199208927176015e-02,1.166321901750027798e-02
1.821863472871669742e+01,3.162791101579430497e-02,1.332915786676865631e-02
1.830838169782367331e+01,2.899179712629134514e-02,1.183406616149283372e-02
1.839812866693065274e+01,2.826956857479904356e-02,1.107543622998200319e-02
1.848787563603763218e+01,3.229345919873787690e-02,1.314109689452250089e-02
1.857762260514461161e+01,3.255115624182895739e-02,1.160030801685852340e-02
1.866736957425159105e+01,3.199980836187471533e-02,1.199169023835632009e-02
1.875711654335857048e+01,3.172096003109267648e-02,1.210209026921355187e-02
1.884686351246554636e+01,2.708887875394614536e-02,1.222417710803713926e-02
1.893661048157252580e+01,2.927165864227301850e-02,1.167711253888664182e-02
1.902635745067950523e+01,2.943674426612338108e-02,1.175411951979542582e-02
1.911610441978648467e+01,2.896987069736749187e-02,1.371137876609469959e-02
1.920585138889346055e+01,2.666753028087758687e-02,1.335928637217695045e-02
1.929559835800043999e+01,2.955727479138558003e-02,1.057700262201161263e-02
1.938534532710741942e+01,3.236022743485243713e-02,1.008949376674091181e-02
1.947509229621439886e+01,2.821708898808896956e-02,1.129476811201159288e-02
1.956483926532137829e+01,2.975425612362206373e-02,1.095017306861607691e-02
1.965458623442835773e+01,3.246127153804504589e-02,1.059818790180020766e-02
1.974433320353533716e+01,3.411481796874660938e-02,1.214814594070811118e-02
1.983408017264231660e+01,3.260696305706104609e-02,1.170660106090557970e-02
1.992382714174929248e+01,3.078380601952703313e-02,1.231254157739982910e-02
2.001357411085627191e+01,2.999969641548432681e-02,1.117934049860840398e-02
2.010332107996325135e+01,2.828299452182579665e-02,1.123572386452898093e-02
2.019306804907022723e+01,3.082226827481870587e-02,1.152062246928915734e-02
2.028281501817720667e+01,2.907818825978543756e-02,1.163995799111690842e-02
2.037256198728418610e+01,2.933775568664795039e-02,1.036036954370058404e-02
2.046230895639116554e+01,3.140873069292984127e-02,1.127699544417638811e-02
2.055205592549814497e+01,2.735625499248331774e-02,1.157195849054145839e-02
2.064180289460512441e+01,2.933428124645662272e-02,1.142375867649233351e-02
2.073154986371210384e+01,2.740906220043154776e-02,1.239919370185471430e-02
2.082129683281908328e+01,2.832548737443905257e-02,1.461480461052522620e-02
2.091104380192605916e+01,2.754042724623557287e-02,1.426650041160574221e-02
2.100079077103303860e+01,2.971485213483210722e-02,1.294592710054569620e-02
2.109053774014001803e+01,3.217464792194471568e-02,1.384411902381700241e-02
2.118028470924699747e+01,2.669731016814789332e-02,1.279990344080119205e-02
2.127003167835397335e+01,2.658559373100210371e-02,1.257134662184847262e-02
2.135977864746095278e+01,2.639637861375066299e-02,1.340515496956052287e-02
2.144952561656793222e+01,2.779313398507986949e-02,1.267572231702373230e-02
2.153927258567491165e+01,2.826833407053416097e-02,1.104413082597700130e-02
2.162901955478189109e+01,2.454398122576208902e-02,1.020661914460306054e-02
2.171876652388886697e+01,2.536235972489762555e-02,1.151817765050394682e-02
2.180851349299584641e+01,2.773884539871442415e-02,1.296176305963968149e-02
2.189826046210282584e+01,2.618300071186478034e-02,1.283960467586281635e-02
2.198800743120980528e+01,2.473545881952513709e-02,1.236649794261767202e-02
2.207775440031678471e+01,2.654266083207036664e-02,1.230213707807322095e-02
2.216750136942376415e+01,2.623338480802567263e-02,1.179228179694964858e-02
2.225724833853074358e+01,2.542432956094099750e-02,1.341740781800762616e-02
2.234699530763772302e+01,2.480755937846038442e-02,1.256938115442091282e-02
2.243674227674469890e+01,2.806360747353835519e-02,1.106441182766422851e-02
2.252648924585167833e+01,2.813574512485654544e-02,1.046082491659509547e-02
2.261623621495865422e+01,2.741893211468831790e-02,1.183178958112988434e-02
2.270598318406563365e+01,2.572701059716774041e-02,1.181674895778762717e-02
2.279573015317261309e+01,2.395434693782583571e-02,1.249562052067952796e-02
2.288547712227959252e+01,2.398208500556933340e-02,1.134373707863379349e-02
2.297522409138657196e+01,2.543245569202238002e-02,1.149933469542156229e-02
2.306497106049355139e+01,2.719180198597224291e-02,1.299023008209831444e-02
2.315471802960053083e+01,2.550477121701886021e-02,1.262978945583892801e-02
2.324446499870751026e+01,2.627124446505306812e-02,1.257424399177340703e-02
2.333421196781448970e+01,2.739673396652837073e-02,1.268786833389547175e-02
2.342395893692146558e+01,2.451959911862492889e-02,1.180266314785001318e-02
2.351370590602844501e+01,2.245831448186057580e-02,1.099255568571552190e-02
2.360345287513542445e+01,2.450931296788286251e-02,1.216386206728814999e-02
2.369319984424240033e+01,2.418944184079487719e-02,1.418538010773090843e-02
2.378294681334937977e+01,2.165667892794325561e-02,1.293487764177352235e-02
2.387269378245635920e+01,2.343534944107308546e-02,1.124199005131191510e-02
2.396244075156333864e+01,2.373205662507028510e-02,1.272240495538899153e-02
2.405218772067031807e+01,2.619592677637514605e-02,1.400964715977314964e-02
2.414193468977729751e+01,2.564943302060789659e-02,1.388544631105053349e-02
2.423168165888427694e+01,2.499403086440143973e-02,1.191943398250899962e-02
2.432142862799125282e+01,2.454967370910825231e-02,1.377780200649816184e-02
2.441117559709823226e+01,2.186086135531300698e-02,1.460223616248980394e-02
2.450092256620521169e+01,2.413303684841371435e-02,1.334031027524225192e-02
2.459066953531219113e+01,2.570220152519965551e-02,1.392348716598333820e-02
2.468041650441917056e+01,2.563857627223219832e-02,1.538332789688559576e-02
2.477016347352615000e+01,2.305779652145755962e-02,1.306100850364528242e-02
2.485991044263312588e+01,2.233465592471792563e-02,1.232585064728655005e-02
2.494965741174010532e+01,2.434310453844676023e-02,1.454588241442515348e-02
2.503940438084708475e+01,2.652430375678154276e-02,1.369696274714747239e-02
2.512915134995406063e+01,2.431088695717340334e-02,1.296168904285622744e-02
2.521889831906104007e+01,2.192909278193732117e-02,9.541180000923191878e-03
2.530864528816801950e+01,2.051431208938021139e-02,1.090740830583709735e-02
2.539839225727499894e+01,2.199826656426353416e-02,1.169257803775936369e-02
2.548813922638197838e+01,2.618799503045663585e-02,1.211070605167584475e-02
2.557788619548895781e+01,2.659294734212421310e-02,1.322252923077885632e-02
2.566763316459593725e+01,2.473777574125031811e-02,1.342504922212149274e-02
2.575738013370291668e+01,2.463542804008422502e-02,1.191796707067365596e-02
2.584712710280989612e+01,2.262922090296121125e-02,1.213853231878505787e-02
2.593687407191687555e+01,2.258657005241644991e-02,1.241221997631282610e-02
2.602662104102385143e+01,2.271985491796528478e-02,1.266789908639049354e-02
2.611636801013083087e+01,2.250259532607303339e-02,1.319605999501728515e-02
2.620611497923781030e+01,2.388796743759717678e-02,1.228800456549476207e-02
2.629586194834478974e+01,2.038995507181384087e-02,1.232516581267846870e-02
2.638560891745176207e+01,2.067809327812520498e-02,1.207560168422714721e-02
2.647535588655874150e+01,2.078755014470214796e-02,1.119652199178207581e-02
2.656510285566572094e+01,2.297393276008085142e-02,1.182698597051042542e-02
2.665484982477270037e+01,2.187507122040940194e-02,1.089969471736339408e-02
2.674459679387967981e+01,2.020763969399600249e-02,1.131997386203424834e-02
2.683434376298665924e+01,1.992002302915043752e-02,1.231127778565219502e-02
2.692409073209363868e+01,1.998493796161169081e-02,1.368496835369569474e-02
2.701383770120061811e+01,2.158203751024592720e-02,1.301378518174943662e-02
2.710358467030759755e+01,2.156001047655240269e-02,1.123867536058511044e-02
2.719333163941457698e+01,2.007691295366005602e-02,1.179013912758951343e-02
2.728307860852155287e+01,1.959180925920293165e-02,1.209378524375232314e-02
2.737282557762853230e+01,2.056816167627607828e-02,1.274474136887911342e-02
2.746257254673551174e+01,2.102681377841675650e-02,1.358846405117164133e-02
2.755231951584249117e+01,2.308487584004310228e-02,1.251528248263662595e-02
2.764206648494947061e+01,2.145756945593286710e-02,1.163285639828028940e-02
2.773181345405645004e+01,2.048745355009278651e-02,9.696288893311521065e-03
2.782156042316342948e+01,1.963884277253908836e-02,9.502087565983642972e-03
2.791130739227040891e+01,1.952870267930446185e-02,1.209020425265077726e-02
2.800105436137738835e+01,2.009599478787537502e-02,1.138309945457746490e-02
2.809080133048436068e+01,2.376613274406727538e-02,1.197602561198416599e-02
2.818054829959134011e+01,2.064359605844833662e-02,1.106865418171693212e-02
2.827029526869831955e+01,1.967368786536457734e-02,1.111113854233877936e-02
2.836004223780529898e+01,1.998591106491245245e-02,1.148687593048060458e-02
2.844978920691227842e+01,1.970841170085172595e-02,1.133608076628950245e-02
2.853953617601925785e+01,1.958027122137618800e-02,1.198732593471782057e-02
2.862928314512623373e+01,2.101182278183638327e-02,1.176095146363442465e-02
2.871903011423321317e+01,2.064760531190002954e-02,1.168340076088565313e-02
2.880877708334019260e+01,1.782583364330684803e-02,1.085707634954935497e-02
2.889852405244717204e+01,1.947573419101449738e-02,1.229844597631845129e-02
2.898827102155415147e+01,2.020391024769204250e-02,1.117745412001065926e-02
2.907801799066113091e+01,1.949281941357837444e-02,9.976479771487077250e-03
2.916776495976811034e+01,1.810823654514798209e-02,9.941151284022793633e-03
2.925751192887508978e+01,1.914231401643605099e-02,1.032989160892003148e-02
2.934725889798206921e+01,1.774366555582810798e-02,1.023070108715648345e-02
2.943700586708904865e+01,1.900270848847286295e-02,9.692008878335272790e-03
2.952675283619602453e+01,1.962716748870886249e-02,1.059174475772555434e-02
2.961649980530300397e+01,1.776526085373767230e-02,1.077628028867320606e-02
2.970624677440998340e+01,1.835610967811257543e-02,1.091659895440143420e-02
2.979599374351695928e+01,1.971458613333783652e-02,1.202043498386535202e-02
2.988574071262393872e+01,1.959318809264203043e-02,1.120675106166789739e-02
2.997548768173091460e+01,1.907023764432991264e-02,9.553938868655284522e-03
3.006523465083789404e+01,1.871792540254828274e-02,8.927129961628766860e-03
3.015498161994487347e+01,1.815296418355008198e-02,1.042108899387857515e-02
3.024472858905185291e+01,1.693756223785393075e-02,1.009916354074088043e-02
3.033447555815883234e+01,1.758080653583912051e-02,1.004557370137521694e-02
3.042422252726581178e+01,1.938835055867168741e-02,1.078105417707595458e-02
3.051396949637279121e+01,2.053234744064461048e-02,1.124587660599554034e-02
3.060371646547977065e+01,1.819061829285978718e-02,8.974045508924843179e-03
3.069346343458675008e+01,2.020153631230301935e-02,1.037532690955096128e-02
3.078321040369372952e+01,1.994458256309262004e-02,1.024162454310812570e-02
3.087295737280070540e+01,1.760206982156059530e-02,1.116161848814452122e-02
3.096270434190768484e+01,1.700839150008692097e-02,1.083270487886214481e-02
3.105245131101466427e+01,1.917293130621335398e-02,8.649360282754234991e-03
3.114219828012164371e+01,1.917120947494573360e-02,9.001713032422822836e-03
3.123194524922862314e+01,1.906302388426342476e-02,9.520418047897747510e-03
3.132169221833560258e+01,1.899578528706854369e-02,8.722744201909644543e-03
3.141143918744258201e+01,1.917495815313972549e-02,8.526432399934443657e-03
3.150118615654955434e+01,1.930504245230896948e-02,8.415300625068755994e-03
3.159093312565653378e+01,1.895390855974792010e-02,9.132720899156879582e-03
3.168068009476351321e+01,1.914465657849857144e-02,9.852235164789124172e-03
3.177042706387049265e+01,1.768573302144565637e-02,8.218091820564026734e-03
3.186017403297747208e+01,2.000223666316590723e-02,9.315145920140724400e-03
3.194992100208445152e+01,1.921565286448177409e-02,8.830654193736083013e-03
3.203966797119142740e+01,1.903693956278016547e-02,8.176059255545421040e-03
3.212941494029841039e+01,1.824319543307737282e-02,9.295658982729083919e-03
3.221916190940538627e+01,1.706751150871518852e-02,9.628346311977223002e-03
3.230890887851236926e+01,1.647863877272972080e-02,1.028948006126964056e-02
3.239865584761934514e+01,1.433900677093377998e-02,9.804378637356147771e-03
3.248840281672632813e+01,1.619717354815274762e-02,9.368775596254076687e-03
3.257814978583330401e+01,1.916944070652199308e-02,9.923954445529181712e-03
3.266789675494027989e+01,1.915000063759548024e-02,9.296360834465666745e-03
3.275764372404726288e+01,1.735114575036853998e-02,8.941694304840479279e-03
3.284739069315423876e+01,1.716319229224359810e-02,9.680340184558846456e-03
3.293713766226122175e+01,1.652520844487220461e-02,9.313621864305473771e-03
3.302688463136819763e+01,1.874995773672405094e-02,8.566731262443132502e-03
3.311663160047518062e+01,1.633120374959473944e-02,9.292044764924555292e-03
3.320637856958214940e+01,1.628546357069542844e-02,8.958410732511558339e-03
3.329612553868913238e+01,1.681626118530871183e-02,8.263363835577422489e-03
3.338587250779610827e+01,1.606224055484760035e-02,9.039937728809857576e-03
3.347561947690309125e+01,1.499182119708159303e-02,9.037588813036519231e-03
3.356536644601006714e+01,1.487029142764818498e-02,8.630805276225039444e-03
3.365511341511705012e+01,1.554263078755339748e-02,8.505832737154559245e-03
3.374486038422402601e+01,1.459349842172376170e-02,8.137244197274573487e-03
3.383460735333100899e+01,1.528657199264157884e-02,8.353220493636875910e-03
3.392435432243798488e+01,1.590840692660345709e-02,8.921066467746546422e-03
3.401410129154496076e+01,1.779615609673139420e-02,8.899686010030286032e-03
3.410384826065194375e+01,1.698667728176351741e-02,8.391479404039683954e-03
3.419359522975891963e+01,1.469325893452205767e-02,8.114131454037620123e-03
3.428334219886590262e+01,1.425946942612282657e-02,7.701904977309372187e-03
3.437308916797287850e+01,1.438236308315428078e-02,8.138631704908487821e-03
3.446283613707986149e+01,1.579805892643322898e-02,9.500551320297400890e-03
3.455258310618683737e+01,1.603148958040369679e-02,8.754950337721492323e-03
3.464233007529382036e+01,1.599188311312502858e-02,8.498121546353938627e-03
