Freq_rad_ps,VDOS_Na,VDOS_K
4.487348455348939780e+00,1.658428175986563155e-02,2.758204399759434100e-02
4.577095424455918327e+00,1.446800504325766214e-02,2.647770005220816472e-02
4.666842393562897762e+00,1.362523005677022080e-02,2.436765629512944314e-02
4.756589362669876309e+00,1.449932427632328290e-02,2.696625673759557237e-02
4.846336331776854855e+00,1.448963884942513873e-02,3.094184082296441707e-02
4.936083300883834291e+00,1.399204786361730492e-02,2.894097584144658675e-02
5.025830269990812837e+00,1.505784708881714035e-02,2.710407545203294757e-02
5.115577239097791384e+00,1.787238842796735547e-02,3.104158575220615154e-02
5.205324208204770819e+00,1.968714885573933163e-02,3.061975965407317049e-02
5.295071177311749366e+00,1.838947237379471439e-02,2.856996426579746021e-02
5.384818146418727913e+00,1.657015949514859671e-02,3.015152087218368054e-02
5.474565115525706460e+00,1.915922821629835807e-02,2.900994174539958323e-02
5.564312084632685895e+00,1.852346270962218142e-02,3.116135846106929050e-02
5.654059053739663554e+00,1.821858551178488078e-02,3.610632292140592697e-02
5.743806022846642989e+00,1.918036091277377370e-02,3.474246102080075227e-02
5.833552991953622424e+00,1.847334390564292494e-02,3.283811500936066607e-02
5.923299961060600083e+00,1.915763902736542304e-02,3.208465173678089200e-02
6.013046930167579518e+00,1.938606703859269836e-02,3.154869698491574032e-02
6.102793899274558065e+00,2.198020467783871890e-02,2.913798829513889257e-02
6.192540868381537500e+00,2.202984045591931117e-02,2.714688156738251368e-02
6.282287837488515159e+00,1.749179912975607279e-02,3.074519395760288987e-02
6.372034806595494594e+00,1.756994356820548026e-02,3.117554113958774173e-02
6.461781775702474029e+00,1.938451164465517310e-02,3.412457853676274105e-02
6.551528744809452576e+00,1.844123688633265978e-02,3.247838733724794924e-02
6.641275713916430234e+00,1.715115337021513170e-02,3.042857865330784659e-02
6.731022683023409670e+00,1.881922926167798119e-02,3.298118702381835216e-02
6.820769652130388216e+00,1.906206714332878832e-02,3.396252799883429235e-02
6.910516621237367652e+00,1.894133244798429719e-02,3.272098813622499602e-02
7.000263590344347087e+00,1.837319554074437478e-02,3.486596471826614030e-02
7.090010559451324745e+00,1.758130788556756113e-02,3.335578490892680131e-02
7.179757528558303292e+00,1.833232566027904673e-02,3.488912005167708885e-02
7.269504497665282727e+00,1.776987594903082709e-02,3.561063103741251429e-02
7.359251466772262162e+00,1.862123237347551932e-02,3.876663119602432456e-02
7.448998435879239821e+00,2.045509987852360545e-02,3.707893700358921157e-02
7.538745404986218368e+00,1.987066481585323188e-02,3.559710066668322209e-02
7.628492374093197803e+00,2.043309120961720945e-02,3.609406121083081481e-02
7.718239343200176350e+00,2.109676676216340127e-02,4.282665619987470473e-02
7.807986312307155785e+00,2.119245567821360920e-02,4.300160552955701460e-02
7.897733281414133444e+00,2.094279029851291857e-02,3.485598969840289496e-02
7.987480250521112879e+00,2.183087279940051223e-02,3.741798403908880299e-02
8.077227219628092314e+00,1.988338968950242522e-02,3.503029185439883453e-02
8.166974188735069973e+00,1.959564773061671372e-02,3.623420460015651379e-02
8.256721157842049408e+00,2.019804610296080730e-02,3.747840452256459565e-02
8.346468126949027067e+00,1.980115146123146569e-02,3.232720637311949086e-02
8.436215096056006502e+00,1.782355612679675447e-02,3.423810447259759138e-02
8.525962065162985937e+00,1.917753844125069315e-02,3.459877456895140563e-02
8.615709034269965372e+00,2.092999582632798505e-02,3.580975032979576839e-02
8.705456003376944807e+00,1.851630220730348872e-02,3.779371597867595134e-02
8.795202972483922466e+00,1.904791341750221995e-02,3.897667882480897877e-02
8.884949941590900124e+00,1.946972886176588993e-02,3.905816249323378064e-02
8.974696910697879559e+00,1.841663147629878788e-02,3.341393479869833594e-02
9.064443879804858994e+00,2.061274042015251440e-02,3.637998815860478408e-02
9.154190848911836653e+00,2.569243839473099589e-02,4.019691413347602910e-02
9.243937818018816088e+00,2.504751876427450952e-02,4.113290350400117257e-02
9.333684787125795523e+00,2.208530672912359730e-02,4.238801069247864761e-02
9.423431756232773182e+00,2.046945493567144808e-02,3.992513976974573775e-02
9.513178725339752617e+00,1.900136522108654760e-02,3.759370491548445770e-02
9.602925694446730276e+00,1.947429339653062794e-02,3.596916498269334822e-02
9.692672663553709711e+00,2.020843759621681127e-02,3.431950958874511320e-02
9.782419632660689146e+00,2.049498556955858461e-02,3.593082387372808356e-02
9.872166601767668581e+00,2.092743879932395037e-02,3.999258348780778544e-02
9.961913570874646240e+00,2.027895992907715814e-02,4.076579421491716149e-02
1.005166053998162567e+01,2.177336964571586694e-02,3.925716001530502042e-02
1.014140750908860333e+01,2.164772014034994918e-02,3.827313343921530386e-02
1.023115447819558277e+01,2.218433951021966943e-02,3.729437243359669946e-02
1.032090144730256220e+01,2.134270086459235521e-02,4.222292437937533172e-02
1.041064841640954164e+01,2.106568958043078879e-02,3.604681606388593362e-02
1.050039538551651930e+01,2.343314859012723614e-02,3.651038713283802362e-02
1.059014235462349873e+01,2.293357695041777292e-02,3.938554592411446648e-02
1.067988932373047639e+01,2.632279334087888820e-02,3.813141226603680017e-02
1.076963629283745583e+01,2.633543962880783088e-02,3.471833224365764720e-02
1.085938326194443349e+01,2.376298645874660651e-02,3.606803133417445933e-02
1.094913023105141292e+01,2.126496903230745347e-02,3.726998678268197973e-02
1.103887720015839236e+01,2.145927383557685864e-02,3.671066587000477999e-02
1.112862416926537179e+01,2.197718332316672685e-02,3.854593350781709837e-02
1.121837113837234945e+01,2.152412031408506426e-02,3.771920079420153921e-02
1.130811810747932711e+01,2.299158088721089954e-02,3.553468208705058001e-02
1.139786507658630654e+01,2.312493469312955005e-02,3.674690594730320448e-02
1.148761204569328598e+01,2.245857957037723437e-02,4.271825603210671618e-02
1.157735901480026541e+01,2.331364207533642360e-02,3.980227835662121516e-02
1.166710598390724485e+01,2.564532532056712846e-02,3.940709437851842162e-02
1.175685295301422251e+01,2.130230344234567905e-02,4.311520874083666494e-02
1.184659992212120017e+01,2.128562108753481383e-02,4.265059272631237935e-02
1.193634689122817960e+01,2.559614396581351772e-02,4.182606509697602004e-02
1.202609386033515904e+01,2.357226129188281019e-02,3.298121273537791415e-02
1.211584082944213847e+01,2.714966153428604104e-02,3.975813828798060307e-02
1.220558779854911613e+01,2.416450164678099824e-02,4.508918745154495700e-02
1.229533476765609556e+01,2.111360251262995452e-02,3.799241252267327590e-02
1.238508173676307500e+01,2.388959212746229535e-02,3.844529058401221361e-02
1.247482870587005266e+01,2.627300342151806314e-02,3.871921625808883577e-02
1.256457567497703032e+01,2.256763234585635117e-02,3.747344692592280424e-02
1.265432264408400975e+01,2.289857268952575839e-02,3.865538885910081712e-02
1.274406961319098919e+01,2.438368046060299457e-02,3.735215782046867605e-02
1.283381658229796862e+01,2.285792504365406069e-02,3.807656769490493781e-02
1.292356355140494806e+01,2.398566985748709288e-02,3.906160223287194477e-02
1.301331052051192572e+01,2.435002497369712082e-02,3.842732226641050464e-02
1.310305748961890515e+01,2.126691814024506133e-02,3.865299087450215637e-02
1.319280445872588103e+01,2.333298348785823109e-02,4.065424018379181631e-02
1.328255142783286047e+01,2.594462352798359087e-02,3.917617858819208432e-02
1.337229839693983990e+01,2.493005021439067062e-02,3.786108021167006177e-02
1.346204536604681934e+01,2.565216902731519075e-02,3.577799602701162845e-02
1.355179233515379877e+01,2.646175913829296178e-02,3.516905184684217950e-02
1.364153930426077643e+01,2.353306004922175315e-02,4.014149694035223231e-02
1.373128627336775587e+01,2.452276152355951921e-02,3.702621014894185575e-02
1.382103324247473530e+01,2.568446756135548889e-02,3.382426907661778559e-02
1.391078021158171474e+01,2.521111276092328699e-02,3.809537350752305318e-02
1.400052718068869417e+01,2.301542567038617620e-02,3.981366637584139723e-02
1.409027414979567006e+01,2.373097673078463851e-02,3.668035593144036016e-02
1.418002111890264949e+01,2.342629081409648706e-02,4.076602964360210440e-02
1.426976808800962893e+01,2.208978871060617716e-02,4.232322991782687394e-02
1.435951505711660658e+01,2.507254231492100569e-02,4.316834739943525845e-02
1.444926202622358602e+01,2.383750400381206419e-02,4.477932983312254284e-02
1.453900899533056545e+01,2.408832162023602161e-02,3.568482801601310928e-02
1.462875596443754489e+01,2.535936537609210367e-02,3.790206371291029996e-02
1.471850293354452432e+01,2.233799693456637453e-02,4.003638247268140327e-02
1.480824990265150198e+01,2.359227098818728746e-02,3.817454891572434617e-02
1.489799687175847964e+01,2.785425420841933578e-02,3.959149820550614263e-02
1.498774384086545730e+01,2.756228751763553642e-02,3.620200302172695006e-02
1.507749080997243674e+01,2.837988657146845589e-02,3.555375278311071613e-02
1.516723777907941617e+01,2.583701486129632782e-02,3.817660009374775759e-02
1.525698474818639561e+01,2.672681955079610899e-02,4.020476912421282883e-02
1.534673171729337504e+01,2.548149797088127000e-02,4.364330043284283395e-02
1.543647868640035270e+01,2.326737320511025262e-02,4.206884789472835340e-02
1.552622565550733214e+01,2.683676616117479374e-02,3.679489819320267557e-02
1.561597262461431157e+01,2.401763172450166808e-02,3.985090604877826459e-02
1.570571959372129101e+01,2.393739369392445387e-02,3.820609605488614613e-02
1.579546656282826689e+01,2.631502092103443075e-02,3.303153410239680066e-02
1.588521353193524632e+01,2.556172844384880377e-02,4.038241753225337016e-02
1.597496050104222576e+01,2.388737507336780724e-02,5.003106818812404211e-02
1.606470747014920519e+01,3.242865878082751979e-02,4.543600950080312756e-02
1.615445443925618463e+01,2.962598037605355950e-02,4.254209772325217437e-02
1.624420140836316406e+01,2.620448697984356298e-02,3.851947351012423304e-02
1.633394837747013995e+01,2.253622219063040888e-02,3.758015745089011289e-02
1.642369534657711938e+01,2.374765658536473825e-02,3.926822625301933101e-02
1.651344231568409882e+01,2.714422922112967596e-02,3.774634946477463393e-02
1.660318928479107470e+01,2.729434664067427116e-02,3.500125666814134229e-02
1.669293625389805413e+01,2.658411946057640321e-02,3.480039727666558308e-02
1.678268322300503357e+01,3.018932663147920470e-02,3.865455006889317868e-02
1.687243019211201300e+01,2.792305720109115180e-02,3.813153595678360486e-02
1.696217716121899244e+01,2.317462109666821105e-02,3.826722188029922644e-02
1.705192413032597187e+01,3.050525364481331686e-02,3.668940112388613395e-02
1.714167109943295131e+01,2.601920853176086304e-02,4.129777188528389181e-02
1.723141806853993074e+01,2.677214495534492242e-02,3.911725506963499577e-02
1.732116503764691018e+01,2.978663898554342188e-02,3.805949131929380752e-02
1.741091200675388961e+01,2.849695177934127507e-02,3.860809622160177312e-02
1.750065897586086550e+01,2.847849922116813676e-02,3.888177851793938461e-02
1.759040594496784493e+01,3.267535250021774695e-02,3.283208793836891320e-02
1.768015291407482081e+01,2.820356811234907279e-02,3.685957334506417826e-02
1.776989988318180025e+01,2.845804723837751585e-02,4.120943755557052862e-02
1.785964685228877968e+01,2.849379738548186297e-02,3.660559752897556141e-02
1.794939382139575912e+01,2.663527346530452158e-02,3.410856158800085886e-02
1.803914079050273855e+01,2.769240039153353372e-02,3.455228190082278161e-02
1.812888775960971799e+01,2.902436128406426022e-02,3.312195711970122858e-02
1.821863472871669742e+01,2.853117869158859621e-02,3.426645386004218558e-02
1.830838169782367331e+01,2.415554567649829537e-02,3.447056078529662365e-02
1.839812866693065274e+01,2.382587957082072175e-02,3.256414387797458565e-02
1.848787563603763218e+01,2.451744742628741980e-02,3.454856898776072216e-02
1.857762260514461161e+01,2.628960707770590377e-02,3.186426029663308457e-02
1.866736957425159105e+01,2.557055114136819879e-02,3.315516787579868979e-02
1.875711654335857048e+01,2.479884479528233696e-02,3.731843922464416624e-02
1.884686351246554636e+01,2.757212491218163225e-02,3.799266247805330871e-02
1.893661048157252580e+01,2.844749079196275121e-02,3.493351863432719862e-02
1.902635745067950523e+01,3.020419860296826020e-02,3.496837850639454570e-02
1.911610441978648467e+01,2.827033075369383280e-02,3.209872390617284771e-02
1.920585138889346055e+01,2.478279951885341281e-02,3.306374557316572177e-02
1.929559835800043999e+01,2.691663715671659476e-02,3.651291106051658686e-02
1.938534532710741942e+01,2.734324547669539709e-02,3.269902006767481939e-02
1.947509229621439886e+01,3.085890697357913590e-02,3.133802145592529120e-02
1.956483926532137829e+01,2.971382048336279266e-02,2.937758284347910878e-02
1.965458623442835773e+01,2.947659288072828135e-02,3.244427008930344386e-02
1.974433320353533716e+01,2.942496060026878954e-02,3.457372684746848335e-02
1.983408017264231660e+01,2.557948628264975280e-02,2.997234576899954553e-02
1.992382714174929248e+01,2.783678904461253656e-02,2.927066617340589802e-02
2.001357411085627191e+01,2.637905233794256635e-02,3.411688996301422833e-02
2.010332107996325135e+01,2.936814313128561366e-02,3.163066158245923798e-02
2.019306804907022723e+01,3.074451030534584503e-02,3.125394840605889152e-02
2.028281501817720667e+01,2.819059204828431447e-02,3.481983465422943541e-02
2.037256198728418610e+01,2.857116178478956436e-02,3.095997806417481041e-02
2.046230895639116554e+01,2.347483216356272342e-02,3.165501503695176272e-02
2.055205592549814497e+01,2.309928232493421371e-02,3.207533534760673849e-02
2.064180289460512441e+01,2.900373859320540607e-02,2.933064257475540351e-02
2.073154986371210384e+01,2.708642196639906088e-02,2.748458895217421524e-02
2.082129683281908328e+01,2.334834272862718746e-02,2.690085794546191386e-02
2.091104380192605916e+01,2.644202702339793973e-02,2.841556828064882925e-02
2.100079077103303860e+01,2.746910996335608091e-02,2.887764258025239325e-02
2.109053774014001803e+01,2.778817997830035358e-02,3.017666739742053128e-02
2.118028470924699747e+01,2.982787299972977993e-02,2.972080180834955551e-02
2.127003167835397335e+01,2.966884095816738759e-02,2.749522618147064862e-02
2.135977864746095278e+01,3.091764447137006558e-02,2.910931305724504328e-02
2.144952561656793222e+01,2.553048767135445915e-02,2.523313022717638479e-02
2.153927258567491165e+01,2.472174806630489732e-02,2.382365135539478429e-02
2.162901955478189109e+01,2.771235968446948694e-02,2.913034436786987938e-02
2.171876652388886697e+01,2.809341005549883044e-02,3.281035489224887192e-02
2.180851349299584641e+01,2.930938589270895220e-02,2.909192375769167893e-02
2.189826046210282584e+01,2.759011948975675574e-02,2.586756504280952884e-02
2.198800743120980528e+01,2.627870804112001149e-02,2.898856072682571422e-02
2.207775440031678471e+01,2.440645496321959193e-02,3.111421571516128498e-02
2.216750136942376415e+01,2.597128071224259413e-02,2.749794746418585123e-02
2.225724833853074358e+01,2.602553392632344503e-02,2.430464253079565873e-02
2.234699530763772302e+01,2.507569354495418901e-02,2.619498018377549448e-02
2.243674227674469890e+01,2.947705042759727126e-02,2.742618251137191390e-02
2.252648924585167833e+01,2.769617983341125106e-02,2.582420320803100258e-02
2.261623621495865422e+01,2.853552292224807371e-02,2.569430472405378682e-02
2.270598318406563365e+01,3.064876567109784192e-02,2.555708276688014799e-02
2.279573015317261309e+01,2.951644670286678040e-02,2.565397958225349578e-02
2.288547712227959252e+01,2.500090019666862534e-02,2.939418263954727759e-02
2.297522409138657196e+01,2.529367004560906240e-02,2.904815094678403833e-02
2.306497106049355139e+01,2.469237846127113681e-02,3.152176928989988691e-02
2.315471802960053083e+01,2.385104005813142372e-02,2.789487814101338642e-02
2.324446499870751026e+01,2.367457945678302228e-02,2.402026573709858948e-02
2.333421196781448970e+01,2.528729011512999281e-02,2.534039764269098785e-02
2.342395893692146558e+01,2.600863689678049873e-02,2.203100300765418670e-02
2.351370590602844501e+01,2.501259700092216265e-02,2.480087507701886351e-02
2.360345287513542445e+01,2.210083999958506809e-02,2.750352686632398860e-02
2.369319984424240033e+01,2.591045804709131081e-02,2.425104692941662879e-02
2.378294681334937977e+01,2.730054529238837985e-02,2.430995869498937118e-02
2.387269378245635920e+01,2.558978160938252602e-02,2.246857818677684693e-02
2.396244075156333864e+01,2.446056348840787778e-02,2.234849330450752736e-02
2.405218772067031807e+01,2.393937152041013261e-02,2.351620875434641197e-02
2.414193468977729751e+01,2.234746439366407100e-02,2.403647822310689755e-02
2.423168165888427694e+01,2.317411784671410263e-02,2.212201390524746666e-02
2.432142862799125282e+01,2.416163523803583485e-02,2.403324901416288920e-02
2.441117559709823226e+01,2.531060125673047570e-02,2.371677963815086929e-02
2.450092256620521169e+01,2.513706730467134276e-02,2.140431326040489329e-02
2.459066953531219113e+01,2.376713639497923802e-02,2.058978970754436408e-02
2.468041650441917056e+01,2.237643201980168278e-02,2.301408247773274046e-02
2.477016347352615000e+01,2.609707288778486539e-02,2.230243570154323215e-02
2.485991044263312588e+01,2.211492729150396630e-02,2.050139330253350489e-02
2.494965741174010532e+01,2.557667802268039081e-02,2.151980620950918327e-02
2.503940438084708475e+01,2.924364135846158064e-02,1.951564182786229285e-02
2.512915134995406063e+01,2.765657583321344537e-02,2.135580241602072840e-02
2.521889831906104007e+01,2.526745984057966396e-02,2.191017063540685178e-02
2.530864528816801950e+01,2.564587131169285966e-02,1.846430971728416429e-02
2.539839225727499894e+01,2.554800602569413936e-02,2.056928107144359932e-02
2.548813922638197838e+01,2.530251493448481756e-02,2.165914418669538308e-02
2.557788619548895781e+01,2.599938770137865882e-02,2.089305275686419855e-02
2.566763316459593725e+01,2.286614932292973384e-02,2.351131713507865692e-02
2.575738013370291668e+01,2.438671683245957969e-02,2.363452962570748370e-02
2.584712710280989612e+01,2.467444050939382807e-02,2.014891370753122204e-02
2.593687407191687555e+01,2.260718611737241174e-02,2.061422063158100185e-02
2.602662104102385143e+01,2.326220131081936648e-02,1.879830883074222816e-02
2.611636801013083087e+01,2.339984623565524724e-02,1.801582263910788198e-02
2.620611497923781030e+01,2.268058916485204968e-02,1.796788233221961739e-02
2.629586194834478974e+01,2.454925643660275242e-02,1.668560987826427783e-02
2.638560891745176207e+01,2.589564996275417821e-02,1.923572916827298931e-02
2.647535588655874150e+01,2.331587914045381293e-02,2.032179484083345214e-02
2.656510285566572094e+01,2.388522309451861919e-02,2.058820140039723662e-02
2.665484982477270037e+01,2.352750177811597371e-02,2.240342202391659363e-02
2.674459679387967981e+01,2.264612822907329653e-02,2.042883104236695863e-02
2.683434376298665924e+01,2.411816721350336715e-02,1.985597355114327930e-02
2.692409073209363868e+01,2.489894494776270784e-02,1.981245206103493528e-02
2.701383770120061811e+01,2.441412229371988860e-02,1.890581463116926958e-02
2.710358467030759755e+01,2.499130326139014854e-02,1.943965965595039966e-02
2.719333163941457698e+01,2.413399782454370840e-02,1.675533819221958903e-02
2.728307860852155287e+01,2.106125342731652098e-02,1.408661892325569799e-02
2.737282557762853230e+01,2.311367484641636133e-02,1.794323834406921434e-02
2.746257254673551174e+01,2.583295661682135855e-02,1.833624992451839131e-02
2.755231951584249117e+01,2.759705261910997895e-02,1.649733447105775075e-02
2.764206648494947061e+01,2.435510788584263620e-02,1.717735279556512062e-02
2.773181345405645004e+01,2.192088307686606424e-02,1.793571257532492608e-02
2.782156042316342948e+01,2.204939576517584224e-02,1.928203072025884771e-02
2.791130739227040891e+01,2.160267710669322438e-02,1.727876082063864102e-02
2.800105436137738835e+01,2.248501184048246407e-02,1.411092809023396094e-02
2.809080133048436068e+01,2.741583025031298776e-02,1.411936276421941507e-02
2.818054829959134011e+01,2.363912834744049535e-02,1.570277557494606513e-02
2.827029526869831955e+01,1.931186109293606470e-02,1.850374875725999818e-02
2.836004223780529898e+01,1.899978832464379805e-02,1.841668822734127131e-02
2.844978920691227842e+01,2.076110997098147559e-02,1.742380041689000833e-02
2.853953617601925785e+01,2.055359531180667512e-02,1.682896521664480061e-02
2.862928314512623373e+01,2.040840927840336522e-02,1.855647154344708047e-02
2.871903011423321317e+01,2.274625052526487584e-02,1.728625183654832614e-02
2.880877708334019260e+01,2.343851500931430978e-02,1.603387570335453732e-02
2.889852405244717204e+01,2.405868841139582881e-02,1.605375889824731117e-02
2.898827102155415147e+01,2.173073094764323143e-02,1.535532424951531992e-02
2.907801799066113091e+01,2.117143767641117141e-02,1.544386823113331510e-02
2.916776495976811034e+01,2.365707393140328157e-02,1.507549153463858850e-02
2.925751192887508978e+01,2.314608330081593945e-02,1.442036978235563920e-02
2.934725889798206921e+01,2.113381576673914811e-02,1.385108951020271040e-02
2.943700586708904865e+01,2.130854650814059670e-02,1.429470385883356391e-02
2.952675283619602453e+01,2.216945245972785222e-02,1.518433249544460031e-02
2.961649980530300397e+01,2.511235421599530143e-02,1.433362515707397970e-02
2.970624677440998340e+01,2.451979708684313281e-02,1.572664566549568377e-02
2.979599374351695928e+01,2.270017257646161565e-02,1.572034131103504026e-02
2.988574071262393872e+01,2.350874861817482675e-02,1.585682165329174373e-02
2.997548768173091460e+01,1.950637031099921800e-02,1.293315005528326497e-02
3.006523465083789404e+01,1.996269442204903766e-02,1.277920173731555108e-02
3.015498161994487347e+01,2.088876605455793067e-02,1.334297591182522641e-02
3.024472858905185291e+01,2.045114323610997334e-02,1.432669909008194888e-02
3.033447555815883234e+01,2.027511557812131451e-02,1.368117451900858865e-02
3.042422252726581178e+01,1.885888061693295759e-02,1.374359981885442741e-02
3.051396949637279121e+01,2.032868252788118044e-02,1.292896051461986037e-02
3.060371646547977065e+01,2.443190405535362528e-02,1.191745933017724149e-02
3.069346343458675008e+01,2.354675086589197441e-02,1.275790048785900230e-02
3.078321040369372952e+01,2.078977817631063110e-02,1.315718047540262794e-02
3.087295737280070540e+01,2.092681883035209245e-02,1.311795815912108337e-02
3.096270434190768484e+01,1.744779157564326638e-02,1.237828150509729871e-02
3.105245131101466427e+01,2.055211246623796922e-02,1.151905511120019515e-02
3.114219828012164371e+01,2.323925997572790295e-02,1.121333180124084623e-02
3.123194524922862314e+01,2.208806677134544580e-02,1.015778639455004045e-02
3.132169221833560258e+01,2.181666864929484445e-02,1.032226263623253759e-02
3.141143918744258201e+01,2.163851660368098020e-02,1.226957355604905986e-02
3.150118615654955434e+01,2.298670386671376048e-02,1.156006461815718006e-02
3.159093312565653378e+01,2.550715483331799857e-02,1.155759835112746964e-02
3.168068009476351321e+01,2.408577555948543739e-02,1.167638732686584677e-02
3.177042706387049265e+01,2.171961451244601091e-02,1.259012969107132542e-02
3.186017403297747208e+01,2.181268547807517152e-02,1.228634645010098433e-02
3.194992100208445152e+01,2.232119158930381819e-02,1.201707517472092208e-02
3.203966797119142740e+01,2.116647754617139235e-02,1.158559319788333639e-02
3.212941494029841039e+01,2.041729455491900908e-02,1.135207242214841990e-02
3.221916190940538627e+01,2.055464599704674711e-02,1.119773527365613280e-02
3.230890887851236926e+01,1.911206994615700927e-02,1.232729829238414856e-02
3.239865584761934514e+01,2.022245303779186126e-02,1.126936783382990852e-02
3.248840281672632813e+01,2.076875904323937164e-02,1.129144701332164720e-02
3.257814978583330401e+01,2.031044980915221870e-02,1.034700296281785420e-02
3.266789675494027989e+01,2.042891635102258782e-02,1.029606635660673154e-02
3.275764372404726288e+01,2.069789830606549863e-02,9.944077172017819211e-03
3.284739069315423876e+01,1.982266270985162671e-02,1.037817433009619733e-02
3.293713766226122175e+01,2.012949572182752209e-02,1.113095882332468950e-02
3.302688463136819763e+01,2.111266816721837219e-02,1.148884421779017111e-02
3.311663160047518062e+01,2.192659260420458389e-02,1.123947509800921583e-02
3.320637856958214940e+01,2.148675858234593006e-02,1.126368839980697832e-02
3.329612553868913238e+01,2.168117123692915593e-02,1.138345409257482399e-02
3.338587250779610827e+01,2.027762033426570160e-02,1.065721039203757110e-02
3.347561947690309125e+01,1.857149275257712409e-02,1.026073213089901542e-02
3.356536644601006714e+01,1.885912066947402488e-02,1.077047106498052811e-02
3.365511341511705012e+01,2.027530753973020780e-02,1.203884405883054801e-02
3.374486038422402601e+01,2.197057331265712607e-02,9.761946517243151600e-03
3.383460735333100899e+01,2.103675268641920851e-02,9.743045633718309256e-03
3.392435432243798488e+01,2.033992709374262894e-02,9.723486848010370193e-03
3.401410129154496076e+01,2.332928705860636692e-02,8.853471878763684993e-03
3.410384826065194375e+01,2.400819650921240042e-02,8.313982878005185193e-03
3.419359522975891963e+01,2.123196581973060826e-02,8.575400696309397677e-03
3.428334219886590262e+01,1.814665222939775696e-02,9.232820273434581490e-03
3.437308916797287850e+01,1.864464093562197278e-02,9.724084809958536899e-03
3.446283613707986149e+01,1.890971664415281098e-02,8.783023281649241301e-03
3.455258310618683737e+01,2.046097039449262800e-02,8.361894344060944589e-03
3.464233007529382036e+01,1.871513323794744485e-02,7.821573106377856244e-03
