Temperature_K,Enthalpy_eV_per_atom,Volume_A3
1430.0,-3.031229565301296,8571.272340959766
1330.0,-3.0636476124014105,8314.672795902547
1230.0,-3.099480369739236,8056.160464605191
1130.0,-3.13441795607917,7844.773157488679
1030.0,-3.171114418285636,7595.825603484512
930.0,-3.2072843768348527,7392.277669180284
