Freq_rad_ps,VDOS_Na,VDOS_K
2.441117559709823226e+01,2.279771618494022892e-02,2.304975869551238038e-02
2.450092256620521169e+01,2.560262855629016898e-02,2.297114471979832401e-02
2.459066953531219113e+01,2.421984452188491801e-02,1.900618340252025959e-02
2.468041650441917056e+01,2.273579769013026053e-02,2.282813076563304164e-02
2.477016347352615000e+01,2.336982898061928590e-02,2.259387269823967190e-02
2.485991044263312588e+01,2.215415954382993907e-02,2.077353988586103442e-02
2.494965741174010532e+01,2.112928734754592267e-02,2.086161899934429326e-02
2.503940438084708475e+01,2.181312990876037652e-02,2.090700658046383553e-02
2.512915134995406063e+01,2.389609949126892882e-02,2.155641647060742641e-02
2.521889831906104007e+01,2.428019591284745135e-02,1.959737950379394564e-02
2.530864528816801950e+01,2.153330555602520763e-02,1.965080517936509952e-02
2.539839225727499894e+01,2.238172455934413566e-02,1.775258348411180159e-02
2.548813922638197838e+01,2.455947826350332250e-02,1.897033080534090213e-02
2.557788619548895781e+01,2.587286720924619060e-02,2.274014053088640325e-02
2.566763316459593725e+01,2.678708998493509186e-02,2.347488073471022327e-02
2.575738013370291668e+01,2.580492719293606824e-02,2.040351498921943660e-02
2.584712710280989612e+01,2.282978483308585604e-02,2.011451807653614338e-02
2.593687407191687555e+01,2.330764875755031787e-02,1.849844204705957534e-02
2.602662104102385143e+01,2.510431685264529617e-02,2.070645933015729037e-02
2.611636801013083087e+01,2.724609116563281308e-02,1.962516876724776718e-02
2.620611497923781030e+01,2.745278819038919627e-02,1.707936800855923073e-02
2.629586194834478974e+01,2.486335108606115701e-02,1.699683654536265215e-02
2.638560891745176207e+01,2.051156099921849080e-02,1.854096188492889916e-02
2.647535588655874150e+01,2.237877826940963891e-02,1.981379077183531567e-02
2.656510285566572094e+01,2.434084156566664742e-02,2.022467042219667013e-02
2.665484982477270037e+01,2.496320666055200366e-02,1.850866325962904901e-02
2.674459679387967981e+01,2.456979856429332074e-02,1.619433778718386632e-02
2.683434376298665924e+01,2.711821839196961945e-02,1.651700484569450580e-02
