Temperature_K,Enthalpy_eV_per_atom,Volume_A3
1550.0,-2.987690568940783,8952.999787122037
1466.0,-3.0186239826750896,8672.900220778178
1382.0,-3.048175269869689,8419.719027163115
1298.0,-3.0755746272421,8243.9620618223
1214.0,-3.105791828037788,8042.064169937064
1130.0,-3.1374084262150057,7806.060293179293
