Cation,CN
Na,5
Na,6
Na,6
Na,3
Na,5
Na,5
Na,3
Na,5
Na,5
Na,4
Na,4
Na,6
Na,6
Na,5
Na,7
Na,6
Na,4
Na,4
Na,4
Na,5
Na,4
Na,5
Na,5
Na,4
Na,4
Na,4
Na,5
Na,4
Na,4
Na,5
Na,5
Na,5
Na,5
Na,5
Na,6
Na,4
Na,4
Na,6
Na,6
Na,5
Na,6
Na,5
Na,6
Na,7
Na,5
Na,4
Na,5
Na,6
Na,6
Na,5
Na,5
Na,6
Na,6
Na,5
Na,4
Na,5
Na,5
Na,4
Na,5
Na,6
Na,6
Na,6
Na,5
Na,5
Na,5
Na,6
Na,5
Na,5
Na,5
Na,5
Na,5
Na,5
Na,4
Na,5
Na,4
Na,5
Na,5
Na,5
Na,4
Na,4
Na,5
Na,4
Na,5
Na,5
Na,5
Na,4
Na,5
Na,5
Na,5
Na,4
Na,4
Na,7
Na,5
Na,5
Na,5
Na,5
Na,5
Na,7
Na,5
Na,4
Na,5
Na,5
Na,5
Na,4
Na,5
Na,7
Na,5
Na,5
Na,5
Na,6
Na,6
Na,7
Na,5
Na,6
Na,6
Na,6
Na,5
Na,5
Na,4
Na,6
Na,6
Na,6
Na,5
Na,5
Na,5
Na,6
Na,6
Na,5
Na,5
Na,5
Na,5
Na,5
Na,5
Na,6
Na,6
Na,4
Na,6
Na,6
Na,5
Na,4
Na,4
Na,5
Na,3
Na,6
Na,4
Na,5
Na,5
Na,5
Na,5
Na,5
Na,4
Na,6
Na,5
Na,4
Na,6
Na,5
Na,5
Na,5
Na,5
Na,7
Na,6
Na,5
Na,4
Na,6
Na,5
Na,4
Na,5
Na,6
Na,6
Na,6
Na,5
Na,4
Na,4
Na,6
Na,5
Na,6
Na,6
Na,5
Na,4
Na,5
Na,5
Na,5
Na,4
Na,5
Na,5
Na,6
Na,5
Na,5
Na,5
Na,6
Na,4
Na,5
Na,5
Na,4
Na,6
Na,5
Na,4
Na,6
Na,5
Na,5
Na,6
Na,5
Na,5
Na,5
Na,4
Na,5
Na,6
Na,4
Na,5
Na,5
Na,5
Na,5
Na,5
Na,5
Na,6
Na,5
Na,5
Na,6
Na,6
Na,6
Na,4
Na,6
Na,5
Na,5
Na,5
Na,6
Na,4
Na,5
Na,5
Na,5
Na,6
Na,5
Na,4
Na,6
Na,4
Na,5
Na,4
Na,6
Na,4
Na,6
Na,4
Na,4
Na,6
Na,6
Na,4
Na,6
Na,5
Na,6
Na,6
Na,6
Na,5
Na,6
Na,5
Na,5
Na,6
Na,5
Na,6
Na,5
Na,5
Na,6
Na,8
Na,4
Na,5
Na,5
Na,6
Na,5
Na,5
Na,4
Na,6
Na,5
Na,6
Na,8
Na,5
Na,5
Na,6
Na,6
Na,6
Na,5
Na,6
Na,5
Na,5
Na,5
Na,5
Na,5
Na,6
Na,5
Na,4
Na,6
Na,4
Na,5
Na,7
Na,8
Na,4
Na,5
Na,5
Na,6
Na,6
Na,5
Na,5
Na,5
Na,4
Na,4
Na,6
Na,5
Na,5
Na,4
Na,4
Na,5
Na,6
Na,5
Na,6
Na,6
Na,5
Na,6
Na,5
Na,5
Na,6
Na,5
Na,5
Na,6
Na,4
Na,5
Na,4
Na,5
Na,6
Na,5
Na,6
Na,5
Na,5
Na,6
Na,5
Na,5
Na,6
Na,5
Na,5
Na,6
Na,5
Na,7
Na,6
Na,6
Na,4
Na,6
Na,4
Na,5
Na,6
Na,6
Na,5
Na,5
Na,4
Na,5
Na,5
Na,7
Na,5
Na,4
Na,4
Na,4
Na,6
Na,5
Na,5
Na,4
Na,5
Na,5
Na,5
Na,5
Na,5
Na,6
Na,5
Na,7
Na,6
Na,4
Na,5
Na,6
Na,4
Na,6
Na,4
Na,5
Na,4
Na,5
Na,5
Na,5
Na,6
Na,4
Na,6
Na,6
Na,6
Na,6
Na,5
Na,5
Na,4
Na,5
Na,5
Na,5
Na,5
Na,6
Na,5
Na,6
Na,5
Na,5
Na,5
Na,7
Na,6
Na,6
Na,4
Na,6
Na,6
Na,5
Na,4
Na,5
Na,4
Na,4
Na,6
Na,6
Na,5
Na,4
Na,4
Na,6
Na,5
Na,5
Na,5
Na,5
Na,5
Na,7
Na,6
Na,4
Na,6
Na,6
Na,8
Na,6
Na,5
Na,5
Na,4
Na,5
Na,6
Na,4
Na,5
Na,4
Na,6
Na,6
Na,5
Na,6
Na,5
Na,5
Na,4
Na,4
Na,5
Na,4
Na,5
Na,4
Na,5
Na,5
Na,5
Na,5
Na,4
Na,6
Na,4
Na,6
Na,4
Na,5
Na,6
Na,5
Na,5
Na,4
Na,4
Na,5
Na,6
Na,6
Na,4
Na,6
Na,5
Na,5
Na,5
Na,5
Na,4
Na,4
Na,5
Na,6
Na,7
Na,5
Na,5
Na,5
Na,6
Na,5
Na,4
Na,5
Na,5
Na,5
Na,5
Na,4
Na,6
Na,4
Na,5
Na,6
Na,6
Na,6
Na,5
Na,5
Na,4
Na,5
Na,4
Na,5
Na,5
Na,5
Na,6
Na,5
Na,4
Na,6
Na,6
Na,5
Na,5
Na,5
Na,4
Na,5
Na,5
Na,5
Na,4
Na,6
Na,4
Na,6
Na,6
Na,5
Na,4
Na,5
Na,5
Na,6
Na,6
Na,5
Na,5
Na,4
Na,6
Na,7
Na,7
Na,5
Na,6
Na,5
Na,7
Na,5
Na,4
Na,4
Na,5
Na,5
Na,5
Na,4
Na,5
Na,4
Na,4
Na,6
Na,5
Na,6
Na,5
Na,6
Na,4
Na,6
Na,5
Na,5
Na,5
Na,5
Na,5
Na,4
Na,5
Na,5
Na,4
Na,5
Na,6
Na,5
Na,4
Na,6
Na,4
Na,5
Na,5
Na,5
Na,4
Na,7
Na,5
Na,5
Na,4
Na,6
Na,5
Na,6
Na,6
Na,5
Na,4
Na,4
Na,5
Na,7
Na,7
Na,5
Na,6
Na,5
Na,5
Na,5
Na,6
Na,4
Na,5
Na,6
Na,4
Na,5
Na,5
Na,5
Na,5
Na,6
Na,5
Na,5
Na,5
Na,6
Na,5
Na,5
Na,6
Na,6
Na,6
Na,4
Na,5
Na,5
Na,4
Na,5
Na,5
Na,6
Na,6
Na,4
Na,6
Na,6
Na,4
Na,5
Na,4
Na,6
Na,4
Na,5
Na,5
Na,5
Na,4
Na,6
Na,6
Na,5
Na,6
Na,4
Na,4
Na,4
Na,5
Na,7
Na,6
Na,4
Na,7
Na,5
Na,5
Na,5
Na,6
Na,5
Na,4
Na,5
Na,5
Na,7
Na,5
Na,4
Na,5
Na,6
Na,6
Na,5
Na,6
Na,6
Na,5
Na,6
Na,6
Na,4
Na,5
Na,5
Na,6
Na,4
Na,5
Na,7
Na,5
Na,5
Na,5
Na,4
Na,5
Na,6
Na,4
Na,6
Na,4
Na,6
Na,5
Na,6
Na,4
Na,5
Na,5
Na,7
Na,5
Na,5
Na,6
Na,5
Na,4
Na,5
Na,6
Na,6
Na,7
Na,4
Na,6
Na,6
Na,6
Na,5
Na,5
Na,6
Na,4
Na,5
Na,5
Na,6
Na,5
Na,4
Na,6
Na,6
Na,6
Na,5
Na,6
Na,7
Na,5
Na,6
Na,7
Na,5
Na,6
Na,4
Na,5
Na,7
Na,5
Na,6
Na,6
Na,5
Na,6
Na,4
Na,4
Na,6
Na,5
Na,6
Na,4
Na,6
Na,4
Na,6
Na,5
Na,5
Na,5
Na,6
Na,5
Na,5
Na,6
Na,5
Na,4
Na,6
Na,5
Na,6
Na,6
Na,4
Na,7
Na,5
Na,5
Na,6
Na,5
Na,6
Na,4
Na,5
Na,5
Na,6
Na,6
Na,4
Na,6
Na,6
Na,6
Na,4
Na,6
Na,6
Na,6
Na,6
Na,5
Na,5
Na,5
Na,6
Na,5
Na,6
Na,5
Na,7
Na,5
Na,5
Na,4
Na,4
Na,4
Na,4
Na,5
Na,6
Na,5
Na,6
Na,4
Na,5
Na,5
Na,5
Na,4
Na,6
Na,5
Na,5
Na,7
Na,5
Na,4
Na,6
Na,5
Na,5
Na,6
Na,4
Na,7
Na,5
Na,5
Na,4
Na,5
Na,6
Na,6
Na,5
Na,5
Na,4
Na,5
Na,4
Na,5
Na,6
Na,5
Na,5
Na,6
Na,7
Na,6
Na,5
Na,4
Na,5
Na,6
Na,6
Na,4
Na,5
Na,5
Na,7
Na,5
Na,5
Na,4
Na,5
Na,4
Na,4
Na,5
Na,6
Na,4
Na,5
Na,4
Na,7
Na,5
Na,4
Na,5
Na,6
Na,4
Na,3
Na,6
Na,4
Na,5
Na,6
Na,5
Na,6
Na,6
Na,5
Na,6
Na,4
Na,6
Na,5
Na,4
Na,6
Na,5
Na,5
Na,5
Na,6
Na,5
Na,5
Na,5
Na,5
Na,4
Na,6
Na,6
Na,7
Na,5
Na,4
Na,5
Na,5
Na,5
Na,4
Na,4
Na,5
Na,5
Na,7
Na,4
Na,6
Na,5
Na,5
Na,4
Na,5
Na,5
Na,6
Na,6
Na,6
Na,6
Na,6
Na,6
Na,6
Na,4
Na,6
Na,5
Na,6
Na,6
Na,4
Na,4
Na,6
Na,5
Na,6
Na,5
Na,5
Na,6
Na,4
Na,5
Na,7
Na,6
Na,6
Na,5
Na,5
Na,5
Na,5
Na,5
Na,5
Na,5
Na,6
Na,5
Na,4
Na,5
Na,7
Na,6
Na,5
Na,5
Na,5
Na,5
Na,6
Na,4
Na,6
Na,5
Na,5
Na,5
Na,6
Na,5
Na,5
Na,4
Na,6
Na,4
Na,5
Na,8
Na,6
Na,5
Na,6
Na,6
Na,5
Na,4
Na,7
Na,5
Na,4
Na,6
Na,4
Na,5
Na,5
Na,6
Na,6
Na,5
Na,6
Na,7
Na,4
Na,5
Na,6
Na,5
Na,5
Na,6
Na,6
Na,4
Na,4
Na,6
Na,5
Na,5
Na,6
Na,6
Na,5
Na,5
Na,6
Na,5
Na,6
Na,6
Na,6
Na,5
Na,6
Na,4
Na,6
Na,5
Na,5
Na,6
Na,6
Na,5
Na,5
Na,4
Na,6
Na,5
Na,6
Na,6
Na,5
Na,5
Na,6
Na,6
Na,4
Na,3
Na,6
Na,4
Na,4
Na,5
Na,5
Na,5
Na,6
Na,5
Na,5
Na,6
Na,5
Na,7
Na,5
Na,5
Na,5
Na,5
Na,5
Na,5
Na,5
Na,4
Na,6
Na,6
Na,5
Na,5
Na,6
Na,6
Na,6
Na,5
Na,5
Na,4
Na,5
Na,6
Na,5
Na,5
Na,6
Na,4
Na,5
Na,4
Na,5
Na,6
Na,6
Na,6
Na,5
Na,4
Na,6
Na,6
Na,6
Na,5
Na,5
Na,4
Na,6
Na,6
Na,7
Na,5
Na,6
Na,4
Na,4
Na,5
Na,4
Na,6
Na,6
Na,5
Na,6
Na,5
Na,5
Na,6
Na,4
Na,5
Na,6
Na,5
Na,5
Na,4
Na,5
Na,4
Na,6
Na,5
Na,3
Na,5
Na,6
Na,5
Na,5
Na,5
Na,6
Na,5
Na,5
Na,6
Na,4
Na,4
Na,6
Na,4
Na,5
Na,5
Na,6
Na,6
Na,6
Na,6
Na,5
Na,5
Na,6
Na,5
Na,6
Na,5
Na,4
Na,6
Na,6
Na,7
Na,5
Na,5
Na,6
Na,4
Na,4
Na,6
Na,4
Na,6
Na,6
Na,5
Na,6
Na,4
Na,4
Na,5
Na,5
Na,6
Na,5
Na,5
Na,5
Na,4
Na,5
Na,4
Na,6
Na,4
Na,4
Na,5
